,regions,tech,vintage,cost_invest,cost_invest_units,capacity,capacity units
4772,SW,R_LT_T5ST_LFL_N,2030,52.57156488878707,M$/giga lumens,5.394e-06,giga lumens
4773,SW,R_LT_T5ST_LFL_N,2035,52.57156488878707,M$/giga lumens,5.394e-06,giga lumens
4774,SW,R_LT_T5ST_LFL_N,2040,50.31722264959809,M$/giga lumens,5.394e-06,giga lumens
4775,SW,R_LT_T5ST_LFL_N,2045,50.31722264959809,M$/giga lumens,5.394e-06,giga lumens
4776,SW,R_LT_T5ST_LFL_N,2050,50.31722264959809,M$/giga lumens,5.394e-06,giga lumens
4777,SW,R_LT_T8HE_LFL_N,2020,29.73034418152114,M$/giga lumens,4.558e-06,giga lumens
4778,SW,R_LT_T8HE_LFL_N,2025,29.73034418152114,M$/giga lumens,4.558e-06,giga lumens
4779,SW,R_LT_T8HE_LFL_N,2030,28.651529152255176,M$/giga lumens,4.558e-06,giga lumens
4780,SW,R_LT_T8HE_LFL_N,2035,28.651529152255176,M$/giga lumens,4.558e-06,giga lumens
4781,SW,R_LT_T8HE_LFL_N,2040,27.626654874452512,M$/giga lumens,4.558e-06,giga lumens
4782,SW,R_LT_T8HE_LFL_N,2045,27.626654874452512,M$/giga lumens,4.558e-06,giga lumens
4783,SW,R_LT_T8HE_LFL_N,2050,27.626654874452512,M$/giga lumens,4.558e-06,giga lumens
4784,SW,R_LT_T8ST_LFL_N,2020,25.83651808428734,M$/giga lumens,4.875e-06,giga lumens
4785,SW,R_LT_T8ST_LFL_N,2025,25.83651808428734,M$/giga lumens,4.875e-06,giga lumens
4786,SW,R_LT_T8ST_LFL_N,2030,24.922415980451223,M$/giga lumens,4.875e-06,giga lumens
4787,SW,R_LT_T8ST_LFL_N,2035,24.922415980451223,M$/giga lumens,4.875e-06,giga lumens
4788,SW,R_LT_T8ST_LFL_N,2040,24.054544327843608,M$/giga lumens,4.875e-06,giga lumens
4789,SW,R_LT_T8ST_LFL_N,2045,24.054544327843608,M$/giga lumens,4.875e-06,giga lumens
4790,SW,R_LT_T8ST_LFL_N,2050,24.054544327843608,M$/giga lumens,4.875e-06,giga lumens
4807,SW,R_RF_BFHE_ELC_N,2020,62.54382815720765,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4808,SW,R_RF_BFHE_ELC_N,2025,62.54382815720765,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4809,SW,R_RF_BFHE_ELC_N,2030,62.54382815720765,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4810,SW,R_RF_BFHE_ELC_N,2035,62.54382815720765,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4811,SW,R_RF_BFHE_ELC_N,2040,62.54382815720765,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4812,SW,R_RF_BFHE_ELC_N,2045,62.54382815720765,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4813,SW,R_RF_BFHE_ELC_N,2050,62.54382815720765,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4814,SW,R_RF_BFST_ELC_N,2020,60.387144427648764,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4815,SW,R_RF_BFST_ELC_N,2025,60.387144427648764,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4816,SW,R_RF_BFST_ELC_N,2030,60.387144427648764,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4817,SW,R_RF_BFST_ELC_N,2035,60.387144427648764,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4818,SW,R_RF_BFST_ELC_N,2040,60.387144427648764,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4819,SW,R_RF_BFST_ELC_N,2045,60.387144427648764,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4820,SW,R_RF_BFST_ELC_N,2050,60.387144427648764,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4824,SW,R_RF_SFHE_ELC_N,2020,78.01388644808195,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4825,SW,R_RF_SFHE_ELC_N,2025,78.01388644808195,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4826,SW,R_RF_SFHE_ELC_N,2030,78.01388644808195,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4827,SW,R_RF_SFHE_ELC_N,2035,78.01388644808195,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4828,SW,R_RF_SFHE_ELC_N,2040,78.01388644808195,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4829,SW,R_RF_SFHE_ELC_N,2045,78.01388644808195,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4830,SW,R_RF_SFHE_ELC_N,2050,78.01388644808195,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4831,SW,R_RF_SFST_ELC_N,2020,55.94935290721029,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4832,SW,R_RF_SFST_ELC_N,2025,55.94935290721029,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4833,SW,R_RF_SFST_ELC_N,2030,55.94935290721029,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4834,SW,R_RF_SFST_ELC_N,2035,55.94935290721029,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4835,SW,R_RF_SFST_ELC_N,2040,55.94935290721029,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4836,SW,R_RF_SFST_ELC_N,2045,55.94935290721029,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4837,SW,R_RF_SFST_ELC_N,2050,55.94935290721029,M$/mega_cubic_feet,2.6e-05,mega_cubic_feet
4841,SW,R_RF_TFHE_ELC_N,2020,47.44704205029545,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4842,SW,R_RF_TFHE_ELC_N,2025,47.44704205029545,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4843,SW,R_RF_TFHE_ELC_N,2030,47.44704205029545,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4844,SW,R_RF_TFHE_ELC_N,2035,47.44704205029545,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4845,SW,R_RF_TFHE_ELC_N,2040,47.44704205029545,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4846,SW,R_RF_TFHE_ELC_N,2045,47.44704205029545,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4847,SW,R_RF_TFHE_ELC_N,2050,47.44704205029545,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4848,SW,R_RF_TFST_ELC_N,2020,40.437819929229086,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4849,SW,R_RF_TFST_ELC_N,2025,40.437819929229086,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4850,SW,R_RF_TFST_ELC_N,2030,40.437819929229086,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4851,SW,R_RF_TFST_ELC_N,2035,40.437819929229086,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4852,SW,R_RF_TFST_ELC_N,2040,40.437819929229086,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4853,SW,R_RF_TFST_ELC_N,2045,40.437819929229086,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4854,SW,R_RF_TFST_ELC_N,2050,40.437819929229086,M$/mega_cubic_feet,1.8999999999999998e-05,mega_cubic_feet
4861,SW,R_SC_CACHE_ELC_N,2020,14.316908829812705,M$/PJ/yr,0.0003327237216,PJ/yr
4863,SW,R_SC_CACHE_ELC_N,2025,14.316908829812705,M$/PJ/yr,0.0003327237216,PJ/yr
4865,SW,R_SC_CACHE_ELC_N,2030,14.316908829812705,M$/PJ/yr,0.0003327237216,PJ/yr
4867,SW,R_SC_CACHE_ELC_N,2035,14.316908829812705,M$/PJ/yr,0.0003327237216,PJ/yr
4869,SW,R_SC_CACHE_ELC_N,2040,14.316908829812705,M$/PJ/yr,0.0003327237216,PJ/yr
4871,SW,R_SC_CACHE_ELC_N,2045,14.316908829812705,M$/PJ/yr,0.0003327237216,PJ/yr
4873,SW,R_SC_CACHE_ELC_N,2050,14.316908829812705,M$/PJ/yr,0.0003327237216,PJ/yr
4875,SW,R_SC_CACST_ELC_N,2020,11.238003705121802,M$/PJ/yr,0.0003327237216,PJ/yr
4877,SW,R_SC_CACST_ELC_N,2025,11.238003705121802,M$/PJ/yr,0.0003327237216,PJ/yr
4879,SW,R_SC_CACST_ELC_N,2030,11.391948961356347,M$/PJ/yr,0.0003327237216,PJ/yr
4881,SW,R_SC_CACST_ELC_N,2035,11.391948961356347,M$/PJ/yr,0.0003327237216,PJ/yr
4883,SW,R_SC_CACST_ELC_N,2040,11.391948961356347,M$/PJ/yr,0.0003327237216,PJ/yr
4885,SW,R_SC_CACST_ELC_N,2045,11.391948961356347,M$/PJ/yr,0.0003327237216,PJ/yr
4887,SW,R_SC_CACST_ELC_N,2050,11.391948961356347,M$/PJ/yr,0.0003327237216,PJ/yr
4893,SW,R_SC_RACHE_ELC_N,2020,8.761684297691833,M$/PJ/yr,9.70444188e-05,PJ/yr
4895,SW,R_SC_RACHE_ELC_N,2025,8.761684297691833,M$/PJ/yr,9.70444188e-05,PJ/yr
4897,SW,R_SC_RACHE_ELC_N,2030,8.761684297691833,M$/PJ/yr,9.70444188e-05,PJ/yr
4899,SW,R_SC_RACHE_ELC_N,2035,8.761684297691833,M$/PJ/yr,9.70444188e-05,PJ/yr
4901,SW,R_SC_RACHE_ELC_N,2040,8.761684297691833,M$/PJ/yr,9.70444188e-05,PJ/yr
4903,SW,R_SC_RACHE_ELC_N,2045,8.761684297691833,M$/PJ/yr,9.70444188e-05,PJ/yr
4905,SW,R_SC_RACHE_ELC_N,2050,8.761684297691833,M$/PJ/yr,9.70444188e-05,PJ/yr
4907,SW,R_SC_RACST_ELC_N,2020,7.389372299258172,M$/PJ/yr,9.70444188e-05,PJ/yr
4909,SW,R_SC_RACST_ELC_N,2025,7.389372299258172,M$/PJ/yr,9.70444188e-05,PJ/yr
4911,SW,R_SC_RACST_ELC_N,2030,7.389372299258172,M$/PJ/yr,9.70444188e-05,PJ/yr
4913,SW,R_SC_RACST_ELC_N,2035,7.389372299258172,M$/PJ/yr,9.70444188e-05,PJ/yr
4915,SW,R_SC_RACST_ELC_N,2040,7.389372299258172,M$/PJ/yr,9.70444188e-05,PJ/yr
4917,SW,R_SC_RACST_ELC_N,2045,7.389372299258172,M$/PJ/yr,9.70444188e-05,PJ/yr
4919,SW,R_SC_RACST_ELC_N,2050,7.389372299258172,M$/PJ/yr,9.70444188e-05,PJ/yr
4921,SW,R_SH_BLRHE_DISTOIL_N,2020,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
4922,SW,R_SH_BLRHE_DISTOIL_N,2025,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
4923,SW,R_SH_BLRHE_DISTOIL_N,2030,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
4924,SW,R_SH_BLRHE_DISTOIL_N,2035,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
4925,SW,R_SH_BLRHE_DISTOIL_N,2040,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
4926,SW,R_SH_BLRHE_DISTOIL_N,2045,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
4927,SW,R_SH_BLRHE_DISTOIL_N,2050,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
4928,SW,R_SH_BLRHE_NGA_N,2020,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
4929,SW,R_SH_BLRHE_NGA_N,2025,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
4930,SW,R_SH_BLRHE_NGA_N,2030,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
4931,SW,R_SH_BLRHE_NGA_N,2035,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
4932,SW,R_SH_BLRHE_NGA_N,2040,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
4933,SW,R_SH_BLRHE_NGA_N,2045,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
4934,SW,R_SH_BLRHE_NGA_N,2050,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
4935,SW,R_SH_BLRST_DISTOIL_N,2020,10.980381031423173,M$/PJ/yr,0.0010868974905600003,PJ/yr
4936,SW,R_SH_BLRST_DISTOIL_N,2025,10.980381031423173,M$/PJ/yr,0.0010868974905600003,PJ/yr
4937,SW,R_SH_BLRST_DISTOIL_N,2030,11.001204191378964,M$/PJ/yr,0.0011127760022399999,PJ/yr
4938,SW,R_SH_BLRST_DISTOIL_N,2035,11.001204191378964,M$/PJ/yr,0.0011127760022399999,PJ/yr
4939,SW,R_SH_BLRST_DISTOIL_N,2040,11.001204191378964,M$/PJ/yr,0.0011127760022399999,PJ/yr
4940,SW,R_SH_BLRST_DISTOIL_N,2045,11.001204191378964,M$/PJ/yr,0.0011127760022399999,PJ/yr
4941,SW,R_SH_BLRST_DISTOIL_N,2050,11.001204191378964,M$/PJ/yr,0.0011127760022399999,PJ/yr
4942,SW,R_SH_BLRST_NGA_N,2020,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
4943,SW,R_SH_BLRST_NGA_N,2025,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
4944,SW,R_SH_BLRST_NGA_N,2030,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
4945,SW,R_SH_BLRST_NGA_N,2035,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
4946,SW,R_SH_BLRST_NGA_N,2040,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
4947,SW,R_SH_BLRST_NGA_N,2045,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
4948,SW,R_SH_BLRST_NGA_N,2050,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
4958,SW,R_SH_FHE_DISTOIL_N,2020,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
4959,SW,R_SH_FHE_DISTOIL_N,2025,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
4960,SW,R_SH_FHE_DISTOIL_N,2030,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
4961,SW,R_SH_FHE_DISTOIL_N,2035,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
4962,SW,R_SH_FHE_DISTOIL_N,2040,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
4963,SW,R_SH_FHE_DISTOIL_N,2045,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
4964,SW,R_SH_FHE_DISTOIL_N,2050,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
4965,SW,R_SH_FHE_NGA_N,2020,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
4966,SW,R_SH_FHE_NGA_N,2025,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
4967,SW,R_SH_FHE_NGA_N,2030,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
4968,SW,R_SH_FHE_NGA_N,2035,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
4969,SW,R_SH_FHE_NGA_N,2040,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
4970,SW,R_SH_FHE_NGA_N,2045,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
4971,SW,R_SH_FHE_NGA_N,2050,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
4978,SW,R_SH_FST_DISTOIL_N,2020,6.995102865046464,M$/PJ/yr,0.0008054686760399999,PJ/yr
4979,SW,R_SH_FST_DISTOIL_N,2025,6.995102865046464,M$/PJ/yr,0.0008054686760399999,PJ/yr
4980,SW,R_SH_FST_DISTOIL_N,2030,7.1631670247910835,M$/PJ/yr,0.00081517311792,PJ/yr
4981,SW,R_SH_FST_DISTOIL_N,2035,7.1631670247910835,M$/PJ/yr,0.00081517311792,PJ/yr
4982,SW,R_SH_FST_DISTOIL_N,2040,7.1631670247910835,M$/PJ/yr,0.00081517311792,PJ/yr
4983,SW,R_SH_FST_DISTOIL_N,2045,7.1631670247910835,M$/PJ/yr,0.00081517311792,PJ/yr
4984,SW,R_SH_FST_DISTOIL_N,2050,7.1631670247910835,M$/PJ/yr,0.00081517311792,PJ/yr
4985,SW,R_SH_FST_ELC_N,2020,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
4986,SW,R_SH_FST_ELC_N,2025,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
4987,SW,R_SH_FST_ELC_N,2030,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
4988,SW,R_SH_FST_ELC_N,2035,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
4989,SW,R_SH_FST_ELC_N,2040,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
4990,SW,R_SH_FST_ELC_N,2045,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
4991,SW,R_SH_FST_ELC_N,2050,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
4992,SW,R_SH_FST_LPG_N,2020,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
4993,SW,R_SH_FST_LPG_N,2025,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
4994,SW,R_SH_FST_LPG_N,2030,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
4995,SW,R_SH_FST_LPG_N,2035,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
4996,SW,R_SH_FST_LPG_N,2040,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
4997,SW,R_SH_FST_LPG_N,2045,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
4998,SW,R_SH_FST_LPG_N,2050,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
4999,SW,R_SH_FST_NGA_N,2020,4.15652191833272,M$/PJ/yr,0.0006802351641600002,PJ/yr
5000,SW,R_SH_FST_NGA_N,2025,4.15652191833272,M$/PJ/yr,0.0006802351641600002,PJ/yr
5001,SW,R_SH_FST_NGA_N,2030,4.15652191833272,M$/PJ/yr,0.0006802351641600002,PJ/yr
5002,SW,R_SH_FST_NGA_N,2035,4.15652191833272,M$/PJ/yr,0.0006802351641600002,PJ/yr
5003,SW,R_SH_FST_NGA_N,2040,4.15652191833272,M$/PJ/yr,0.0006802351641600002,PJ/yr
5004,SW,R_SH_FST_NGA_N,2045,4.15652191833272,M$/PJ/yr,0.0006802351641600002,PJ/yr
5005,SW,R_SH_FST_NGA_N,2050,4.111828134264628,M$/PJ/yr,0.00068762902464,PJ/yr
5009,SW,R_SH_PLTHE_BIO_N,2020,11.970783124798237,M$/PJ/yr,0.00046211628,PJ/yr
5010,SW,R_SH_PLTHE_BIO_N,2025,11.970783124798237,M$/PJ/yr,0.00046211628,PJ/yr
5011,SW,R_SH_PLTHE_BIO_N,2030,11.970783124798237,M$/PJ/yr,0.00046211628,PJ/yr
5012,SW,R_SH_PLTHE_BIO_N,2035,11.970783124798237,M$/PJ/yr,0.00046211628,PJ/yr
5013,SW,R_SH_PLTHE_BIO_N,2040,12.192464293775982,M$/PJ/yr,0.00046211628,PJ/yr
5014,SW,R_SH_PLTHE_BIO_N,2045,12.192464293775982,M$/PJ/yr,0.00046211628,PJ/yr
5015,SW,R_SH_PLTHE_BIO_N,2050,12.414145462753728,M$/PJ/yr,0.00046211628,PJ/yr
5016,SW,R_SH_PLTST_BIO_N,2020,10.419014941954023,M$/PJ/yr,0.00046211628,PJ/yr
5017,SW,R_SH_PLTST_BIO_N,2025,10.419014941954023,M$/PJ/yr,0.00046211628,PJ/yr
5018,SW,R_SH_PLTST_BIO_N,2030,10.640696110931765,M$/PJ/yr,0.00046211628,PJ/yr
5019,SW,R_SH_PLTST_BIO_N,2035,10.640696110931765,M$/PJ/yr,0.00046211628,PJ/yr
5020,SW,R_SH_PLTST_BIO_N,2040,10.862377279909511,M$/PJ/yr,0.00046211628,PJ/yr
5021,SW,R_SH_PLTST_BIO_N,2045,10.862377279909511,M$/PJ/yr,0.00046211628,PJ/yr
5022,SW,R_SH_PLTST_BIO_N,2050,11.084058448887259,M$/PJ/yr,0.00046211628,PJ/yr
5023,SW,R_SH_RESST_ELC_N,2020,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
5024,SW,R_SH_RESST_ELC_N,2025,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
5025,SW,R_SH_RESST_ELC_N,2030,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
5026,SW,R_SH_RESST_ELC_N,2035,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
5027,SW,R_SH_RESST_ELC_N,2040,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
5028,SW,R_SH_RESST_ELC_N,2045,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
5029,SW,R_SH_RESST_ELC_N,2050,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
5036,SW,R_SH_WHHE_BIO_N,2020,17.29113118026412,M$/PJ/yr,0.00046211628,PJ/yr
5037,SW,R_SH_WHHE_BIO_N,2025,17.29113118026412,M$/PJ/yr,0.00046211628,PJ/yr
5038,SW,R_SH_WHHE_BIO_N,2030,17.512812349241862,M$/PJ/yr,0.00046211628,PJ/yr
5039,SW,R_SH_WHHE_BIO_N,2035,17.512812349241862,M$/PJ/yr,0.00046211628,PJ/yr
5040,SW,R_SH_WHHE_BIO_N,2040,17.734493518219615,M$/PJ/yr,0.00046211628,PJ/yr
5041,SW,R_SH_WHHE_BIO_N,2045,17.734493518219615,M$/PJ/yr,0.00046211628,PJ/yr
5042,SW,R_SH_WHHE_BIO_N,2050,17.956174687197358,M$/PJ/yr,0.00046211628,PJ/yr
5043,SW,R_SH_WHST_BIO_N,2020,16.847768842308632,M$/PJ/yr,0.00046211628,PJ/yr
5044,SW,R_SH_WHST_BIO_N,2025,16.847768842308632,M$/PJ/yr,0.00046211628,PJ/yr
5045,SW,R_SH_WHST_BIO_N,2030,17.069450011286374,M$/PJ/yr,0.00046211628,PJ/yr
5046,SW,R_SH_WHST_BIO_N,2035,17.069450011286374,M$/PJ/yr,0.00046211628,PJ/yr
5047,SW,R_SH_WHST_BIO_N,2040,17.29113118026412,M$/PJ/yr,0.00046211628,PJ/yr
5048,SW,R_SH_WHST_BIO_N,2045,17.29113118026412,M$/PJ/yr,0.00046211628,PJ/yr
5049,SW,R_SH_WHST_BIO_N,2050,17.512812349241862,M$/PJ/yr,0.00046211628,PJ/yr
5054,SW,R_WH_ERHE_ELC_N,2020,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
5056,SW,R_WH_ERHE_ELC_N,2025,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
5058,SW,R_WH_ERHE_ELC_N,2030,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
5060,SW,R_WH_ERHE_ELC_N,2035,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
5062,SW,R_WH_ERHE_ELC_N,2040,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
5064,SW,R_WH_ERHE_ELC_N,2045,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
5066,SW,R_WH_ERHE_ELC_N,2050,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
5068,SW,R_WH_ERST_ELC_N,2020,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
5070,SW,R_WH_ERST_ELC_N,2025,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
5072,SW,R_WH_ERST_ELC_N,2030,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
5074,SW,R_WH_ERST_ELC_N,2035,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
5076,SW,R_WH_ERST_ELC_N,2040,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
5078,SW,R_WH_ERST_ELC_N,2045,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
5080,SW,R_WH_ERST_ELC_N,2050,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
5082,SW,R_WH_GFHE_NGA_N,2020,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
5083,SW,R_WH_GFHE_NGA_N,2025,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
5084,SW,R_WH_GFHE_NGA_N,2030,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
5085,SW,R_WH_GFHE_NGA_N,2035,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
5086,SW,R_WH_GFHE_NGA_N,2040,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
5087,SW,R_WH_GFHE_NGA_N,2045,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
5088,SW,R_WH_GFHE_NGA_N,2050,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
5089,SW,R_WH_GFST_NGA_N,2020,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
5090,SW,R_WH_GFST_NGA_N,2025,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
5091,SW,R_WH_GFST_NGA_N,2030,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
5092,SW,R_WH_GFST_NGA_N,2035,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
5093,SW,R_WH_GFST_NGA_N,2040,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
5094,SW,R_WH_GFST_NGA_N,2045,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
5095,SW,R_WH_GFST_NGA_N,2050,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
5098,SW,R_WH_HPHE_ELC_N,2020,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
5099,SW,R_WH_HPHE_ELC_N,2025,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
5100,SW,R_WH_HPHE_ELC_N,2030,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
5101,SW,R_WH_HPHE_ELC_N,2035,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
5102,SW,R_WH_HPHE_ELC_N,2040,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
5103,SW,R_WH_HPHE_ELC_N,2045,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
5104,SW,R_WH_HPHE_ELC_N,2050,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
5105,SW,R_WH_HPST_ELC_N,2020,751.1741337210138,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
5106,SW,R_WH_HPST_ELC_N,2025,751.1741337210138,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
5107,SW,R_WH_HPST_ELC_N,2030,751.1741337210138,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
