,regions,tech,vintage,cost_invest,cost_invest_units,capacity,capacity units
6629,TX,R_SC_RACST_ELC_N,2035,7.389372299258172,M$/PJ/yr,9.70444188e-05,PJ/yr
6631,TX,R_SC_RACST_ELC_N,2040,7.389372299258172,M$/PJ/yr,9.70444188e-05,PJ/yr
6633,TX,R_SC_RACST_ELC_N,2045,7.389372299258172,M$/PJ/yr,9.70444188e-05,PJ/yr
6635,TX,R_SC_RACST_ELC_N,2050,7.389372299258172,M$/PJ/yr,9.70444188e-05,PJ/yr
6637,TX,R_SH_BLRHE_DISTOIL_N,2020,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
6638,TX,R_SH_BLRHE_DISTOIL_N,2025,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
6639,TX,R_SH_BLRHE_DISTOIL_N,2030,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
6640,TX,R_SH_BLRHE_DISTOIL_N,2035,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
6641,TX,R_SH_BLRHE_DISTOIL_N,2040,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
6642,TX,R_SH_BLRHE_DISTOIL_N,2045,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
6643,TX,R_SH_BLRHE_DISTOIL_N,2050,11.875776909522061,M$/PJ/yr,0.0011645330256000001,PJ/yr
6644,TX,R_SH_BLRHE_NGA_N,2020,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
6645,TX,R_SH_BLRHE_NGA_N,2025,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
6646,TX,R_SH_BLRHE_NGA_N,2030,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
6647,TX,R_SH_BLRHE_NGA_N,2035,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
6648,TX,R_SH_BLRHE_NGA_N,2040,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
6649,TX,R_SH_BLRHE_NGA_N,2045,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
6650,TX,R_SH_BLRHE_NGA_N,2050,12.626685140227234,M$/PJ/yr,0.0008965055832,PJ/yr
6651,TX,R_SH_BLRST_DISTOIL_N,2020,10.980381031423173,M$/PJ/yr,0.0010868974905600003,PJ/yr
6652,TX,R_SH_BLRST_DISTOIL_N,2025,10.980381031423173,M$/PJ/yr,0.0010868974905600003,PJ/yr
6653,TX,R_SH_BLRST_DISTOIL_N,2030,11.001204191378964,M$/PJ/yr,0.0011127760022399999,PJ/yr
6654,TX,R_SH_BLRST_DISTOIL_N,2035,11.001204191378964,M$/PJ/yr,0.0011127760022399999,PJ/yr
6655,TX,R_SH_BLRST_DISTOIL_N,2040,11.001204191378964,M$/PJ/yr,0.0011127760022399999,PJ/yr
6656,TX,R_SH_BLRST_DISTOIL_N,2045,11.001204191378964,M$/PJ/yr,0.0011127760022399999,PJ/yr
6657,TX,R_SH_BLRST_DISTOIL_N,2050,11.001204191378964,M$/PJ/yr,0.0011127760022399999,PJ/yr
6658,TX,R_SH_BLRST_NGA_N,2020,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
6659,TX,R_SH_BLRST_NGA_N,2025,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
6660,TX,R_SH_BLRST_NGA_N,2030,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
6661,TX,R_SH_BLRST_NGA_N,2035,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
6662,TX,R_SH_BLRST_NGA_N,2040,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
6663,TX,R_SH_BLRST_NGA_N,2045,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
6664,TX,R_SH_BLRST_NGA_N,2050,12.31562049876362,M$/PJ/yr,0.0008318093040000001,PJ/yr
6674,TX,R_SH_FHE_DISTOIL_N,2020,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
6675,TX,R_SH_FHE_DISTOIL_N,2025,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
6676,TX,R_SH_FHE_DISTOIL_N,2030,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
6677,TX,R_SH_FHE_DISTOIL_N,2035,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
6678,TX,R_SH_FHE_DISTOIL_N,2040,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
6679,TX,R_SH_FHE_DISTOIL_N,2045,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
6680,TX,R_SH_FHE_DISTOIL_N,2050,9.30473242395543,M$/PJ/yr,0.00094133086236,PJ/yr
6681,TX,R_SH_FHE_NGA_N,2020,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
6682,TX,R_SH_FHE_NGA_N,2025,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
6683,TX,R_SH_FHE_NGA_N,2030,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
6684,TX,R_SH_FHE_NGA_N,2035,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
6685,TX,R_SH_FHE_NGA_N,2040,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
6686,TX,R_SH_FHE_NGA_N,2045,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
6687,TX,R_SH_FHE_NGA_N,2050,4.254487081391068,M$/PJ/yr,0.0007319921875200001,PJ/yr
6694,TX,R_SH_FST_DISTOIL_N,2020,6.995102865046464,M$/PJ/yr,0.0008054686760399999,PJ/yr
6695,TX,R_SH_FST_DISTOIL_N,2025,6.995102865046464,M$/PJ/yr,0.0008054686760399999,PJ/yr
6696,TX,R_SH_FST_DISTOIL_N,2030,7.1631670247910835,M$/PJ/yr,0.00081517311792,PJ/yr
6697,TX,R_SH_FST_DISTOIL_N,2035,7.1631670247910835,M$/PJ/yr,0.00081517311792,PJ/yr
6698,TX,R_SH_FST_DISTOIL_N,2040,7.1631670247910835,M$/PJ/yr,0.00081517311792,PJ/yr
6699,TX,R_SH_FST_DISTOIL_N,2045,7.1631670247910835,M$/PJ/yr,0.00081517311792,PJ/yr
6700,TX,R_SH_FST_DISTOIL_N,2050,7.1631670247910835,M$/PJ/yr,0.00081517311792,PJ/yr
6701,TX,R_SH_FST_ELC_N,2020,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
6702,TX,R_SH_FST_ELC_N,2025,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
6703,TX,R_SH_FST_ELC_N,2030,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
6704,TX,R_SH_FST_ELC_N,2035,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
6705,TX,R_SH_FST_ELC_N,2040,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
6706,TX,R_SH_FST_ELC_N,2045,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
6707,TX,R_SH_FST_ELC_N,2050,1.9560103145095153,M$/PJ/yr,0.0006284781408000002,PJ/yr
6708,TX,R_SH_FST_LPG_N,2020,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
6709,TX,R_SH_FST_LPG_N,2025,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
6710,TX,R_SH_FST_LPG_N,2030,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
6711,TX,R_SH_FST_LPG_N,2035,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
6712,TX,R_SH_FST_LPG_N,2040,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
6713,TX,R_SH_FST_LPG_N,2045,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
6714,TX,R_SH_FST_LPG_N,2050,4.902564313930901,M$/PJ/yr,0.0005767211174400002,PJ/yr
6715,TX,R_SH_FST_NGA_N,2020,4.15652191833272,M$/PJ/yr,0.0006802351641600002,PJ/yr
6716,TX,R_SH_FST_NGA_N,2025,4.15652191833272,M$/PJ/yr,0.0006802351641600002,PJ/yr
6717,TX,R_SH_FST_NGA_N,2030,4.15652191833272,M$/PJ/yr,0.0006802351641600002,PJ/yr
6718,TX,R_SH_FST_NGA_N,2035,4.15652191833272,M$/PJ/yr,0.0006802351641600002,PJ/yr
6719,TX,R_SH_FST_NGA_N,2040,4.15652191833272,M$/PJ/yr,0.0006802351641600002,PJ/yr
6720,TX,R_SH_FST_NGA_N,2045,4.15652191833272,M$/PJ/yr,0.0006802351641600002,PJ/yr
6721,TX,R_SH_FST_NGA_N,2050,4.111828134264628,M$/PJ/yr,0.00068762902464,PJ/yr
6725,TX,R_SH_PLTHE_BIO_N,2020,11.970783124798237,M$/PJ/yr,0.00046211628,PJ/yr
6726,TX,R_SH_PLTHE_BIO_N,2025,11.970783124798237,M$/PJ/yr,0.00046211628,PJ/yr
6727,TX,R_SH_PLTHE_BIO_N,2030,11.970783124798237,M$/PJ/yr,0.00046211628,PJ/yr
6728,TX,R_SH_PLTHE_BIO_N,2035,11.970783124798237,M$/PJ/yr,0.00046211628,PJ/yr
6729,TX,R_SH_PLTHE_BIO_N,2040,12.192464293775982,M$/PJ/yr,0.00046211628,PJ/yr
6730,TX,R_SH_PLTHE_BIO_N,2045,12.192464293775982,M$/PJ/yr,0.00046211628,PJ/yr
6731,TX,R_SH_PLTHE_BIO_N,2050,12.414145462753728,M$/PJ/yr,0.00046211628,PJ/yr
6732,TX,R_SH_PLTST_BIO_N,2020,10.419014941954023,M$/PJ/yr,0.00046211628,PJ/yr
6733,TX,R_SH_PLTST_BIO_N,2025,10.419014941954023,M$/PJ/yr,0.00046211628,PJ/yr
6734,TX,R_SH_PLTST_BIO_N,2030,10.640696110931765,M$/PJ/yr,0.00046211628,PJ/yr
6735,TX,R_SH_PLTST_BIO_N,2035,10.640696110931765,M$/PJ/yr,0.00046211628,PJ/yr
6736,TX,R_SH_PLTST_BIO_N,2040,10.862377279909511,M$/PJ/yr,0.00046211628,PJ/yr
6737,TX,R_SH_PLTST_BIO_N,2045,10.862377279909511,M$/PJ/yr,0.00046211628,PJ/yr
6738,TX,R_SH_PLTST_BIO_N,2050,11.084058448887259,M$/PJ/yr,0.00046211628,PJ/yr
6739,TX,R_SH_RESST_ELC_N,2020,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
6740,TX,R_SH_RESST_ELC_N,2025,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
6741,TX,R_SH_RESST_ELC_N,2030,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
6742,TX,R_SH_RESST_ELC_N,2035,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
6743,TX,R_SH_RESST_ELC_N,2040,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
6744,TX,R_SH_RESST_ELC_N,2045,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
6745,TX,R_SH_RESST_ELC_N,2050,8.708903066982844,M$/PJ/yr,3.23481396e-05,PJ/yr
6752,TX,R_SH_WHHE_BIO_N,2020,17.29113118026412,M$/PJ/yr,0.00046211628,PJ/yr
6753,TX,R_SH_WHHE_BIO_N,2025,17.29113118026412,M$/PJ/yr,0.00046211628,PJ/yr
6754,TX,R_SH_WHHE_BIO_N,2030,17.512812349241862,M$/PJ/yr,0.00046211628,PJ/yr
6755,TX,R_SH_WHHE_BIO_N,2035,17.512812349241862,M$/PJ/yr,0.00046211628,PJ/yr
6756,TX,R_SH_WHHE_BIO_N,2040,17.734493518219615,M$/PJ/yr,0.00046211628,PJ/yr
6757,TX,R_SH_WHHE_BIO_N,2045,17.734493518219615,M$/PJ/yr,0.00046211628,PJ/yr
6758,TX,R_SH_WHHE_BIO_N,2050,17.956174687197358,M$/PJ/yr,0.00046211628,PJ/yr
6759,TX,R_SH_WHST_BIO_N,2020,16.847768842308632,M$/PJ/yr,0.00046211628,PJ/yr
6760,TX,R_SH_WHST_BIO_N,2025,16.847768842308632,M$/PJ/yr,0.00046211628,PJ/yr
6761,TX,R_SH_WHST_BIO_N,2030,17.069450011286374,M$/PJ/yr,0.00046211628,PJ/yr
6762,TX,R_SH_WHST_BIO_N,2035,17.069450011286374,M$/PJ/yr,0.00046211628,PJ/yr
6763,TX,R_SH_WHST_BIO_N,2040,17.29113118026412,M$/PJ/yr,0.00046211628,PJ/yr
6764,TX,R_SH_WHST_BIO_N,2045,17.29113118026412,M$/PJ/yr,0.00046211628,PJ/yr
6765,TX,R_SH_WHST_BIO_N,2050,17.512812349241862,M$/PJ/yr,0.00046211628,PJ/yr
6770,TX,R_WH_ERHE_ELC_N,2020,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
6772,TX,R_WH_ERHE_ELC_N,2025,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
6774,TX,R_WH_ERHE_ELC_N,2030,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
6776,TX,R_WH_ERHE_ELC_N,2035,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
6778,TX,R_WH_ERHE_ELC_N,2040,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
6780,TX,R_WH_ERHE_ELC_N,2045,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
6782,TX,R_WH_ERHE_ELC_N,2050,6.227961494775215,M$/PJ/yr,0.0002385075630252101,PJ/yr
6784,TX,R_WH_ERST_ELC_N,2020,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
6786,TX,R_WH_ERST_ELC_N,2025,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
6788,TX,R_WH_ERST_ELC_N,2030,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
6790,TX,R_WH_ERST_ELC_N,2035,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
6792,TX,R_WH_ERST_ELC_N,2040,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
6794,TX,R_WH_ERST_ELC_N,2045,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
6796,TX,R_WH_ERST_ELC_N,2050,4.7246604443122315,M$/PJ/yr,0.0002385075630252101,PJ/yr
6798,TX,R_WH_GFHE_NGA_N,2020,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
6799,TX,R_WH_GFHE_NGA_N,2025,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
6800,TX,R_WH_GFHE_NGA_N,2030,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
6801,TX,R_WH_GFHE_NGA_N,2035,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
6802,TX,R_WH_GFHE_NGA_N,2040,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
6803,TX,R_WH_GFHE_NGA_N,2045,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
6804,TX,R_WH_GFHE_NGA_N,2050,5.1521377212164365,M$/PJ/yr,0.0007356891177600003,PJ/yr
6805,TX,R_WH_GFST_NGA_N,2020,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
6806,TX,R_WH_GFST_NGA_N,2025,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
6807,TX,R_WH_GFST_NGA_N,2030,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
6808,TX,R_WH_GFST_NGA_N,2035,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
6809,TX,R_WH_GFST_NGA_N,2040,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
6810,TX,R_WH_GFST_NGA_N,2045,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
6811,TX,R_WH_GFST_NGA_N,2050,3.4115506532379105,M$/PJ/yr,0.0007356891177600003,PJ/yr
6814,TX,R_WH_HPHE_ELC_N,2020,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6815,TX,R_WH_HPHE_ELC_N,2025,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6816,TX,R_WH_HPHE_ELC_N,2030,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6817,TX,R_WH_HPHE_ELC_N,2035,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6818,TX,R_WH_HPHE_ELC_N,2040,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6819,TX,R_WH_HPHE_ELC_N,2045,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6820,TX,R_WH_HPHE_ELC_N,2050,986.8366070452536,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6821,TX,R_WH_HPST_ELC_N,2020,751.1741337210138,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6822,TX,R_WH_HPST_ELC_N,2025,751.1741337210138,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6823,TX,R_WH_HPST_ELC_N,2030,751.1741337210138,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6824,TX,R_WH_HPST_ELC_N,2035,751.1741337210138,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6825,TX,R_WH_HPST_ELC_N,2040,751.1741337210138,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6826,TX,R_WH_HPST_ELC_N,2045,751.1741337210138,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6827,TX,R_WH_HPST_ELC_N,2050,751.1741337210138,M$/PJ/yr,3.4776000000000004e-06,PJ/yr
6828,TX,R_WH_OFHE_DISTOIL_N,2020,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6829,TX,R_WH_OFHE_DISTOIL_N,2025,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6830,TX,R_WH_OFHE_DISTOIL_N,2030,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6831,TX,R_WH_OFHE_DISTOIL_N,2035,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6832,TX,R_WH_OFHE_DISTOIL_N,2040,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6833,TX,R_WH_OFHE_DISTOIL_N,2045,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6834,TX,R_WH_OFHE_DISTOIL_N,2050,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6835,TX,R_WH_OFST_DISTOIL_N,2020,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6836,TX,R_WH_OFST_DISTOIL_N,2025,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6837,TX,R_WH_OFST_DISTOIL_N,2030,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6838,TX,R_WH_OFST_DISTOIL_N,2035,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6839,TX,R_WH_OFST_DISTOIL_N,2040,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6840,TX,R_WH_OFST_DISTOIL_N,2045,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6841,TX,R_WH_OFST_DISTOIL_N,2050,2.796992874211394,M$/PJ/yr,0.0010438391265882353,PJ/yr
6850,TX,R_WH_SOLST_ELC_N,2020,1069.2354575334632,M$/PJ/year,1.0539e-05,PJ/year
6852,TX,R_WH_SOLST_ELC_N,2025,1069.2354575334632,M$/PJ/year,1.0539e-05,PJ/year
6854,TX,R_WH_SOLST_ELC_N,2030,1069.2354575334632,M$/PJ/year,1.0539e-05,PJ/year
6856,TX,R_WH_SOLST_ELC_N,2035,1069.2354575334632,M$/PJ/year,1.0539e-05,PJ/year
6858,TX,R_WH_SOLST_ELC_N,2040,1069.2354575334632,M$/PJ/year,1.0539e-05,PJ/year
6860,TX,R_WH_SOLST_ELC_N,2045,1069.2354575334632,M$/PJ/year,1.0539e-05,PJ/year
6862,TX,R_WH_SOLST_ELC_N,2050,1069.2354575334632,M$/PJ/year,1.0539e-05,PJ/year
6864,CEN,C_AHPHE_ELC_N,2020,10.756460101174934,M$/PJ/year,1.0,PJ/year
6866,CEN,C_AHPHE_ELC_N,2025,10.756460101174934,M$/PJ/year,1.0,PJ/year
6868,CEN,C_AHPHE_ELC_N,2030,10.756460101174934,M$/PJ/year,1.0,PJ/year
6870,CEN,C_AHPHE_ELC_N,2035,10.756460101174934,M$/PJ/year,1.0,PJ/year
6872,CEN,C_AHPHE_ELC_N,2040,10.756460101174934,M$/PJ/year,1.0,PJ/year
6874,CEN,C_AHPHE_ELC_N,2045,10.756460101174934,M$/PJ/year,1.0,PJ/year
6876,CEN,C_AHPHE_ELC_N,2050,10.756460101174934,M$/PJ/year,1.0,PJ/year
6881,CEN,C_AHPST_ELC_N,2020,8.492481356070495,M$/PJ/year,1.0,PJ/year
6883,CEN,C_AHPST_ELC_N,2025,8.492481356070495,M$/PJ/year,1.0,PJ/year
6885,CEN,C_AHPST_ELC_N,2030,8.492481356070495,M$/PJ/year,1.0,PJ/year
6887,CEN,C_AHPST_ELC_N,2035,8.492481356070495,M$/PJ/year,1.0,PJ/year
6889,CEN,C_AHPST_ELC_N,2040,8.492481356070495,M$/PJ/year,1.0,PJ/year
6891,CEN,C_AHPST_ELC_N,2045,8.492481356070495,M$/PJ/year,1.0,PJ/year
6893,CEN,C_AHPST_ELC_N,2050,8.492481356070495,M$/PJ/year,1.0,PJ/year
6901,CEN,C_CK_RANGEHE_ELC_N,2020,18.535157362533496,M$/PJ/yr,0.000536112,PJ/yr
6902,CEN,C_CK_RANGEHE_ELC_N,2025,18.535157362533496,M$/PJ/yr,0.000536112,PJ/yr
6903,CEN,C_CK_RANGEHE_ELC_N,2030,18.535157362533496,M$/PJ/yr,0.000536112,PJ/yr
6904,CEN,C_CK_RANGEHE_ELC_N,2035,18.535157362533496,M$/PJ/yr,0.000536112,PJ/yr
6905,CEN,C_CK_RANGEHE_ELC_N,2040,18.535157362533496,M$/PJ/yr,0.000536112,PJ/yr
6906,CEN,C_CK_RANGEHE_ELC_N,2045,18.535157362533496,M$/PJ/yr,0.000536112,PJ/yr
6907,CEN,C_CK_RANGEHE_ELC_N,2050,18.535157362533496,M$/PJ/yr,0.000536112,PJ/yr
6910,CEN,C_CK_RANGEHE_NGA_N,2020,6.126461397203139,M$/PJ/year,0.00127081977,PJ/year
6911,CEN,C_CK_RANGEHE_NGA_N,2025,6.126461397203139,M$/PJ/year,0.00127081977,PJ/year
6912,CEN,C_CK_RANGEHE_NGA_N,2030,6.126461397203139,M$/PJ/year,0.00127081977,PJ/year
6913,CEN,C_CK_RANGEHE_NGA_N,2035,6.126461397203139,M$/PJ/year,0.00127081977,PJ/year
6914,CEN,C_CK_RANGEHE_NGA_N,2040,6.126461397203139,M$/PJ/year,0.00127081977,PJ/year
6915,CEN,C_CK_RANGEHE_NGA_N,2045,6.126461397203139,M$/PJ/year,0.00127081977,PJ/year
6916,CEN,C_CK_RANGEHE_NGA_N,2050,6.126461397203139,M$/PJ/year,0.00127081977,PJ/year
6919,CEN,C_CK_RANGEST_ELC_N,2020,21.006511677537965,M$/PJ/yr,0.00047304,PJ/yr
6920,CEN,C_CK_RANGEST_ELC_N,2025,21.006511677537965,M$/PJ/yr,0.00047304,PJ/yr
6921,CEN,C_CK_RANGEST_ELC_N,2030,21.006511677537965,M$/PJ/yr,0.00047304,PJ/yr
6922,CEN,C_CK_RANGEST_ELC_N,2035,21.006511677537965,M$/PJ/yr,0.00047304,PJ/yr
6923,CEN,C_CK_RANGEST_ELC_N,2040,21.006511677537965,M$/PJ/yr,0.00047304,PJ/yr
6924,CEN,C_CK_RANGEST_ELC_N,2045,21.006511677537965,M$/PJ/yr,0.00047304,PJ/yr
6925,CEN,C_CK_RANGEST_ELC_N,2050,21.006511677537965,M$/PJ/yr,0.00047304,PJ/yr
6926,CEN,C_CK_RANGEST_NGA_N,2020,8.7520877102902,M$/PJ/year,0.000889573839,PJ/year
6927,CEN,C_CK_RANGEST_NGA_N,2025,8.7520877102902,M$/PJ/year,0.000889573839,PJ/year
6928,CEN,C_CK_RANGEST_NGA_N,2030,8.7520877102902,M$/PJ/year,0.000889573839,PJ/year
6929,CEN,C_CK_RANGEST_NGA_N,2035,8.7520877102902,M$/PJ/year,0.000889573839,PJ/year
6930,CEN,C_CK_RANGEST_NGA_N,2040,8.7520877102902,M$/PJ/year,0.000889573839,PJ/year
6931,CEN,C_CK_RANGEST_NGA_N,2045,8.7520877102902,M$/PJ/year,0.000889573839,PJ/year
6932,CEN,C_CK_RANGEST_NGA_N,2050,8.7520877102902,M$/PJ/year,0.000889573839,PJ/year
6937,CEN,C_GHPHE_ELC_N,2020,54.72753859138083,M$/PJ/yr,0.0004436316288,PJ/yr
6939,CEN,C_GHPHE_ELC_N,2025,54.72753859138083,M$/PJ/yr,0.0004436316288,PJ/yr
6941,CEN,C_GHPHE_ELC_N,2030,54.72753859138083,M$/PJ/yr,0.0004436316288,PJ/yr
6943,CEN,C_GHPHE_ELC_N,2035,54.72753859138083,M$/PJ/yr,0.0004436316288,PJ/yr
6945,CEN,C_GHPHE_ELC_N,2040,54.72753859138083,M$/PJ/yr,0.0004436316288,PJ/yr
6947,CEN,C_GHPHE_ELC_N,2045,54.72753859138083,M$/PJ/yr,0.0004436316288,PJ/yr
6949,CEN,C_GHPHE_ELC_N,2050,54.72753859138083,M$/PJ/yr,0.0004436316288,PJ/yr
6953,CEN,C_GHPST_ELC_N,2020,52.07198292133493,M$/PJ/yr,0.0004436316288,PJ/yr
6955,CEN,C_GHPST_ELC_N,2025,52.07198292133493,M$/PJ/yr,0.0004436316288,PJ/yr
6957,CEN,C_GHPST_ELC_N,2030,52.07198292133493,M$/PJ/yr,0.0004436316288,PJ/yr
6959,CEN,C_GHPST_ELC_N,2035,52.07198292133493,M$/PJ/yr,0.0004436316288,PJ/yr
6961,CEN,C_GHPST_ELC_N,2040,52.07198292133493,M$/PJ/yr,0.0004436316288,PJ/yr
6963,CEN,C_GHPST_ELC_N,2045,52.07198292133493,M$/PJ/yr,0.0004436316288,PJ/yr
6965,CEN,C_GHPST_ELC_N,2050,52.07198292133493,M$/PJ/yr,0.0004436316288,PJ/yr
6971,CEN,C_LT_8FTLEDHE_LFL_N,2020,17.507855271061327,M$/giga lumens,7.520000000000001e-06,giga lumens
6972,CEN,C_LT_8FTLEDHE_LFL_N,2025,17.507855271061327,M$/giga lumens,7.520000000000001e-06,giga lumens
6973,CEN,C_LT_8FTLEDHE_LFL_N,2030,9.710693146894036,M$/giga lumens,7.680000000000001e-06,giga lumens
6974,CEN,C_LT_8FTLEDHE_LFL_N,2035,9.710693146894036,M$/giga lumens,7.680000000000001e-06,giga lumens
6975,CEN,C_LT_8FTLEDHE_LFL_N,2040,6.498694644459855,M$/giga lumens,7.680000000000001e-06,giga lumens
6976,CEN,C_LT_8FTLEDHE_LFL_N,2045,6.498694644459855,M$/giga lumens,7.680000000000001e-06,giga lumens
6977,CEN,C_LT_8FTLEDHE_LFL_N,2050,6.498694644459855,M$/giga lumens,7.680000000000001e-06,giga lumens
6978,CEN,C_LT_8FTLEDST_LFL_N,2020,17.507855271061327,M$/giga lumens,7.520000000000001e-06,giga lumens
6979,CEN,C_LT_8FTLEDST_LFL_N,2025,17.507855271061327,M$/giga lumens,7.520000000000001e-06,giga lumens
