,Tech_Code_Pandas,regions,Subsector,input_comm,Tech Description,tech,vintage,output_comm,efficiency,eff_notes
2281,C_SC_CHED,NW,Commercial Cooling,C_NGA,HIGH EFFICIENCY GAS ENGINE-DRIVEN CHILLER,C_SC_CHEDAHE_N,2050.0,CSCNGA,2.6,COP
2282,C_SC_CRC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY RECIPROCATING CHILLER FOR EXISTING CAPACITY,C_SC_CRCHE_ELC_R,2005.0,CSCELCRC,4.5,COP
2283,C_SC_CRC,NW,Commercial Cooling,ELC_COM,REFERENCE RECIPROCATING CHILLER,C_SC_CRC_ELC_R,2005.0,CSCELCRC,3.1,COP
2284,C_SC_CRC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY RECIPROCATING CHILLER FOR EXISTING CAPACITY,C_SC_CRCHE_ELC_R,2010.0,CSCELCRC,4.5,COP
2285,C_SC_CRC,NW,Commercial Cooling,ELC_COM,REFERENCE RECIPROCATING CHILLER,C_SC_CRC_ELC_R,2010.0,CSCELCRC,3.1,COP
2286,C_SC_CRC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY RECIPROCATING CHILLER FOR EXISTING CAPACITY,C_SC_CRCHE_ELC_R,2015.0,CSCELCRC,4.5,COP
2287,C_SC_CRC,NW,Commercial Cooling,ELC_COM,REFERENCE RECIPROCATING CHILLER,C_SC_CRC_ELC_R,2015.0,CSCELCRC,3.1,COP
2288,C_SC_CRC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY RECIPROCATING CHILLER,C_SC_CRCHE_ELC_N,2020.0,CSCELCRC,4.5,COP
2289,C_SC_CRC,NW,Commercial Cooling,ELC_COM,STANDARD RECIPROCATING CHILLER,C_SC_CRCST_ELC_N,2020.0,CSCELCRC,4.4,COP
2290,C_SC_CRC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY RECIPROCATING CHILLER,C_SC_CRCHE_ELC_N,2025.0,CSCELCRC,4.5,COP
2291,C_SC_CRC,NW,Commercial Cooling,ELC_COM,STANDARD RECIPROCATING CHILLER,C_SC_CRCST_ELC_N,2025.0,CSCELCRC,4.4,COP
2292,C_SC_CRC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY RECIPROCATING CHILLER,C_SC_CRCHE_ELC_N,2030.0,CSCELCRC,4.5,COP
2293,C_SC_CRC,NW,Commercial Cooling,ELC_COM,STANDARD RECIPROCATING CHILLER,C_SC_CRCST_ELC_N,2030.0,CSCELCRC,4.4,COP
2294,C_SC_CRC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY RECIPROCATING CHILLER,C_SC_CRCHE_ELC_N,2035.0,CSCELCRC,4.5,COP
2295,C_SC_CRC,NW,Commercial Cooling,ELC_COM,STANDARD RECIPROCATING CHILLER,C_SC_CRCST_ELC_N,2035.0,CSCELCRC,4.4,COP
2296,C_SC_CRC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY RECIPROCATING CHILLER,C_SC_CRCHE_ELC_N,2040.0,CSCELCRC,4.5,COP
2297,C_SC_CRC,NW,Commercial Cooling,ELC_COM,STANDARD RECIPROCATING CHILLER,C_SC_CRCST_ELC_N,2040.0,CSCELCRC,4.4,COP
2298,C_SC_CRC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY RECIPROCATING CHILLER,C_SC_CRCHE_ELC_N,2045.0,CSCELCRC,4.5,COP
2299,C_SC_CRC,NW,Commercial Cooling,ELC_COM,STANDARD RECIPROCATING CHILLER,C_SC_CRCST_ELC_N,2045.0,CSCELCRC,4.4,COP
2300,C_SC_CRC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY RECIPROCATING CHILLER,C_SC_CRCHE_ELC_N,2050.0,CSCELCRC,4.5,COP
2301,C_SC_CRC,NW,Commercial Cooling,ELC_COM,STANDARD RECIPROCATING CHILLER,C_SC_CRCST_ELC_N,2050.0,CSCELCRC,4.4,COP
2302,C_SC_CSC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCROLL CHILLER FOR EXISTING CAPACITY,C_SC_CSCHE_ELC_R,2005.0,CSCELCCEN,5.0,COP
2303,C_SC_CSC,NW,Commercial Cooling,ELC_COM,REFERENCE SCROLL CHILLER,C_SC_CSC_ELC_R,2005.0,CSCELCCEN,3.7,COP
2304,C_SC_CSC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCROLL CHILLER FOR EXISTING CAPACITY,C_SC_CSCHE_ELC_R,2010.0,CSCELCCEN,5.0,COP
2305,C_SC_CSC,NW,Commercial Cooling,ELC_COM,REFERENCE SCROLL CHILLER,C_SC_CSC_ELC_R,2010.0,CSCELCCEN,3.7,COP
2306,C_SC_CSC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCROLL CHILLER FOR EXISTING CAPACITY,C_SC_CSCHE_ELC_R,2015.0,CSCELCCEN,5.0,COP
2307,C_SC_CSC,NW,Commercial Cooling,ELC_COM,REFERENCE SCROLL CHILLER,C_SC_CSC_ELC_R,2015.0,CSCELCCEN,3.7,COP
2308,C_SC_CSC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCROLL CHILLER,C_SC_CSCHE_ELC_N,2020.0,CSCELCCEN,5.0,COP
2309,C_SC_CSC,NW,Commercial Cooling,ELC_COM,STANDARD SCROLL CHILLER,C_SC_CSCST_ELC_N,2020.0,CSCELCCEN,4.7,COP
2310,C_SC_CSC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCROLL CHILLER,C_SC_CSCHE_ELC_N,2025.0,CSCELCCEN,5.0,COP
2311,C_SC_CSC,NW,Commercial Cooling,ELC_COM,STANDARD SCROLL CHILLER,C_SC_CSCST_ELC_N,2025.0,CSCELCCEN,4.7,COP
2312,C_SC_CSC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCROLL CHILLER,C_SC_CSCHE_ELC_N,2030.0,CSCELCCEN,5.2,COP
2313,C_SC_CSC,NW,Commercial Cooling,ELC_COM,STANDARD SCROLL CHILLER,C_SC_CSCST_ELC_N,2030.0,CSCELCCEN,4.8,COP
2314,C_SC_CSC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCROLL CHILLER,C_SC_CSCHE_ELC_N,2035.0,CSCELCCEN,5.2,COP
2315,C_SC_CSC,NW,Commercial Cooling,ELC_COM,STANDARD SCROLL CHILLER,C_SC_CSCST_ELC_N,2035.0,CSCELCCEN,4.8,COP
2316,C_SC_CSC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCROLL CHILLER,C_SC_CSCHE_ELC_N,2040.0,CSCELCCEN,5.4,COP
2317,C_SC_CSC,NW,Commercial Cooling,ELC_COM,STANDARD SCROLL CHILLER,C_SC_CSCST_ELC_N,2040.0,CSCELCCEN,5.0,COP
2318,C_SC_CSC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCROLL CHILLER,C_SC_CSCHE_ELC_N,2045.0,CSCELCCEN,5.4,COP
2319,C_SC_CSC,NW,Commercial Cooling,ELC_COM,STANDARD SCROLL CHILLER,C_SC_CSCST_ELC_N,2045.0,CSCELCCEN,5.0,COP
2320,C_SC_CSC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCROLL CHILLER,C_SC_CSCHE_ELC_N,2050.0,CSCELCCEN,5.7,COP
2321,C_SC_CSC,NW,Commercial Cooling,ELC_COM,STANDARD SCROLL CHILLER,C_SC_CSCST_ELC_N,2050.0,CSCELCCEN,5.1,COP
2322,C_SC_CSW,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCREW CHILLER FOR EXISTING CAPACITY,C_SC_CSWHE_ELC_R,2005.0,CSCELCWW,6.6,COP
2323,C_SC_CSW,NW,Commercial Cooling,ELC_COM,REFERENCE SCREW CHILLER,C_SC_CSW_ELC_R,2005.0,CSCELCWW,3.1,COP
2324,C_SC_CSW,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCREW CHILLER FOR EXISTING CAPACITY,C_SC_CSWHE_ELC_R,2010.0,CSCELCWW,6.6,COP
2325,C_SC_CSW,NW,Commercial Cooling,ELC_COM,REFERENCE SCREW CHILLER,C_SC_CSW_ELC_R,2010.0,CSCELCWW,3.1,COP
2326,C_SC_CSW,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCREW CHILLER FOR EXISTING CAPACITY,C_SC_CSWHE_ELC_R,2015.0,CSCELCWW,6.6,COP
2327,C_SC_CSW,NW,Commercial Cooling,ELC_COM,REFERENCE SCREW CHILLER,C_SC_CSW_ELC_R,2015.0,CSCELCWW,3.1,COP
2328,C_SC_CSW,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCREW CHILLER,C_SC_CSWHE_ELC_N,2020.0,CSCELCWW,6.6,COP
2329,C_SC_CSW,NW,Commercial Cooling,ELC_COM,STANDARD SCREW CHILLER,C_SC_CSWST_ELC_N,2020.0,CSCELCWW,4.5,COP
2330,C_SC_CSW,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCREW CHILLER,C_SC_CSWHE_ELC_N,2025.0,CSCELCWW,6.6,COP
2331,C_SC_CSW,NW,Commercial Cooling,ELC_COM,STANDARD SCREW CHILLER,C_SC_CSWST_ELC_N,2025.0,CSCELCWW,4.5,COP
2332,C_SC_CSW,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCREW CHILLER,C_SC_CSWHE_ELC_N,2030.0,CSCELCWW,7.2,COP
2333,C_SC_CSW,NW,Commercial Cooling,ELC_COM,STANDARD SCREW CHILLER,C_SC_CSWST_ELC_N,2030.0,CSCELCWW,4.9,COP
2334,C_SC_CSW,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCREW CHILLER,C_SC_CSWHE_ELC_N,2035.0,CSCELCWW,7.2,COP
2335,C_SC_CSW,NW,Commercial Cooling,ELC_COM,STANDARD SCREW CHILLER,C_SC_CSWST_ELC_N,2035.0,CSCELCWW,4.9,COP
2336,C_SC_CSW,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCREW CHILLER,C_SC_CSWHE_ELC_N,2040.0,CSCELCWW,7.8,COP
2337,C_SC_CSW,NW,Commercial Cooling,ELC_COM,STANDARD SCREW CHILLER,C_SC_CSWST_ELC_N,2040.0,CSCELCWW,5.2,COP
2338,C_SC_CSW,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCREW CHILLER,C_SC_CSWHE_ELC_N,2045.0,CSCELCWW,7.8,COP
2339,C_SC_CSW,NW,Commercial Cooling,ELC_COM,STANDARD SCREW CHILLER,C_SC_CSWST_ELC_N,2045.0,CSCELCWW,5.2,COP
2340,C_SC_CSW,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY SCREW CHILLER,C_SC_CSWHE_ELC_N,2050.0,CSCELCWW,8.6,COP
2341,C_SC_CSW,NW,Commercial Cooling,ELC_COM,STANDARD SCREW CHILLER,C_SC_CSWST_ELC_N,2050.0,CSCELCWW,5.4,COP
2342,C_SC_GHP,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY COMMERCIAL GROUND SOURCE HEAT PUMP – COOLING FOR EXISTING CAPACITY,C_GHPHE_ELC_R,2014.0,CSCELCGHP,6.3973717740953235,Btu out / Btu in
2343,C_SC_GHP,NW,Commercial Cooling,ELC_COM,REFERENCE COMMERCIAL GROUND SOURCE HEAT PUMP -COOLING,C_GHP_ELC_R,2014.0,CSCELCGHP,3.676317716335321,Btu out / Btu in
2344,C_SC_GHP,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY COMMERCIAL GROUND SOURCE HEAT PUMP – COOLING FOR EXISTING CAPACITY,C_GHPHE_ELC_R,2018.0,CSCELCGHP,6.3973717740953235,Btu out / Btu in
2345,C_SC_GHP,NW,Commercial Cooling,ELC_COM,REFERENCE COMMERCIAL GROUND SOURCE HEAT PUMP -COOLING,C_GHP_ELC_R,2018.0,CSCELCGHP,3.676317716335321,Btu out / Btu in
2346,C_SC_GHP,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPHE_ELC_N,2020.0,CSCELCGHP,6.3973717740953235,Btu out / Btu in
2347,C_SC_GHP,NW,Commercial Cooling,ELC_COM,STANDARD COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPST_ELC_N,2020.0,CSCELCGHP,5.036844745215323,Btu out / Btu in
2348,C_SC_GHP,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPHE_ELC_N,2025.0,CSCELCGHP,6.3973717740953235,Btu out / Btu in
2349,C_SC_GHP,NW,Commercial Cooling,ELC_COM,STANDARD COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPST_ELC_N,2025.0,CSCELCGHP,5.036844745215323,Btu out / Btu in
2350,C_SC_GHP,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPHE_ELC_N,2030.0,CSCELCGHP,6.3973717740953235,Btu out / Btu in
2351,C_SC_GHP,NW,Commercial Cooling,ELC_COM,STANDARD COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPST_ELC_N,2030.0,CSCELCGHP,5.036844745215323,Btu out / Btu in
2352,C_SC_GHP,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPHE_ELC_N,2035.0,CSCELCGHP,6.3973717740953235,Btu out / Btu in
2353,C_SC_GHP,NW,Commercial Cooling,ELC_COM,STANDARD COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPST_ELC_N,2035.0,CSCELCGHP,5.036844745215323,Btu out / Btu in
2354,C_SC_GHP,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPHE_ELC_N,2040.0,CSCELCGHP,6.3973717740953235,Btu out / Btu in
2355,C_SC_GHP,NW,Commercial Cooling,ELC_COM,STANDARD COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPST_ELC_N,2040.0,CSCELCGHP,5.036844745215323,Btu out / Btu in
2356,C_SC_GHP,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPHE_ELC_N,2045.0,CSCELCGHP,6.3973717740953235,Btu out / Btu in
2357,C_SC_GHP,NW,Commercial Cooling,ELC_COM,STANDARD COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPST_ELC_N,2045.0,CSCELCGHP,5.036844745215323,Btu out / Btu in
2358,C_SC_GHP,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPHE_ELC_N,2050.0,CSCELCGHP,6.3973717740953235,Btu out / Btu in
2359,C_SC_GHP,NW,Commercial Cooling,ELC_COM,STANDARD COMMERCIAL GROUND SOURCE HEAT PUMP - COOLING,C_GHPST_ELC_N,2050.0,CSCELCGHP,5.036844745215323,Btu out / Btu in
2360,C_SC_RAC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY ROOFTOP AIR CONDITIONER FOR EXISTING CAPACITY,C_SC_RACHE_ELC_R,2005.0,CSCELCRF,6.301031024518338,Btu out / Btu in
2361,C_SC_RAC,NW,Commercial Cooling,ELC_COM,REFERENCE ROOFTOP AIR CONDITIONER,C_SC_RAC_ELC_R,2005.0,CSCELCRF,3.634083009489646,Btu out / Btu in
2362,C_SC_RAC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY ROOFTOP AIR CONDITIONER FOR EXISTING CAPACITY,C_SC_RACHE_ELC_R,2010.0,CSCELCRF,6.301031024518338,Btu out / Btu in
2363,C_SC_RAC,NW,Commercial Cooling,ELC_COM,REFERENCE ROOFTOP AIR CONDITIONER,C_SC_RAC_ELC_R,2010.0,CSCELCRF,3.634083009489646,Btu out / Btu in
2364,C_SC_RAC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY ROOFTOP AIR CONDITIONER FOR EXISTING CAPACITY,C_SC_RACHE_ELC_R,2015.0,CSCELCRF,6.301031024518338,Btu out / Btu in
2365,C_SC_RAC,NW,Commercial Cooling,ELC_COM,REFERENCE ROOFTOP AIR CONDITIONER,C_SC_RAC_ELC_R,2015.0,CSCELCRF,3.634083009489646,Btu out / Btu in
2366,C_SC_RAC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY ROOFTOP AIR CONDITIONER,C_SC_RACHE_ELC_N,2020.0,CSCELCRF,6.301031024518338,Btu out / Btu in
2367,C_SC_RAC,NW,Commercial Cooling,ELC_COM,STANDARD ROOFTOP AIR CONDITIONER,C_SC_RACST_ELC_N,2020.0,CSCELCRF,3.839232856799545,Btu out / Btu in
2368,C_SC_RAC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY ROOFTOP AIR CONDITIONER,C_SC_RACHE_ELC_N,2025.0,CSCELCRF,6.301031024518338,Btu out / Btu in
2369,C_SC_RAC,NW,Commercial Cooling,ELC_COM,STANDARD ROOFTOP AIR CONDITIONER,C_SC_RACST_ELC_N,2025.0,CSCELCRF,3.839232856799545,Btu out / Btu in
2370,C_SC_RAC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY ROOFTOP AIR CONDITIONER,C_SC_RACHE_ELC_N,2030.0,CSCELCRF,6.301031024518338,Btu out / Btu in
2371,C_SC_RAC,NW,Commercial Cooling,ELC_COM,STANDARD ROOFTOP AIR CONDITIONER,C_SC_RACST_ELC_N,2030.0,CSCELCRF,4.425375277684972,Btu out / Btu in
2372,C_SC_RAC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY ROOFTOP AIR CONDITIONER,C_SC_RACHE_ELC_N,2035.0,CSCELCRF,6.301031024518338,Btu out / Btu in
2373,C_SC_RAC,NW,Commercial Cooling,ELC_COM,STANDARD ROOFTOP AIR CONDITIONER,C_SC_RACST_ELC_N,2035.0,CSCELCRF,4.425375277684972,Btu out / Btu in
2374,C_SC_RAC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY ROOFTOP AIR CONDITIONER,C_SC_RACHE_ELC_N,2040.0,CSCELCRF,6.301031024518338,Btu out / Btu in
2375,C_SC_RAC,NW,Commercial Cooling,ELC_COM,STANDARD ROOFTOP AIR CONDITIONER,C_SC_RACST_ELC_N,2040.0,CSCELCRF,4.425375277684972,Btu out / Btu in
2376,C_SC_RAC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY ROOFTOP AIR CONDITIONER,C_SC_RACHE_ELC_N,2045.0,CSCELCRF,6.301031024518338,Btu out / Btu in
2377,C_SC_RAC,NW,Commercial Cooling,ELC_COM,STANDARD ROOFTOP AIR CONDITIONER,C_SC_RACST_ELC_N,2045.0,CSCELCRF,4.425375277684972,Btu out / Btu in
2378,C_SC_RAC,NW,Commercial Cooling,ELC_COM,HIGH EFFICIENCY ROOFTOP AIR CONDITIONER,C_SC_RACHE_ELC_N,2050.0,CSCELCRF,6.301031024518338,Btu out / Btu in
2379,C_SC_RAC,NW,Commercial Cooling,ELC_COM,STANDARD ROOFTOP AIR CONDITIONER,C_SC_RACST_ELC_N,2050.0,CSCELCRF,4.425375277684972,Btu out / Btu in
2380,C_SC_RAC_NGA,NW,Commercial Cooling,C_NGA,REFERENCE GAS-FIRED ENGINE-DRIVEN ROOFTOP AIR CONDITIONER,C_SC_RAC_NGA_R,2014.0,CSCNGA,0.9,COP
2381,C_SC_RAC_NGA,NW,Commercial Cooling,C_NGA,REFERENCE GAS-FIRED ENGINE-DRIVEN ROOFTOP AIR CONDITIONER,C_SC_RAC_NGA_R,2018.0,CSCNGA,0.9,COP
2382,C_SC_RAC_NGA,NW,Commercial Cooling,C_NGA,STANDARD COMMERCIAL GAS-FIRED ENGINE-DRIVEN ROOFTOP AIR CONDITIONER,C_SC_RACST_NGA_N,2020.0,CSCNGA,1.2,COP
2383,C_SC_RAC_NGA,NW,Commercial Cooling,C_NGA,STANDARD COMMERCIAL GAS-FIRED ENGINE-DRIVEN ROOFTOP AIR CONDITIONER,C_SC_RACST_NGA_N,2025.0,CSCNGA,1.2,COP
2384,C_SC_RAC_NGA,NW,Commercial Cooling,C_NGA,STANDARD COMMERCIAL GAS-FIRED ENGINE-DRIVEN ROOFTOP AIR CONDITIONER,C_SC_RACST_NGA_N,2030.0,CSCNGA,1.2,COP
2385,C_SC_RAC_NGA,NW,Commercial Cooling,C_NGA,STANDARD COMMERCIAL GAS-FIRED ENGINE-DRIVEN ROOFTOP AIR CONDITIONER,C_SC_RACST_NGA_N,2035.0,CSCNGA,1.2,COP
2386,C_SC_RAC_NGA,NW,Commercial Cooling,C_NGA,STANDARD COMMERCIAL GAS-FIRED ENGINE-DRIVEN ROOFTOP AIR CONDITIONER,C_SC_RACST_NGA_N,2040.0,CSCNGA,1.2,COP
2387,C_SC_RAC_NGA,NW,Commercial Cooling,C_NGA,STANDARD COMMERCIAL GAS-FIRED ENGINE-DRIVEN ROOFTOP AIR CONDITIONER,C_SC_RACST_NGA_N,2045.0,CSCNGA,1.2,COP
2388,C_SC_RAC_NGA,NW,Commercial Cooling,C_NGA,STANDARD COMMERCIAL GAS-FIRED ENGINE-DRIVEN ROOFTOP AIR CONDITIONER,C_SC_RACST_NGA_N,2050.0,CSCNGA,1.2,COP
2389,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,REFERENCE AIR SOURCE HEAT PUMP – HEATING,C_AHP_ELC_R,2005.0,CSHELC,3.0817027941545807,COP
2390,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,REFERENCE AIR SOURCE HEAT PUMP – HEATING,C_AHP_ELC_R,2010.0,CSHELC,3.0817027941545807,COP
2391,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,REFERENCE AIR SOURCE HEAT PUMP – HEATING,C_AHP_ELC_R,2015.0,CSHELC,3.0817027941545807,COP
2392,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,HIGH EFFICIENCY AIR SOURCE HEAT PUMP – HEATING,C_AHPHE_ELC_N,2020.0,CSHELC,3.3582658654248636,COP
2393,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,STANDARD AIR SOURCE HEAT PUMP – HEATING,C_AHPST_ELC_N,2020.0,CSHELC,3.259493339971191,COP
2394,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,HIGH EFFICIENCY AIR SOURCE HEAT PUMP – HEATING,C_AHPHE_ELC_N,2025.0,CSHELC,3.3582658654248636,COP
2395,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,STANDARD AIR SOURCE HEAT PUMP – HEATING,C_AHPST_ELC_N,2025.0,CSHELC,3.259493339971191,COP
2396,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,HIGH EFFICIENCY AIR SOURCE HEAT PUMP – HEATING,C_AHPHE_ELC_N,2030.0,CSHELC,3.3582658654248636,COP
2397,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,STANDARD AIR SOURCE HEAT PUMP – HEATING,C_AHPST_ELC_N,2030.0,CSHELC,3.259493339971191,COP
2398,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,HIGH EFFICIENCY AIR SOURCE HEAT PUMP – HEATING,C_AHPHE_ELC_N,2035.0,CSHELC,3.3582658654248636,COP
2399,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,STANDARD AIR SOURCE HEAT PUMP – HEATING,C_AHPST_ELC_N,2035.0,CSHELC,3.259493339971191,COP
2400,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,HIGH EFFICIENCY AIR SOURCE HEAT PUMP – HEATING,C_AHPHE_ELC_N,2040.0,CSHELC,3.3582658654248636,COP
2401,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,STANDARD AIR SOURCE HEAT PUMP – HEATING,C_AHPST_ELC_N,2040.0,CSHELC,3.259493339971191,COP
2402,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,HIGH EFFICIENCY AIR SOURCE HEAT PUMP – HEATING,C_AHPHE_ELC_N,2045.0,CSHELC,3.3582658654248636,COP
2403,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,STANDARD AIR SOURCE HEAT PUMP – HEATING,C_AHPST_ELC_N,2045.0,CSHELC,3.259493339971191,COP
2404,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,HIGH EFFICIENCY AIR SOURCE HEAT PUMP – HEATING,C_AHPHE_ELC_N,2050.0,CSHELC,3.3582658654248636,COP
2405,C_SH_AHP,NW,Commercial Space Heating,ELC_COM,STANDARD AIR SOURCE HEAT PUMP – HEATING,C_AHPST_ELC_N,2050.0,CSHELC,3.259493339971191,COP
2406,C_SH_B_DISTOIL,NW,Commercial Space Heating,C_DISTOIL,HIGH EFFICIENCY COMMERCIAL DISTILLATE BOILER FOR EXISTING CAPACITY,C_SH_BHE_DISTOIL_R,2005.0,CSHDISTOIL,0.97,Btu out / Btu in
2407,C_SH_B_DISTOIL,NW,Commercial Space Heating,C_DISTOIL,REFERENCE COMMERCIAL DISTILLATE BOILER,C_SH_B_DISTOIL_R,2005.0,CSHDISTOIL,0.81,Btu out / Btu in
2408,C_SH_B_DISTOIL,NW,Commercial Space Heating,C_DISTOIL,HIGH EFFICIENCY COMMERCIAL DISTILLATE BOILER FOR EXISTING CAPACITY,C_SH_BHE_DISTOIL_R,2010.0,CSHDISTOIL,0.97,Btu out / Btu in
2409,C_SH_B_DISTOIL,NW,Commercial Space Heating,C_DISTOIL,REFERENCE COMMERCIAL DISTILLATE BOILER,C_SH_B_DISTOIL_R,2010.0,CSHDISTOIL,0.81,Btu out / Btu in
2410,C_SH_B_DISTOIL,NW,Commercial Space Heating,C_DISTOIL,HIGH EFFICIENCY COMMERCIAL DISTILLATE BOILER FOR EXISTING CAPACITY,C_SH_BHE_DISTOIL_R,2015.0,CSHDISTOIL,0.97,Btu out / Btu in
2411,C_SH_B_DISTOIL,NW,Commercial Space Heating,C_DISTOIL,REFERENCE COMMERCIAL DISTILLATE BOILER,C_SH_B_DISTOIL_R,2015.0,CSHDISTOIL,0.81,Btu out / Btu in
2412,C_SH_B_DISTOIL,NW,Commercial Space Heating,C_DISTOIL,HIGH EFFICIENCY COMMERCIAL DISTILLATE BOILER,C_SH_BHE_DISTOIL_N,2020.0,CSHDISTOIL,0.97,Btu out / Btu in
2413,C_SH_B_DISTOIL,NW,Commercial Space Heating,C_DISTOIL,STANDARD COMMERCIAL DISTILLATE BOILER,C_SH_BST_DISTOIL_N,2020.0,CSHDISTOIL,0.85,Btu out / Btu in
2414,C_SH_B_DISTOIL,NW,Commercial Space Heating,C_DISTOIL,HIGH EFFICIENCY COMMERCIAL DISTILLATE BOILER,C_SH_BHE_DISTOIL_N,2025.0,CSHDISTOIL,0.97,Btu out / Btu in
2415,C_SH_B_DISTOIL,NW,Commercial Space Heating,C_DISTOIL,STANDARD COMMERCIAL DISTILLATE BOILER,C_SH_BST_DISTOIL_N,2025.0,CSHDISTOIL,0.85,Btu out / Btu in
2416,C_SH_B_DISTOIL,NW,Commercial Space Heating,C_DISTOIL,HIGH EFFICIENCY COMMERCIAL DISTILLATE BOILER,C_SH_BHE_DISTOIL_N,2030.0,CSHDISTOIL,0.97,Btu out / Btu in
2417,C_SH_B_DISTOIL,NW,Commercial Space Heating,C_DISTOIL,STANDARD COMMERCIAL DISTILLATE BOILER,C_SH_BST_DISTOIL_N,2030.0,CSHDISTOIL,0.87,Btu out / Btu in
