,regions,tech,vintage,tech_rate,tech_rate_notes
1258,CA,R_SH_FST_LPG_N,2050,0.3,nan
1259,CA,R_SH_FST_NGA_N,2050,0.3,nan
1260,CA,R_SH_PLTHE_BIO_N,2050,0.3,nan
1261,CA,R_SH_PLTST_BIO_N,2050,0.3,nan
1262,CA,R_SH_RESST_ELC_N,2050,0.3,nan
1263,CA,R_SH_WHHE_BIO_N,2050,0.3,nan
1264,CA,R_SH_WHST_BIO_N,2050,0.3,nan
1265,CA,R_WH_ERHE_ELC_N,2050,0.3,nan
1266,CA,R_WH_ERST_ELC_N,2050,0.3,nan
1267,CA,R_WH_GFHE_NGA_N,2050,0.3,nan
1268,CA,R_WH_GFST_NGA_N,2050,0.3,nan
1269,CA,R_WH_HPHE_ELC_N,2050,0.3,nan
1270,CA,R_WH_HPST_ELC_N,2050,0.3,nan
1271,CA,R_WH_OFHE_DISTOIL_N,2050,0.3,nan
1272,CA,R_WH_OFST_DISTOIL_N,2050,0.3,nan
1273,CA,R_WH_SOLST_ELC_N,2050,0.3,nan
1274,CEN,C_AHPHE_ELC_N,2020,0.3,nan
1275,CEN,C_AHPST_ELC_N,2020,0.3,nan
1276,CEN,C_CK_RANGEHE_ELC_N,2020,0.3,nan
1277,CEN,C_CK_RANGEHE_NGA_N,2020,0.3,nan
1278,CEN,C_CK_RANGEST_ELC_N,2020,0.3,nan
1279,CEN,C_CK_RANGEST_NGA_N,2020,0.3,nan
1280,CEN,C_GHPHE_ELC_N,2020,0.3,nan
1281,CEN,C_GHPST_ELC_N,2020,0.3,nan
1282,CEN,C_LT_8FTLEDHE_LFL_N,2020,0.3,nan
1283,CEN,C_LT_8FTLEDST_LFL_N,2020,0.3,nan
1284,CEN,C_LT_8FTLUMHE_LFL_N,2020,0.3,nan
1285,CEN,C_LT_8FTLUMST_LFL_N,2020,0.3,nan
1286,CEN,C_LT_8FTT8HE_LFL_N,2020,0.3,nan
1287,CEN,C_LT_8FTT8HOHE_LFL_N,2020,0.3,nan
1288,CEN,C_LT_8FTT8HOST_LFL_N,2020,0.3,nan
1289,CEN,C_LT_8FTT8ST_LFL_N,2020,0.3,nan
1290,CEN,C_LT_CFLHE_GSL_N,2020,0.3,nan
1291,CEN,C_LT_CFLST_GSL_N,2020,0.3,nan
1292,CEN,C_LT_HALST_RFL_N,2020,0.3,nan
1293,CEN,C_LT_HIRST_RFL_N,2020,0.3,nan
1294,CEN,C_LT_LEDHE_GSL_N,2020,0.3,nan
1295,CEN,C_LT_LEDHE_LFL_N,2020,0.3,nan
1296,CEN,C_LT_LEDHE_RFL_N,2020,0.3,nan
1297,CEN,C_LT_LEDST_GSL_N,2020,0.3,nan
1298,CEN,C_LT_LEDST_LFL_N,2020,0.3,nan
1299,CEN,C_LT_LEDST_RFL_N,2020,0.3,nan
1300,CEN,C_LT_LUMHE_HB_N,2020,0.3,nan
1301,CEN,C_LT_LUMHE_LB_N,2020,0.3,nan
1302,CEN,C_LT_LUMHE_LFL_N,2020,0.3,nan
1303,CEN,C_LT_LUMST_HB_N,2020,0.3,nan
1304,CEN,C_LT_LUMST_LB_N,2020,0.3,nan
1305,CEN,C_LT_LUMST_LFL_N,2020,0.3,nan
1306,CEN,C_LT_MERCST_HB_N,2020,0.3,nan
1307,CEN,C_LT_MERCST_LB_N,2020,0.3,nan
1308,CEN,C_LT_MTHALST_HB_N,2020,0.3,nan
1309,CEN,C_LT_MTHALST_LB_N,2020,0.3,nan
1310,CEN,C_LT_NAVAPST_HB_N,2020,0.3,nan
1311,CEN,C_LT_NAVAPST_LB_N,2020,0.3,nan
1312,CEN,C_LT_T5HE_LFL_N,2020,0.3,nan
1313,CEN,C_LT_T5HOHE_HB_N,2020,0.3,nan
1314,CEN,C_LT_T5HOST_HB_N,2020,0.3,nan
1315,CEN,C_LT_T5ST_LFL_N,2020,0.3,nan
1316,CEN,C_LT_T8HE_LFL_N,2020,0.3,nan
1317,CEN,C_LT_T8ST_LFL_N,2020,0.3,nan
1321,CEN,C_RF_BVMHE_ELC_N,2020,0.3,nan
1322,CEN,C_RF_BVMST_ELC_N,2020,0.3,nan
1323,CEN,C_RF_CENHE_ELC_N,2020,0.3,nan
1324,CEN,C_RF_CENST_ELC_N,2020,0.3,nan
1325,CEN,C_RF_CMPHE_ELC_N,2020,0.3,nan
1326,CEN,C_RF_CMPST_ELC_N,2020,0.3,nan
1327,CEN,C_RF_CNDHE_ELC_N,2020,0.3,nan
1328,CEN,C_RF_CNDST_ELC_N,2020,0.3,nan
1329,CEN,C_RF_ICMHE_ELC_N,2020,0.3,nan
1330,CEN,C_RF_ICMST_ELC_N,2020,0.3,nan
1331,CEN,C_RF_RIFHE_ELC_N,2020,0.3,nan
1332,CEN,C_RF_RIFST_ELC_N,2020,0.3,nan
1333,CEN,C_RF_RIRHE_ELC_N,2020,0.3,nan
1334,CEN,C_RF_RIRST_ELC_N,2020,0.3,nan
1335,CEN,C_RF_RVMHE_ELC_N,2020,0.3,nan
1336,CEN,C_RF_RVMST_ELC_N,2020,0.3,nan
1337,CEN,C_RF_WIFHE_ELC_N,2020,0.3,nan
1338,CEN,C_RF_WIFST_ELC_N,2020,0.3,nan
1339,CEN,C_RF_WIRHE_ELC_N,2020,0.3,nan
1340,CEN,C_RF_WIRST_ELC_N,2020,0.3,nan
1341,CEN,C_SC_CCCHE_ELC_N,2020,0.3,nan
1342,CEN,C_SC_CCCST_ELC_N,2020,0.3,nan
1343,CEN,C_SC_CHA_NGA_N,2020,0.3,nan
1344,CEN,C_SC_CHEDAHE_N,2020,0.3,nan
1345,CEN,C_SC_CRCHE_ELC_N,2020,0.3,nan
1346,CEN,C_SC_CRCST_ELC_N,2020,0.3,nan
1347,CEN,C_SC_CSCHE_ELC_N,2020,0.3,nan
1348,CEN,C_SC_CSCST_ELC_N,2020,0.3,nan
1349,CEN,C_SC_CSWHE_ELC_N,2020,0.3,nan
1350,CEN,C_SC_CSWST_ELC_N,2020,0.3,nan
1351,CEN,C_SC_RACHE_ELC_N,2020,0.3,nan
1352,CEN,C_SC_RACST_ELC_N,2020,0.3,nan
1353,CEN,C_SC_RACST_NGA_N,2020,0.3,nan
1354,CEN,C_SH_BHE_DISTOIL_N,2020,0.3,nan
1355,CEN,C_SH_BHE_NGA_N,2020,0.3,nan
1356,CEN,C_SH_BST_DISTOIL_N,2020,0.3,nan
1357,CEN,C_SH_BST_ELC_N,2020,0.3,nan
1358,CEN,C_SH_BST_NGA_N,2020,0.3,nan
1359,CEN,C_SH_ERST_ELC_N,2020,0.3,nan
1360,CEN,C_SH_FHE_NGA_N,2020,0.3,nan
1361,CEN,C_SH_FST_DISTOIL_N,2020,0.3,nan
1362,CEN,C_SH_FST_NGA_N,2020,0.3,nan
1363,CEN,C_VT_CAVHE_ELC_N,2020,0.3,nan
1364,CEN,C_VT_CAVST_ELC_N,2020,0.3,nan
1365,CEN,C_VT_VAVHE_ELC_N,2020,0.3,nan
1366,CEN,C_VT_VAVST_ELC_N,2020,0.3,nan
1367,CEN,C_WH_DWHHE_DISTOIL_N,2020,0.3,nan
1368,CEN,C_WH_DWHST_DISTOIL_N,2020,0.3,nan
1369,CEN,C_WH_EWHST_ELC_N,2020,0.3,nan
1370,CEN,C_WH_HPST_ELC_N,2020,0.3,nan
1371,CEN,C_WH_NWHHE_NGA_N,2020,0.3,nan
1372,CEN,C_WH_NWHST_NGA_N,2020,0.3,nan
1373,CEN,C_WH_SOLST_ELC_N,2020,0.3,nan
1374,CEN,R_CD_HE_ELC_N,2020,0.3,nan
1375,CEN,R_CD_HE_NGA_N,2020,0.3,nan
1376,CEN,R_CD_ST_ELC_N,2020,0.3,nan
1377,CEN,R_CD_ST_NGA_N,2020,0.3,nan
1378,CEN,R_CK_OVHE_NGA_N,2020,0.3,nan
1379,CEN,R_CK_OVST_NGA_N,2020,0.3,nan
1380,CEN,R_CK_TOPHE_ELC_N,2020,0.3,nan
1381,CEN,R_CK_TOPHE_NGA_N,2020,0.3,nan
1382,CEN,R_CK_TOPST_ELC_N,2020,0.3,nan
1383,CEN,R_CK_TOPST_NGA_N,2020,0.3,nan
1384,CEN,R_DW_HE_ELC_N,2020,0.3,nan
1385,CEN,R_DW_ST_ELC_N,2020,0.3,nan
1386,CEN,R_FZ_CHESTHE_N,2020,0.3,nan
1387,CEN,R_FZ_CHESTST_N,2020,0.3,nan
1388,CEN,R_FZ_UPRIGHTHE_N,2020,0.3,nan
1389,CEN,R_FZ_UPRIGHTST_N,2020,0.3,nan
1390,CEN,R_HPHE_ELC_N,2020,0.3,nan
1391,CEN,R_HPHE_GEO_N,2020,0.3,nan
1392,CEN,R_HPST_ELC_N,2020,0.3,nan
1393,CEN,R_HPST_GEO_N,2020,0.3,nan
1394,CEN,R_HPST_NGA_N,2020,0.3,nan
1395,CEN,R_HP_NGA_N,2020,0.3,nan
1396,CEN,R_LT_CFLHE_GSL_N,2020,0.3,nan
1397,CEN,R_LT_CFLHE_RFL_N,2020,0.3,nan
1398,CEN,R_LT_CFLST_GSL_N,2020,0.3,nan
1399,CEN,R_LT_CFLST_RFL_N,2020,0.3,nan
1400,CEN,R_LT_CFLST_ROL_N,2020,0.3,nan
1401,CEN,R_LT_HALST_RFL_N,2020,0.3,nan
1402,CEN,R_LT_HALST_ROL_N,2020,0.3,nan
1403,CEN,R_LT_HIRST_RFL_N,2020,0.3,nan
1404,CEN,R_LT_HIRST_ROL_N,2020,0.3,nan
1405,CEN,R_LT_INCST_RFL_N,2020,0.3,nan
1406,CEN,R_LT_INCST_ROL_N,2020,0.3,nan
1407,CEN,R_LT_LED60HE_GSL_N,2020,0.3,nan
1408,CEN,R_LT_LED60ST_GSL_N,2020,0.3,nan
1409,CEN,R_LT_LEDHE_LUM_N,2020,0.3,nan
1410,CEN,R_LT_LEDHE_RFL_N,2020,0.3,nan
1411,CEN,R_LT_LEDHE_ROL_N,2020,0.3,nan
1412,CEN,R_LT_LEDST_LUM_N,2020,0.3,nan
1413,CEN,R_LT_LEDST_RFL_N,2020,0.3,nan
1414,CEN,R_LT_LEDST_ROL_N,2020,0.3,nan
1415,CEN,R_LT_LLRHE_L2L_N,2020,0.3,nan
1416,CEN,R_LT_LLRST_L2L_N,2020,0.3,nan
1417,CEN,R_LT_T5HE_LFL_N,2020,0.3,nan
1418,CEN,R_LT_T5ST_LFL_N,2020,0.3,nan
1419,CEN,R_LT_T8HE_LFL_N,2020,0.3,nan
1420,CEN,R_LT_T8ST_LFL_N,2020,0.3,nan
1422,CEN,R_RF_BFHE_ELC_N,2020,0.3,nan
1423,CEN,R_RF_BFST_ELC_N,2020,0.3,nan
1424,CEN,R_RF_SFHE_ELC_N,2020,0.3,nan
1425,CEN,R_RF_SFST_ELC_N,2020,0.3,nan
1426,CEN,R_RF_TFHE_ELC_N,2020,0.3,nan
1427,CEN,R_RF_TFST_ELC_N,2020,0.3,nan
1428,CEN,R_SC_CACHE_ELC_N,2020,0.3,nan
1429,CEN,R_SC_CACST_ELC_N,2020,0.3,nan
1430,CEN,R_SC_RACHE_ELC_N,2020,0.3,nan
1431,CEN,R_SC_RACST_ELC_N,2020,0.3,nan
1432,CEN,R_SH_BLRHE_DISTOIL_N,2020,0.3,nan
1433,CEN,R_SH_BLRHE_NGA_N,2020,0.3,nan
1434,CEN,R_SH_BLRST_DISTOIL_N,2020,0.3,nan
1435,CEN,R_SH_BLRST_NGA_N,2020,0.3,nan
1436,CEN,R_SH_FHE_DISTOIL_N,2020,0.3,nan
1437,CEN,R_SH_FHE_NGA_N,2020,0.3,nan
1438,CEN,R_SH_FST_DISTOIL_N,2020,0.3,nan
1439,CEN,R_SH_FST_ELC_N,2020,0.3,nan
1440,CEN,R_SH_FST_LPG_N,2020,0.3,nan
1441,CEN,R_SH_FST_NGA_N,2020,0.3,nan
1442,CEN,R_SH_PLTHE_BIO_N,2020,0.3,nan
1443,CEN,R_SH_PLTST_BIO_N,2020,0.3,nan
1444,CEN,R_SH_RESST_ELC_N,2020,0.3,nan
1445,CEN,R_SH_WHHE_BIO_N,2020,0.3,nan
1446,CEN,R_SH_WHST_BIO_N,2020,0.3,nan
1447,CEN,R_WH_ERHE_ELC_N,2020,0.3,nan
1448,CEN,R_WH_ERST_ELC_N,2020,0.3,nan
1449,CEN,R_WH_GFHE_NGA_N,2020,0.3,nan
1450,CEN,R_WH_GFST_NGA_N,2020,0.3,nan
1451,CEN,R_WH_HPHE_ELC_N,2020,0.3,nan
1452,CEN,R_WH_HPST_ELC_N,2020,0.3,nan
1453,CEN,R_WH_OFHE_DISTOIL_N,2020,0.3,nan
1454,CEN,R_WH_OFST_DISTOIL_N,2020,0.3,nan
1455,CEN,R_WH_SOLST_ELC_N,2020,0.3,nan
1456,CEN,C_AHPHE_ELC_N,2025,0.3,nan
1457,CEN,C_AHPST_ELC_N,2025,0.3,nan
1458,CEN,C_CK_RANGEHE_ELC_N,2025,0.3,nan
1459,CEN,C_CK_RANGEHE_NGA_N,2025,0.3,nan
1460,CEN,C_CK_RANGEST_ELC_N,2025,0.3,nan
1461,CEN,C_CK_RANGEST_NGA_N,2025,0.3,nan
1462,CEN,C_GHPHE_ELC_N,2025,0.3,nan
1463,CEN,C_GHPST_ELC_N,2025,0.3,nan
1464,CEN,C_LT_8FTLEDHE_LFL_N,2025,0.3,nan
1465,CEN,C_LT_8FTLEDST_LFL_N,2025,0.3,nan
1466,CEN,C_LT_8FTLUMHE_LFL_N,2025,0.3,nan
1467,CEN,C_LT_8FTLUMST_LFL_N,2025,0.3,nan
1468,CEN,C_LT_8FTT8HE_LFL_N,2025,0.3,nan
1469,CEN,C_LT_8FTT8HOHE_LFL_N,2025,0.3,nan
1470,CEN,C_LT_8FTT8HOST_LFL_N,2025,0.3,nan
1471,CEN,C_LT_8FTT8ST_LFL_N,2025,0.3,nan
1472,CEN,C_LT_CFLHE_GSL_N,2025,0.3,nan
1473,CEN,C_LT_CFLST_GSL_N,2025,0.3,nan
1474,CEN,C_LT_HALST_RFL_N,2025,0.3,nan
1475,CEN,C_LT_HIRST_RFL_N,2025,0.3,nan
1476,CEN,C_LT_LEDHE_GSL_N,2025,0.3,nan
1477,CEN,C_LT_LEDHE_LFL_N,2025,0.3,nan
1478,CEN,C_LT_LEDHE_RFL_N,2025,0.3,nan
1479,CEN,C_LT_LEDST_GSL_N,2025,0.3,nan
1480,CEN,C_LT_LEDST_LFL_N,2025,0.3,nan
1481,CEN,C_LT_LEDST_RFL_N,2025,0.3,nan
1482,CEN,C_LT_LUMHE_HB_N,2025,0.3,nan
1483,CEN,C_LT_LUMHE_LB_N,2025,0.3,nan
1484,CEN,C_LT_LUMHE_LFL_N,2025,0.3,nan
1485,CEN,C_LT_LUMST_HB_N,2025,0.3,nan
1486,CEN,C_LT_LUMST_LB_N,2025,0.3,nan
1487,CEN,C_LT_LUMST_LFL_N,2025,0.3,nan
1488,CEN,C_LT_MERCST_HB_N,2025,0.3,nan
1489,CEN,C_LT_MERCST_LB_N,2025,0.3,nan
1490,CEN,C_LT_MTHALST_HB_N,2025,0.3,nan
1491,CEN,C_LT_MTHALST_LB_N,2025,0.3,nan
1492,CEN,C_LT_NAVAPST_HB_N,2025,0.3,nan
1493,CEN,C_LT_NAVAPST_LB_N,2025,0.3,nan
1494,CEN,C_LT_T5HE_LFL_N,2025,0.3,nan
1495,CEN,C_LT_T5HOHE_HB_N,2025,0.3,nan
1496,CEN,C_LT_T5HOST_HB_N,2025,0.3,nan
1497,CEN,C_LT_T5ST_LFL_N,2025,0.3,nan
1498,CEN,C_LT_T8HE_LFL_N,2025,0.3,nan
1499,CEN,C_LT_T8ST_LFL_N,2025,0.3,nan
1503,CEN,C_RF_BVMHE_ELC_N,2025,0.3,nan
1504,CEN,C_RF_BVMST_ELC_N,2025,0.3,nan
1505,CEN,C_RF_CENHE_ELC_N,2025,0.3,nan
1506,CEN,C_RF_CENST_ELC_N,2025,0.3,nan
1507,CEN,C_RF_CMPHE_ELC_N,2025,0.3,nan
1508,CEN,C_RF_CMPST_ELC_N,2025,0.3,nan
1509,CEN,C_RF_CNDHE_ELC_N,2025,0.3,nan
1510,CEN,C_RF_CNDST_ELC_N,2025,0.3,nan
1511,CEN,C_RF_ICMHE_ELC_N,2025,0.3,nan
1512,CEN,C_RF_ICMST_ELC_N,2025,0.3,nan
1513,CEN,C_RF_RIFHE_ELC_N,2025,0.3,nan
1514,CEN,C_RF_RIFST_ELC_N,2025,0.3,nan
1515,CEN,C_RF_RIRHE_ELC_N,2025,0.3,nan
1516,CEN,C_RF_RIRST_ELC_N,2025,0.3,nan
1517,CEN,C_RF_RVMHE_ELC_N,2025,0.3,nan
1518,CEN,C_RF_RVMST_ELC_N,2025,0.3,nan
1519,CEN,C_RF_WIFHE_ELC_N,2025,0.3,nan
1520,CEN,C_RF_WIFST_ELC_N,2025,0.3,nan
1521,CEN,C_RF_WIRHE_ELC_N,2025,0.3,nan
1522,CEN,C_RF_WIRST_ELC_N,2025,0.3,nan
1523,CEN,C_SC_CCCHE_ELC_N,2025,0.3,nan
1524,CEN,C_SC_CCCST_ELC_N,2025,0.3,nan
1525,CEN,C_SC_CHA_NGA_N,2025,0.3,nan
1526,CEN,C_SC_CHEDAHE_N,2025,0.3,nan
1527,CEN,C_SC_CRCHE_ELC_N,2025,0.3,nan
1528,CEN,C_SC_CRCST_ELC_N,2025,0.3,nan
1529,CEN,C_SC_CSCHE_ELC_N,2025,0.3,nan
1530,CEN,C_SC_CSCST_ELC_N,2025,0.3,nan
1531,CEN,C_SC_CSWHE_ELC_N,2025,0.3,nan
1532,CEN,C_SC_CSWST_ELC_N,2025,0.3,nan
1533,CEN,C_SC_RACHE_ELC_N,2025,0.3,nan
1534,CEN,C_SC_RACST_ELC_N,2025,0.3,nan
1535,CEN,C_SC_RACST_NGA_N,2025,0.3,nan
1536,CEN,C_SH_BHE_DISTOIL_N,2025,0.3,nan
1537,CEN,C_SH_BHE_NGA_N,2025,0.3,nan
1538,CEN,C_SH_BST_DISTOIL_N,2025,0.3,nan
1539,CEN,C_SH_BST_ELC_N,2025,0.3,nan
1540,CEN,C_SH_BST_NGA_N,2025,0.3,nan
1541,CEN,C_SH_ERST_ELC_N,2025,0.3,nan
1542,CEN,C_SH_FHE_NGA_N,2025,0.3,nan
1543,CEN,C_SH_FST_DISTOIL_N,2025,0.3,nan
1544,CEN,C_SH_FST_NGA_N,2025,0.3,nan
1545,CEN,C_VT_CAVHE_ELC_N,2025,0.3,nan
1546,CEN,C_VT_CAVST_ELC_N,2025,0.3,nan
1547,CEN,C_VT_VAVHE_ELC_N,2025,0.3,nan
1548,CEN,C_VT_VAVST_ELC_N,2025,0.3,nan
1549,CEN,C_WH_DWHHE_DISTOIL_N,2025,0.3,nan
1550,CEN,C_WH_DWHST_DISTOIL_N,2025,0.3,nan
1551,CEN,C_WH_EWHST_ELC_N,2025,0.3,nan
1552,CEN,C_WH_HPST_ELC_N,2025,0.3,nan
1553,CEN,C_WH_NWHHE_NGA_N,2025,0.3,nan
1554,CEN,C_WH_NWHST_NGA_N,2025,0.3,nan
1555,CEN,C_WH_SOLST_ELC_N,2025,0.3,nan
1556,CEN,R_CD_HE_ELC_N,2025,0.3,nan
1557,CEN,R_CD_HE_NGA_N,2025,0.3,nan
1558,CEN,R_CD_ST_ELC_N,2025,0.3,nan
1559,CEN,R_CD_ST_NGA_N,2025,0.3,nan
1560,CEN,R_CK_OVHE_NGA_N,2025,0.3,nan
1561,CEN,R_CK_OVST_NGA_N,2025,0.3,nan
1562,CEN,R_CK_TOPHE_ELC_N,2025,0.3,nan
1563,CEN,R_CK_TOPHE_NGA_N,2025,0.3,nan
1564,CEN,R_CK_TOPST_ELC_N,2025,0.3,nan
1565,CEN,R_CK_TOPST_NGA_N,2025,0.3,nan
1566,CEN,R_DW_HE_ELC_N,2025,0.3,nan
1567,CEN,R_DW_ST_ELC_N,2025,0.3,nan
1568,CEN,R_FZ_CHESTHE_N,2025,0.3,nan
1569,CEN,R_FZ_CHESTST_N,2025,0.3,nan
1570,CEN,R_FZ_UPRIGHTHE_N,2025,0.3,nan
1571,CEN,R_FZ_UPRIGHTST_N,2025,0.3,nan
1572,CEN,R_HPHE_ELC_N,2025,0.3,nan
1573,CEN,R_HPHE_GEO_N,2025,0.3,nan
1574,CEN,R_HPST_ELC_N,2025,0.3,nan
1575,CEN,R_HPST_GEO_N,2025,0.3,nan
1576,CEN,R_HPST_NGA_N,2025,0.3,nan
1577,CEN,R_HP_NGA_N,2025,0.3,nan
1578,CEN,R_LT_CFLHE_GSL_N,2025,0.3,nan
1579,CEN,R_LT_CFLHE_RFL_N,2025,0.3,nan
1580,CEN,R_LT_CFLST_GSL_N,2025,0.3,nan
1581,CEN,R_LT_CFLST_RFL_N,2025,0.3,nan
1582,CEN,R_LT_CFLST_ROL_N,2025,0.3,nan
1583,CEN,R_LT_HALST_RFL_N,2025,0.3,nan
1584,CEN,R_LT_HALST_ROL_N,2025,0.3,nan
1585,CEN,R_LT_HIRST_RFL_N,2025,0.3,nan
1586,CEN,R_LT_HIRST_ROL_N,2025,0.3,nan
1587,CEN,R_LT_INCST_RFL_N,2025,0.3,nan
1588,CEN,R_LT_INCST_ROL_N,2025,0.3,nan
1589,CEN,R_LT_LED60HE_GSL_N,2025,0.3,nan
1590,CEN,R_LT_LED60ST_GSL_N,2025,0.3,nan
1591,CEN,R_LT_LEDHE_LUM_N,2025,0.3,nan
1592,CEN,R_LT_LEDHE_RFL_N,2025,0.3,nan
1593,CEN,R_LT_LEDHE_ROL_N,2025,0.3,nan
1594,CEN,R_LT_LEDST_LUM_N,2025,0.3,nan
1595,CEN,R_LT_LEDST_RFL_N,2025,0.3,nan
1596,CEN,R_LT_LEDST_ROL_N,2025,0.3,nan
1597,CEN,R_LT_LLRHE_L2L_N,2025,0.3,nan
1598,CEN,R_LT_LLRST_L2L_N,2025,0.3,nan
1599,CEN,R_LT_T5HE_LFL_N,2025,0.3,nan
1600,CEN,R_LT_T5ST_LFL_N,2025,0.3,nan
1601,CEN,R_LT_T8HE_LFL_N,2025,0.3,nan
1602,CEN,R_LT_T8ST_LFL_N,2025,0.3,nan
1604,CEN,R_RF_BFHE_ELC_N,2025,0.3,nan
1605,CEN,R_RF_BFST_ELC_N,2025,0.3,nan
1606,CEN,R_RF_SFHE_ELC_N,2025,0.3,nan
1607,CEN,R_RF_SFST_ELC_N,2025,0.3,nan
1608,CEN,R_RF_TFHE_ELC_N,2025,0.3,nan
1609,CEN,R_RF_TFST_ELC_N,2025,0.3,nan
1610,CEN,R_SC_CACHE_ELC_N,2025,0.3,nan
1611,CEN,R_SC_CACST_ELC_N,2025,0.3,nan
1612,CEN,R_SC_RACHE_ELC_N,2025,0.3,nan
1613,CEN,R_SC_RACST_ELC_N,2025,0.3,nan
1614,CEN,R_SH_BLRHE_DISTOIL_N,2025,0.3,nan
1615,CEN,R_SH_BLRHE_NGA_N,2025,0.3,nan
1616,CEN,R_SH_BLRST_DISTOIL_N,2025,0.3,nan
1617,CEN,R_SH_BLRST_NGA_N,2025,0.3,nan
1618,CEN,R_SH_FHE_DISTOIL_N,2025,0.3,nan
1619,CEN,R_SH_FHE_NGA_N,2025,0.3,nan
1620,CEN,R_SH_FST_DISTOIL_N,2025,0.3,nan
1621,CEN,R_SH_FST_ELC_N,2025,0.3,nan
1622,CEN,R_SH_FST_LPG_N,2025,0.3,nan
1623,CEN,R_SH_FST_NGA_N,2025,0.3,nan
1624,CEN,R_SH_PLTHE_BIO_N,2025,0.3,nan
1625,CEN,R_SH_PLTST_BIO_N,2025,0.3,nan
1626,CEN,R_SH_RESST_ELC_N,2025,0.3,nan
1627,CEN,R_SH_WHHE_BIO_N,2025,0.3,nan
1628,CEN,R_SH_WHST_BIO_N,2025,0.3,nan
1629,CEN,R_WH_ERHE_ELC_N,2025,0.3,nan
1630,CEN,R_WH_ERST_ELC_N,2025,0.3,nan
1631,CEN,R_WH_GFHE_NGA_N,2025,0.3,nan
1632,CEN,R_WH_GFST_NGA_N,2025,0.3,nan
1633,CEN,R_WH_HPHE_ELC_N,2025,0.3,nan
1634,CEN,R_WH_HPST_ELC_N,2025,0.3,nan
1635,CEN,R_WH_OFHE_DISTOIL_N,2025,0.3,nan
1636,CEN,R_WH_OFST_DISTOIL_N,2025,0.3,nan
1637,CEN,R_WH_SOLST_ELC_N,2025,0.3,nan
1638,CEN,C_AHPHE_ELC_N,2030,0.3,nan
1639,CEN,C_AHPST_ELC_N,2030,0.3,nan
1640,CEN,C_CK_RANGEHE_ELC_N,2030,0.3,nan
1641,CEN,C_CK_RANGEHE_NGA_N,2030,0.3,nan
1642,CEN,C_CK_RANGEST_ELC_N,2030,0.3,nan
1643,CEN,C_CK_RANGEST_NGA_N,2030,0.3,nan
1644,CEN,C_GHPHE_ELC_N,2030,0.3,nan
1645,CEN,C_GHPST_ELC_N,2030,0.3,nan
1646,CEN,C_LT_8FTLEDHE_LFL_N,2030,0.3,nan
1647,CEN,C_LT_8FTLEDST_LFL_N,2030,0.3,nan
1648,CEN,C_LT_8FTLUMHE_LFL_N,2030,0.3,nan
1649,CEN,C_LT_8FTLUMST_LFL_N,2030,0.3,nan
1650,CEN,C_LT_8FTT8HE_LFL_N,2030,0.3,nan
1651,CEN,C_LT_8FTT8HOHE_LFL_N,2030,0.3,nan
1652,CEN,C_LT_8FTT8HOST_LFL_N,2030,0.3,nan
1653,CEN,C_LT_8FTT8ST_LFL_N,2030,0.3,nan
1654,CEN,C_LT_CFLHE_GSL_N,2030,0.3,nan
1655,CEN,C_LT_CFLST_GSL_N,2030,0.3,nan
1656,CEN,C_LT_HALST_RFL_N,2030,0.3,nan
1657,CEN,C_LT_HIRST_RFL_N,2030,0.3,nan
1658,CEN,C_LT_LEDHE_GSL_N,2030,0.3,nan
1659,CEN,C_LT_LEDHE_LFL_N,2030,0.3,nan
1660,CEN,C_LT_LEDHE_RFL_N,2030,0.3,nan
1661,CEN,C_LT_LEDST_GSL_N,2030,0.3,nan
1662,CEN,C_LT_LEDST_LFL_N,2030,0.3,nan
1663,CEN,C_LT_LEDST_RFL_N,2030,0.3,nan
1664,CEN,C_LT_LUMHE_HB_N,2030,0.3,nan
1665,CEN,C_LT_LUMHE_LB_N,2030,0.3,nan
1666,CEN,C_LT_LUMHE_LFL_N,2030,0.3,nan
1667,CEN,C_LT_LUMST_HB_N,2030,0.3,nan
1668,CEN,C_LT_LUMST_LB_N,2030,0.3,nan
1669,CEN,C_LT_LUMST_LFL_N,2030,0.3,nan
1670,CEN,C_LT_MERCST_HB_N,2030,0.3,nan
1671,CEN,C_LT_MERCST_LB_N,2030,0.3,nan
1672,CEN,C_LT_MTHALST_HB_N,2030,0.3,nan
1673,CEN,C_LT_MTHALST_LB_N,2030,0.3,nan
1674,CEN,C_LT_NAVAPST_HB_N,2030,0.3,nan
1675,CEN,C_LT_NAVAPST_LB_N,2030,0.3,nan
1676,CEN,C_LT_T5HE_LFL_N,2030,0.3,nan
1677,CEN,C_LT_T5HOHE_HB_N,2030,0.3,nan
1678,CEN,C_LT_T5HOST_HB_N,2030,0.3,nan
1679,CEN,C_LT_T5ST_LFL_N,2030,0.3,nan
1680,CEN,C_LT_T8HE_LFL_N,2030,0.3,nan
1681,CEN,C_LT_T8ST_LFL_N,2030,0.3,nan
1685,CEN,C_RF_BVMHE_ELC_N,2030,0.3,nan
1686,CEN,C_RF_BVMST_ELC_N,2030,0.3,nan
1687,CEN,C_RF_CENHE_ELC_N,2030,0.3,nan
1688,CEN,C_RF_CENST_ELC_N,2030,0.3,nan
1689,CEN,C_RF_CMPHE_ELC_N,2030,0.3,nan
1690,CEN,C_RF_CMPST_ELC_N,2030,0.3,nan
