,periods,regions,tech,vintage,cost_fixed,cost_fixed_units,capacity,capacity_units,lifetime
12193,2050,SW,R_FZ_CHESTST_N,2035,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12194,2040,SW,R_FZ_CHESTST_N,2040,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12195,2045,SW,R_FZ_CHESTST_N,2040,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12196,2050,SW,R_FZ_CHESTST_N,2040,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12197,2045,SW,R_FZ_CHESTST_N,2045,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12198,2050,SW,R_FZ_CHESTST_N,2045,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12199,2050,SW,R_FZ_CHESTST_N,2050,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12200,2005,SW,R_FZ_CHEST_R,2005,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12201,2020,SW,R_FZ_CHEST_R,2005,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12202,2025,SW,R_FZ_CHEST_R,2005,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12203,2010,SW,R_FZ_CHEST_R,2010,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12204,2020,SW,R_FZ_CHEST_R,2010,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12205,2025,SW,R_FZ_CHEST_R,2010,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12206,2030,SW,R_FZ_CHEST_R,2010,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12207,2015,SW,R_FZ_CHEST_R,2015,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12208,2020,SW,R_FZ_CHEST_R,2015,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12209,2025,SW,R_FZ_CHEST_R,2015,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12210,2030,SW,R_FZ_CHEST_R,2015,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12211,2035,SW,R_FZ_CHEST_R,2015,0.3201327411063969,M$/mega_cubic_feet,1.6e-05,mega_cubic_feet,22.0
12212,2020,SW,R_FZ_UPRIGHTHE_N,2020,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12213,2025,SW,R_FZ_UPRIGHTHE_N,2020,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12214,2030,SW,R_FZ_UPRIGHTHE_N,2020,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12215,2035,SW,R_FZ_UPRIGHTHE_N,2020,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12216,2040,SW,R_FZ_UPRIGHTHE_N,2020,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12217,2025,SW,R_FZ_UPRIGHTHE_N,2025,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12218,2030,SW,R_FZ_UPRIGHTHE_N,2025,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12219,2035,SW,R_FZ_UPRIGHTHE_N,2025,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12220,2040,SW,R_FZ_UPRIGHTHE_N,2025,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12221,2045,SW,R_FZ_UPRIGHTHE_N,2025,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12222,2030,SW,R_FZ_UPRIGHTHE_N,2030,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12223,2035,SW,R_FZ_UPRIGHTHE_N,2030,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12224,2040,SW,R_FZ_UPRIGHTHE_N,2030,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12225,2045,SW,R_FZ_UPRIGHTHE_N,2030,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12226,2050,SW,R_FZ_UPRIGHTHE_N,2030,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12227,2035,SW,R_FZ_UPRIGHTHE_N,2035,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12228,2040,SW,R_FZ_UPRIGHTHE_N,2035,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12229,2045,SW,R_FZ_UPRIGHTHE_N,2035,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12230,2050,SW,R_FZ_UPRIGHTHE_N,2035,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12231,2040,SW,R_FZ_UPRIGHTHE_N,2040,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12232,2045,SW,R_FZ_UPRIGHTHE_N,2040,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12233,2050,SW,R_FZ_UPRIGHTHE_N,2040,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12234,2045,SW,R_FZ_UPRIGHTHE_N,2045,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12235,2050,SW,R_FZ_UPRIGHTHE_N,2045,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12236,2050,SW,R_FZ_UPRIGHTHE_N,2050,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12237,2020,SW,R_FZ_UPRIGHTST_N,2020,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12238,2025,SW,R_FZ_UPRIGHTST_N,2020,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12239,2030,SW,R_FZ_UPRIGHTST_N,2020,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12240,2035,SW,R_FZ_UPRIGHTST_N,2020,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12241,2040,SW,R_FZ_UPRIGHTST_N,2020,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12242,2025,SW,R_FZ_UPRIGHTST_N,2025,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12243,2030,SW,R_FZ_UPRIGHTST_N,2025,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12244,2035,SW,R_FZ_UPRIGHTST_N,2025,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12245,2040,SW,R_FZ_UPRIGHTST_N,2025,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12246,2045,SW,R_FZ_UPRIGHTST_N,2025,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12247,2030,SW,R_FZ_UPRIGHTST_N,2030,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12248,2035,SW,R_FZ_UPRIGHTST_N,2030,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12249,2040,SW,R_FZ_UPRIGHTST_N,2030,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12250,2045,SW,R_FZ_UPRIGHTST_N,2030,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12251,2050,SW,R_FZ_UPRIGHTST_N,2030,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12252,2035,SW,R_FZ_UPRIGHTST_N,2035,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12253,2040,SW,R_FZ_UPRIGHTST_N,2035,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12254,2045,SW,R_FZ_UPRIGHTST_N,2035,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12255,2050,SW,R_FZ_UPRIGHTST_N,2035,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12256,2040,SW,R_FZ_UPRIGHTST_N,2040,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12257,2045,SW,R_FZ_UPRIGHTST_N,2040,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12258,2050,SW,R_FZ_UPRIGHTST_N,2040,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12259,2045,SW,R_FZ_UPRIGHTST_N,2045,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12260,2050,SW,R_FZ_UPRIGHTST_N,2045,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12261,2050,SW,R_FZ_UPRIGHTST_N,2050,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12262,2005,SW,R_FZ_UPRIGHT_R,2005,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12263,2020,SW,R_FZ_UPRIGHT_R,2005,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12264,2025,SW,R_FZ_UPRIGHT_R,2005,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12265,2010,SW,R_FZ_UPRIGHT_R,2010,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12266,2020,SW,R_FZ_UPRIGHT_R,2010,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12267,2025,SW,R_FZ_UPRIGHT_R,2010,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12268,2030,SW,R_FZ_UPRIGHT_R,2010,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12269,2015,SW,R_FZ_UPRIGHT_R,2015,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12270,2020,SW,R_FZ_UPRIGHT_R,2015,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12271,2025,SW,R_FZ_UPRIGHT_R,2015,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12272,2030,SW,R_FZ_UPRIGHT_R,2015,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12273,2035,SW,R_FZ_UPRIGHT_R,2015,0.3013014033942558,M$/mega_cubic_feet,1.7e-05,mega_cubic_feet,22.0
12274,2014,SW,R_HPELC_R,2014,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12275,2020,SW,R_HPELC_R,2014,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12276,2025,SW,R_HPELC_R,2014,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12277,2018,SW,R_HPELC_R,2018,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12278,2020,SW,R_HPELC_R,2018,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12279,2025,SW,R_HPELC_R,2018,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12280,2030,SW,R_HPELC_R,2018,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12281,2020,SW,R_HPHE_ELC_N,2020,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12282,2025,SW,R_HPHE_ELC_N,2020,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12283,2030,SW,R_HPHE_ELC_N,2020,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12285,2025,SW,R_HPHE_ELC_N,2025,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12286,2030,SW,R_HPHE_ELC_N,2025,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12287,2035,SW,R_HPHE_ELC_N,2025,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12289,2030,SW,R_HPHE_ELC_N,2030,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12290,2035,SW,R_HPHE_ELC_N,2030,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12291,2040,SW,R_HPHE_ELC_N,2030,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12293,2035,SW,R_HPHE_ELC_N,2035,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12294,2040,SW,R_HPHE_ELC_N,2035,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12295,2045,SW,R_HPHE_ELC_N,2035,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12297,2040,SW,R_HPHE_ELC_N,2040,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12298,2045,SW,R_HPHE_ELC_N,2040,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12299,2050,SW,R_HPHE_ELC_N,2040,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12300,2045,SW,R_HPHE_ELC_N,2045,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12301,2050,SW,R_HPHE_ELC_N,2045,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12302,2050,SW,R_HPHE_ELC_N,2050,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12303,2020,SW,R_HPHE_GEO_N,2020,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12304,2025,SW,R_HPHE_GEO_N,2020,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12305,2030,SW,R_HPHE_GEO_N,2020,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12306,2025,SW,R_HPHE_GEO_N,2025,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12307,2030,SW,R_HPHE_GEO_N,2025,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12308,2035,SW,R_HPHE_GEO_N,2025,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12309,2030,SW,R_HPHE_GEO_N,2030,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12310,2035,SW,R_HPHE_GEO_N,2030,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12311,2040,SW,R_HPHE_GEO_N,2030,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12312,2035,SW,R_HPHE_GEO_N,2035,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12313,2040,SW,R_HPHE_GEO_N,2035,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12314,2045,SW,R_HPHE_GEO_N,2035,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12315,2040,SW,R_HPHE_GEO_N,2040,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12316,2045,SW,R_HPHE_GEO_N,2040,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12317,2050,SW,R_HPHE_GEO_N,2040,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12318,2045,SW,R_HPHE_GEO_N,2045,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12319,2050,SW,R_HPHE_GEO_N,2045,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12320,2050,SW,R_HPHE_GEO_N,2050,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12321,2020,SW,R_HPST_ELC_N,2020,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12322,2025,SW,R_HPST_ELC_N,2020,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12323,2030,SW,R_HPST_ELC_N,2020,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12325,2025,SW,R_HPST_ELC_N,2025,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12326,2030,SW,R_HPST_ELC_N,2025,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12327,2035,SW,R_HPST_ELC_N,2025,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12329,2030,SW,R_HPST_ELC_N,2030,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12330,2035,SW,R_HPST_ELC_N,2030,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12331,2040,SW,R_HPST_ELC_N,2030,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12333,2035,SW,R_HPST_ELC_N,2035,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12334,2040,SW,R_HPST_ELC_N,2035,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12335,2045,SW,R_HPST_ELC_N,2035,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12337,2040,SW,R_HPST_ELC_N,2040,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12338,2045,SW,R_HPST_ELC_N,2040,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12339,2050,SW,R_HPST_ELC_N,2040,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12340,2045,SW,R_HPST_ELC_N,2045,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12341,2050,SW,R_HPST_ELC_N,2045,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12342,2050,SW,R_HPST_ELC_N,2050,0.3848631405863631,M$/PJ/yr,0.0003327237216,PJ/yr,15.0
12343,2020,SW,R_HPST_GEO_N,2020,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12344,2025,SW,R_HPST_GEO_N,2020,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12345,2030,SW,R_HPST_GEO_N,2020,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12346,2025,SW,R_HPST_GEO_N,2025,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12347,2030,SW,R_HPST_GEO_N,2025,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12348,2035,SW,R_HPST_GEO_N,2025,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12349,2030,SW,R_HPST_GEO_N,2030,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12350,2035,SW,R_HPST_GEO_N,2030,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12351,2040,SW,R_HPST_GEO_N,2030,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12352,2035,SW,R_HPST_GEO_N,2035,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12353,2040,SW,R_HPST_GEO_N,2035,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12354,2045,SW,R_HPST_GEO_N,2035,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12355,2040,SW,R_HPST_GEO_N,2040,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12356,2045,SW,R_HPST_GEO_N,2040,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12357,2050,SW,R_HPST_GEO_N,2040,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12358,2045,SW,R_HPST_GEO_N,2045,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12359,2050,SW,R_HPST_GEO_N,2045,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12360,2050,SW,R_HPST_GEO_N,2050,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12361,2020,SW,R_HPST_NGA_N,2020,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12362,2025,SW,R_HPST_NGA_N,2020,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12363,2030,SW,R_HPST_NGA_N,2020,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12365,2025,SW,R_HPST_NGA_N,2025,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12366,2030,SW,R_HPST_NGA_N,2025,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12367,2035,SW,R_HPST_NGA_N,2025,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12369,2030,SW,R_HPST_NGA_N,2030,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12370,2035,SW,R_HPST_NGA_N,2030,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12371,2040,SW,R_HPST_NGA_N,2030,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12373,2035,SW,R_HPST_NGA_N,2035,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12374,2040,SW,R_HPST_NGA_N,2035,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12375,2045,SW,R_HPST_NGA_N,2035,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12377,2040,SW,R_HPST_NGA_N,2040,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12378,2045,SW,R_HPST_NGA_N,2040,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12379,2050,SW,R_HPST_NGA_N,2040,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12380,2045,SW,R_HPST_NGA_N,2045,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12381,2050,SW,R_HPST_NGA_N,2045,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12382,2050,SW,R_HPST_NGA_N,2050,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12383,2014,SW,R_HP_GEO_R,2014,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12384,2020,SW,R_HP_GEO_R,2014,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12385,2025,SW,R_HP_GEO_R,2014,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12386,2018,SW,R_HP_GEO_R,2018,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12387,2020,SW,R_HP_GEO_R,2018,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12388,2025,SW,R_HP_GEO_R,2018,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12389,2030,SW,R_HP_GEO_R,2018,0.23091788435181784,M$/PJ/yr,0.0003327237216,PJ/yr,14.0
12390,2020,SW,R_HP_NGA_N,2020,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12391,2025,SW,R_HP_NGA_N,2020,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12392,2030,SW,R_HP_NGA_N,2020,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12394,2025,SW,R_HP_NGA_N,2025,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12395,2030,SW,R_HP_NGA_N,2025,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12396,2035,SW,R_HP_NGA_N,2025,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12398,2030,SW,R_HP_NGA_N,2030,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12399,2035,SW,R_HP_NGA_N,2030,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12400,2040,SW,R_HP_NGA_N,2030,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12402,2035,SW,R_HP_NGA_N,2035,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12403,2040,SW,R_HP_NGA_N,2035,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12404,2045,SW,R_HP_NGA_N,2035,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12406,2040,SW,R_HP_NGA_N,2040,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12407,2045,SW,R_HP_NGA_N,2040,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12408,2050,SW,R_HP_NGA_N,2040,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12409,2045,SW,R_HP_NGA_N,2045,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12410,2050,SW,R_HP_NGA_N,2045,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12411,2050,SW,R_HP_NGA_N,2050,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12412,2014,SW,R_HP_NGA_R,2014,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12413,2020,SW,R_HP_NGA_R,2014,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12414,2025,SW,R_HP_NGA_R,2014,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12415,2018,SW,R_HP_NGA_R,2018,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12416,2020,SW,R_HP_NGA_R,2018,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12417,2025,SW,R_HP_NGA_R,2018,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12418,2030,SW,R_HP_NGA_R,2018,0.3140483227184723,M$/PJ/yr,0.000554539536,PJ/yr,15.0
12419,2020,SW,R_LT_CFLHE_GSL_N,2020,0.3761386850148594,M$/giga lumens,9.26e-07,giga lumens,17.0
12420,2025,SW,R_LT_CFLHE_GSL_N,2020,0.3761386850148594,M$/giga lumens,9.26e-07,giga lumens,17.0
12421,2030,SW,R_LT_CFLHE_GSL_N,2020,0.3761386850148594,M$/giga lumens,9.26e-07,giga lumens,17.0
