,periods,regions,tech,vintage,cost_fixed,cost_fixed_units,capacity,capacity_units,lifetime
18058,2035,TX,R_SH_BLRST_NGA_N,2020,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18059,2040,TX,R_SH_BLRST_NGA_N,2020,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18061,2025,TX,R_SH_BLRST_NGA_N,2025,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18062,2030,TX,R_SH_BLRST_NGA_N,2025,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18063,2035,TX,R_SH_BLRST_NGA_N,2025,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18064,2040,TX,R_SH_BLRST_NGA_N,2025,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18065,2045,TX,R_SH_BLRST_NGA_N,2025,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18067,2030,TX,R_SH_BLRST_NGA_N,2030,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18068,2035,TX,R_SH_BLRST_NGA_N,2030,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18069,2040,TX,R_SH_BLRST_NGA_N,2030,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18070,2045,TX,R_SH_BLRST_NGA_N,2030,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18071,2050,TX,R_SH_BLRST_NGA_N,2030,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18072,2035,TX,R_SH_BLRST_NGA_N,2035,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18073,2040,TX,R_SH_BLRST_NGA_N,2035,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18074,2045,TX,R_SH_BLRST_NGA_N,2035,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18075,2050,TX,R_SH_BLRST_NGA_N,2035,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18076,2040,TX,R_SH_BLRST_NGA_N,2040,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18077,2045,TX,R_SH_BLRST_NGA_N,2040,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18078,2050,TX,R_SH_BLRST_NGA_N,2040,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18079,2045,TX,R_SH_BLRST_NGA_N,2045,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18080,2050,TX,R_SH_BLRST_NGA_N,2045,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18081,2050,TX,R_SH_BLRST_NGA_N,2050,0.11084058448887256,M$/PJ/yr,0.0008318093040000001,PJ/yr,25.0
18082,2005,TX,R_SH_BLR_DISTOIL_R,2005,0.13195307677246731,M$/PJ/yr,0.0010868974905600003,PJ/yr,23.0
18083,2020,TX,R_SH_BLR_DISTOIL_R,2005,0.13195307677246731,M$/PJ/yr,0.0010868974905600003,PJ/yr,23.0
18084,2025,TX,R_SH_BLR_DISTOIL_R,2005,0.13195307677246731,M$/PJ/yr,0.0010868974905600003,PJ/yr,23.0
18085,2010,TX,R_SH_BLR_DISTOIL_R,2010,0.13195307677246731,M$/PJ/yr,0.0010868974905600003,PJ/yr,23.0
18086,2020,TX,R_SH_BLR_DISTOIL_R,2010,0.13195307677246731,M$/PJ/yr,0.0010868974905600003,PJ/yr,23.0
18087,2025,TX,R_SH_BLR_DISTOIL_R,2010,0.13195307677246731,M$/PJ/yr,0.0010868974905600003,PJ/yr,23.0
18088,2030,TX,R_SH_BLR_DISTOIL_R,2010,0.13195307677246731,M$/PJ/yr,0.0010868974905600003,PJ/yr,23.0
18089,2015,TX,R_SH_BLR_DISTOIL_R,2015,0.13195307677246731,M$/PJ/yr,0.0010868974905600003,PJ/yr,23.0
18090,2020,TX,R_SH_BLR_DISTOIL_R,2015,0.13195307677246731,M$/PJ/yr,0.0010868974905600003,PJ/yr,23.0
18091,2025,TX,R_SH_BLR_DISTOIL_R,2015,0.13195307677246731,M$/PJ/yr,0.0010868974905600003,PJ/yr,23.0
18092,2030,TX,R_SH_BLR_DISTOIL_R,2015,0.13195307677246731,M$/PJ/yr,0.0010868974905600003,PJ/yr,23.0
18093,2035,TX,R_SH_BLR_DISTOIL_R,2015,0.13195307677246731,M$/PJ/yr,0.0010868974905600003,PJ/yr,23.0
18094,2005,TX,R_SH_BLR_NGA_R,2005,0.12165430004876256,M$/PJ/yr,0.0007578706992000001,PJ/yr,25.0
18095,2020,TX,R_SH_BLR_NGA_R,2005,0.12165430004876256,M$/PJ/yr,0.0007578706992000001,PJ/yr,25.0
18096,2025,TX,R_SH_BLR_NGA_R,2005,0.12165430004876256,M$/PJ/yr,0.0007578706992000001,PJ/yr,25.0
18098,2010,TX,R_SH_BLR_NGA_R,2010,0.12165430004876256,M$/PJ/yr,0.0007578706992000001,PJ/yr,25.0
18099,2020,TX,R_SH_BLR_NGA_R,2010,0.12165430004876256,M$/PJ/yr,0.0007578706992000001,PJ/yr,25.0
18100,2025,TX,R_SH_BLR_NGA_R,2010,0.12165430004876256,M$/PJ/yr,0.0007578706992000001,PJ/yr,25.0
18101,2030,TX,R_SH_BLR_NGA_R,2010,0.12165430004876256,M$/PJ/yr,0.0007578706992000001,PJ/yr,25.0
18103,2015,TX,R_SH_BLR_NGA_R,2015,0.12165430004876256,M$/PJ/yr,0.0007578706992000001,PJ/yr,25.0
18104,2020,TX,R_SH_BLR_NGA_R,2015,0.12165430004876256,M$/PJ/yr,0.0007578706992000001,PJ/yr,25.0
18105,2025,TX,R_SH_BLR_NGA_R,2015,0.12165430004876256,M$/PJ/yr,0.0007578706992000001,PJ/yr,25.0
18106,2030,TX,R_SH_BLR_NGA_R,2015,0.12165430004876256,M$/PJ/yr,0.0007578706992000001,PJ/yr,25.0
18107,2035,TX,R_SH_BLR_NGA_R,2015,0.12165430004876256,M$/PJ/yr,0.0007578706992000001,PJ/yr,25.0
18109,2005,TX,R_SH_FDISTOIL_R,2005,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18110,2020,TX,R_SH_FDISTOIL_R,2005,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18111,2025,TX,R_SH_FDISTOIL_R,2005,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18112,2030,TX,R_SH_FDISTOIL_R,2005,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18113,2010,TX,R_SH_FDISTOIL_R,2010,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18114,2020,TX,R_SH_FDISTOIL_R,2010,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18115,2025,TX,R_SH_FDISTOIL_R,2010,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18116,2030,TX,R_SH_FDISTOIL_R,2010,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18117,2035,TX,R_SH_FDISTOIL_R,2010,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18118,2015,TX,R_SH_FDISTOIL_R,2015,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18119,2020,TX,R_SH_FDISTOIL_R,2015,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18120,2025,TX,R_SH_FDISTOIL_R,2015,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18121,2030,TX,R_SH_FDISTOIL_R,2015,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18122,2035,TX,R_SH_FDISTOIL_R,2015,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18123,2040,TX,R_SH_FDISTOIL_R,2015,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18124,2020,TX,R_SH_FHE_DISTOIL_N,2020,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18125,2025,TX,R_SH_FHE_DISTOIL_N,2020,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18126,2030,TX,R_SH_FHE_DISTOIL_N,2020,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18127,2035,TX,R_SH_FHE_DISTOIL_N,2020,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18128,2040,TX,R_SH_FHE_DISTOIL_N,2020,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18129,2045,TX,R_SH_FHE_DISTOIL_N,2020,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18130,2025,TX,R_SH_FHE_DISTOIL_N,2025,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18131,2030,TX,R_SH_FHE_DISTOIL_N,2025,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18132,2035,TX,R_SH_FHE_DISTOIL_N,2025,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18133,2040,TX,R_SH_FHE_DISTOIL_N,2025,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18134,2045,TX,R_SH_FHE_DISTOIL_N,2025,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18135,2050,TX,R_SH_FHE_DISTOIL_N,2025,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18136,2030,TX,R_SH_FHE_DISTOIL_N,2030,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18137,2035,TX,R_SH_FHE_DISTOIL_N,2030,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18138,2040,TX,R_SH_FHE_DISTOIL_N,2030,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18139,2045,TX,R_SH_FHE_DISTOIL_N,2030,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18140,2050,TX,R_SH_FHE_DISTOIL_N,2030,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18141,2035,TX,R_SH_FHE_DISTOIL_N,2035,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18142,2040,TX,R_SH_FHE_DISTOIL_N,2035,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18143,2045,TX,R_SH_FHE_DISTOIL_N,2035,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18144,2050,TX,R_SH_FHE_DISTOIL_N,2035,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18145,2040,TX,R_SH_FHE_DISTOIL_N,2040,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18146,2045,TX,R_SH_FHE_DISTOIL_N,2040,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18147,2050,TX,R_SH_FHE_DISTOIL_N,2040,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18148,2045,TX,R_SH_FHE_DISTOIL_N,2045,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18149,2050,TX,R_SH_FHE_DISTOIL_N,2045,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18150,2050,TX,R_SH_FHE_DISTOIL_N,2050,0.2176545596246884,M$/PJ/yr,0.00094133086236,PJ/yr,26.0
18151,2020,TX,R_SH_FHE_NGA_N,2020,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18152,2025,TX,R_SH_FHE_NGA_N,2020,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18153,2030,TX,R_SH_FHE_NGA_N,2020,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18154,2035,TX,R_SH_FHE_NGA_N,2020,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18155,2040,TX,R_SH_FHE_NGA_N,2020,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18156,2025,TX,R_SH_FHE_NGA_N,2025,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18157,2030,TX,R_SH_FHE_NGA_N,2025,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18158,2035,TX,R_SH_FHE_NGA_N,2025,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18159,2040,TX,R_SH_FHE_NGA_N,2025,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18160,2045,TX,R_SH_FHE_NGA_N,2025,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18161,2030,TX,R_SH_FHE_NGA_N,2030,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18162,2035,TX,R_SH_FHE_NGA_N,2030,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18163,2040,TX,R_SH_FHE_NGA_N,2030,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18164,2045,TX,R_SH_FHE_NGA_N,2030,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18165,2050,TX,R_SH_FHE_NGA_N,2030,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18166,2035,TX,R_SH_FHE_NGA_N,2035,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18167,2040,TX,R_SH_FHE_NGA_N,2035,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18168,2045,TX,R_SH_FHE_NGA_N,2035,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18169,2050,TX,R_SH_FHE_NGA_N,2035,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18170,2040,TX,R_SH_FHE_NGA_N,2040,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18171,2045,TX,R_SH_FHE_NGA_N,2040,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18172,2050,TX,R_SH_FHE_NGA_N,2040,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18173,2045,TX,R_SH_FHE_NGA_N,2045,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18174,2050,TX,R_SH_FHE_NGA_N,2045,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18175,2050,TX,R_SH_FHE_NGA_N,2050,0.05598009317619826,M$/PJ/yr,0.0007319921875200001,PJ/yr,21.0
18176,2005,TX,R_SH_FLPG_R,2005,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18177,2020,TX,R_SH_FLPG_R,2005,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18178,2025,TX,R_SH_FLPG_R,2005,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18179,2010,TX,R_SH_FLPG_R,2010,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18180,2020,TX,R_SH_FLPG_R,2010,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18181,2025,TX,R_SH_FLPG_R,2010,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18182,2030,TX,R_SH_FLPG_R,2010,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18183,2015,TX,R_SH_FLPG_R,2015,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18184,2020,TX,R_SH_FLPG_R,2015,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18185,2025,TX,R_SH_FLPG_R,2015,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18186,2030,TX,R_SH_FLPG_R,2015,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18187,2035,TX,R_SH_FLPG_R,2015,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18188,2005,TX,R_SH_FNGA_R,2005,0.06927536530554537,M$/PJ/yr,0.0005915088384,PJ/yr,21.0
18189,2020,TX,R_SH_FNGA_R,2005,0.06927536530554537,M$/PJ/yr,0.0005915088384,PJ/yr,21.0
18190,2025,TX,R_SH_FNGA_R,2005,0.06927536530554537,M$/PJ/yr,0.0005915088384,PJ/yr,21.0
18191,2010,TX,R_SH_FNGA_R,2010,0.06927536530554537,M$/PJ/yr,0.0005915088384,PJ/yr,21.0
18192,2020,TX,R_SH_FNGA_R,2010,0.06927536530554537,M$/PJ/yr,0.0005915088384,PJ/yr,21.0
18193,2025,TX,R_SH_FNGA_R,2010,0.06927536530554537,M$/PJ/yr,0.0005915088384,PJ/yr,21.0
18194,2030,TX,R_SH_FNGA_R,2010,0.06927536530554537,M$/PJ/yr,0.0005915088384,PJ/yr,21.0
18195,2015,TX,R_SH_FNGA_R,2015,0.06927536530554537,M$/PJ/yr,0.0005915088384,PJ/yr,21.0
18196,2020,TX,R_SH_FNGA_R,2015,0.06927536530554537,M$/PJ/yr,0.0005915088384,PJ/yr,21.0
18197,2025,TX,R_SH_FNGA_R,2015,0.06927536530554537,M$/PJ/yr,0.0005915088384,PJ/yr,21.0
18198,2030,TX,R_SH_FNGA_R,2015,0.06927536530554537,M$/PJ/yr,0.0005915088384,PJ/yr,21.0
18199,2035,TX,R_SH_FNGA_R,2015,0.06927536530554537,M$/PJ/yr,0.0005915088384,PJ/yr,21.0
18200,2020,TX,R_SH_FST_DISTOIL_N,2020,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18201,2025,TX,R_SH_FST_DISTOIL_N,2020,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18202,2030,TX,R_SH_FST_DISTOIL_N,2020,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18203,2035,TX,R_SH_FST_DISTOIL_N,2020,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18204,2040,TX,R_SH_FST_DISTOIL_N,2020,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18205,2045,TX,R_SH_FST_DISTOIL_N,2020,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18206,2025,TX,R_SH_FST_DISTOIL_N,2025,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18207,2030,TX,R_SH_FST_DISTOIL_N,2025,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18208,2035,TX,R_SH_FST_DISTOIL_N,2025,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18209,2040,TX,R_SH_FST_DISTOIL_N,2025,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18210,2045,TX,R_SH_FST_DISTOIL_N,2025,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18211,2050,TX,R_SH_FST_DISTOIL_N,2025,0.08902858191877316,M$/PJ/yr,0.0008054686760399999,PJ/yr,26.0
18212,2030,TX,R_SH_FST_DISTOIL_N,2030,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18213,2035,TX,R_SH_FST_DISTOIL_N,2030,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18214,2040,TX,R_SH_FST_DISTOIL_N,2030,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18215,2045,TX,R_SH_FST_DISTOIL_N,2030,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18216,2050,TX,R_SH_FST_DISTOIL_N,2030,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18217,2035,TX,R_SH_FST_DISTOIL_N,2035,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18218,2040,TX,R_SH_FST_DISTOIL_N,2035,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18219,2045,TX,R_SH_FST_DISTOIL_N,2035,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18220,2050,TX,R_SH_FST_DISTOIL_N,2035,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18221,2040,TX,R_SH_FST_DISTOIL_N,2040,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18222,2045,TX,R_SH_FST_DISTOIL_N,2040,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18223,2050,TX,R_SH_FST_DISTOIL_N,2040,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18224,2045,TX,R_SH_FST_DISTOIL_N,2045,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18225,2050,TX,R_SH_FST_DISTOIL_N,2045,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18226,2050,TX,R_SH_FST_DISTOIL_N,2050,0.08796871784831156,M$/PJ/yr,0.00081517311792,PJ/yr,26.0
18227,2020,TX,R_SH_FST_ELC_N,2020,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18228,2025,TX,R_SH_FST_ELC_N,2020,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18229,2030,TX,R_SH_FST_ELC_N,2020,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18230,2035,TX,R_SH_FST_ELC_N,2020,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18231,2040,TX,R_SH_FST_ELC_N,2020,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18232,2025,TX,R_SH_FST_ELC_N,2025,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18233,2030,TX,R_SH_FST_ELC_N,2025,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18234,2035,TX,R_SH_FST_ELC_N,2025,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18235,2040,TX,R_SH_FST_ELC_N,2025,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18236,2045,TX,R_SH_FST_ELC_N,2025,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18237,2030,TX,R_SH_FST_ELC_N,2030,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18238,2035,TX,R_SH_FST_ELC_N,2030,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18239,2040,TX,R_SH_FST_ELC_N,2030,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18240,2045,TX,R_SH_FST_ELC_N,2030,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18241,2050,TX,R_SH_FST_ELC_N,2030,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18242,2035,TX,R_SH_FST_ELC_N,2035,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18243,2040,TX,R_SH_FST_ELC_N,2035,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18244,2045,TX,R_SH_FST_ELC_N,2035,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18245,2050,TX,R_SH_FST_ELC_N,2035,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18246,2040,TX,R_SH_FST_ELC_N,2040,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18247,2045,TX,R_SH_FST_ELC_N,2040,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18248,2050,TX,R_SH_FST_ELC_N,2040,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18249,2045,TX,R_SH_FST_ELC_N,2045,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18250,2050,TX,R_SH_FST_ELC_N,2045,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18251,2050,TX,R_SH_FST_ELC_N,2050,0.06520034381698385,M$/PJ/yr,0.0006284781408000002,PJ/yr,22.0
18252,2020,TX,R_SH_FST_LPG_N,2020,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18253,2025,TX,R_SH_FST_LPG_N,2020,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18254,2030,TX,R_SH_FST_LPG_N,2020,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18255,2035,TX,R_SH_FST_LPG_N,2020,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18256,2040,TX,R_SH_FST_LPG_N,2020,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18257,2025,TX,R_SH_FST_LPG_N,2025,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18258,2030,TX,R_SH_FST_LPG_N,2025,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18259,2035,TX,R_SH_FST_LPG_N,2025,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18260,2040,TX,R_SH_FST_LPG_N,2025,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18261,2045,TX,R_SH_FST_LPG_N,2025,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18262,2030,TX,R_SH_FST_LPG_N,2030,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18263,2035,TX,R_SH_FST_LPG_N,2030,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18264,2040,TX,R_SH_FST_LPG_N,2030,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18265,2045,TX,R_SH_FST_LPG_N,2030,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18266,2050,TX,R_SH_FST_LPG_N,2030,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18267,2035,TX,R_SH_FST_LPG_N,2035,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18268,2040,TX,R_SH_FST_LPG_N,2035,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18269,2045,TX,R_SH_FST_LPG_N,2035,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
18270,2050,TX,R_SH_FST_LPG_N,2035,0.07105165672363624,M$/PJ/yr,0.0005767211174400002,PJ/yr,21.0
