,regions,periods,demand_comm,demand,demand_units
1239,SE,2018,COTHER_ELC,450.8750712748337,PJ
1240,SW,2018,COTHER_ELC,145.91987489266265,PJ
1241,TX,2018,COTHER_ELC,184.58867031156763,PJ
1242,CA,2019,COTHER_ELC,279.06481018694916,PJ
1243,CEN,2019,COTHER_ELC,178.99214263292976,PJ
1244,MID_AT,2019,COTHER_ELC,393.4958253153845,PJ
1245,NE,2019,COTHER_ELC,266.3102041015204,PJ
1246,NW,2019,COTHER_ELC,108.40055662557242,PJ
1247,N_CEN,2019,COTHER_ELC,348.0613398562706,PJ
1248,SE,2019,COTHER_ELC,454.0820199236357,PJ
1249,SW,2019,COTHER_ELC,146.95776668240643,PJ
1250,TX,2019,COTHER_ELC,185.90192769369884,PJ
1251,CA,2020,COTHER_ELC,281.05494145201646,PJ
1252,CEN,2020,COTHER_ELC,180.2695709419547,PJ
1253,MID_AT,2020,COTHER_ELC,396.30113904258883,PJ
1254,NE,2020,COTHER_ELC,268.2082391606858,PJ
1255,NW,2020,COTHER_ELC,109.17355481790685,PJ
1256,N_CEN,2020,COTHER_ELC,350.54461037637236,PJ
1257,SE,2020,COTHER_ELC,457.3195582026761,PJ
1258,SW,2020,COTHER_ELC,148.0054878267558,PJ
1259,TX,2020,COTHER_ELC,187.22740148254908,PJ
1260,CA,2021,COTHER_ELC,283.3572586128448,PJ
1261,CEN,2021,COTHER_ELC,181.7470216468491,PJ
1262,MID_AT,2021,COTHER_ELC,399.54615392532287,PJ
1263,NE,2021,COTHER_ELC,270.4031079774952,PJ
1264,NW,2021,COTHER_ELC,110.06783065490906,PJ
1265,N_CEN,2021,COTHER_ELC,353.41688592696113,PJ
1266,SE,2021,COTHER_ELC,461.06521443807696,PJ
1267,SW,2021,COTHER_ELC,149.2176731946103,PJ
1268,TX,2021,COTHER_ELC,188.76090220806094,PJ
1269,CA,2022,COTHER_ELC,286.15929560861935,PJ
1270,CEN,2022,COTHER_ELC,183.54462834524642,PJ
1271,MID_AT,2022,COTHER_ELC,403.49496362570636,PJ
1272,NE,2022,COTHER_ELC,273.0730338122368,PJ
1273,NW,2022,COTHER_ELC,111.15623898602846,PJ
1274,N_CEN,2022,COTHER_ELC,356.9118120655808,PJ
1275,SE,2022,COTHER_ELC,465.6242130161801,PJ
1276,SW,2022,COTHER_ELC,150.69312899818738,PJ
1277,TX,2022,COTHER_ELC,190.6274089218725,PJ
1278,CA,2023,COTHER_ELC,289.41113806825297,PJ
1279,CEN,2023,COTHER_ELC,185.63038829067682,PJ
1280,MID_AT,2023,COTHER_ELC,408.0771444582108,PJ
1281,NE,2023,COTHER_ELC,276.1704007157789,PJ
1282,NW,2023,COTHER_ELC,112.41938805110082,PJ
1283,N_CEN,2023,COTHER_ELC,360.9670885254357,PJ
1284,SE,2023,COTHER_ELC,470.915324706661,PJ
1285,SW,2023,COTHER_ELC,152.40555351477565,PJ
1286,TX,2023,COTHER_ELC,192.79364953219402,PJ
1287,CA,2024,COTHER_ELC,293.1905833166025,PJ
1288,CEN,2024,COTHER_ELC,188.05415729293807,PJ
1289,MID_AT,2024,COTHER_ELC,413.40229338700055,PJ
1290,NE,2024,COTHER_ELC,279.7691979891098,PJ
1291,NW,2024,COTHER_ELC,113.88750066649243,PJ
1292,N_CEN,2024,COTHER_ELC,365.6796805355099,PJ
1293,SE,2024,COTHER_ELC,477.0651708969511,PJ
1294,SW,2024,COTHER_ELC,154.39593264092318,PJ
1295,TX,2024,COTHER_ELC,195.31146519960078,PJ
1296,CA,2025,COTHER_ELC,297.0708611249281,PJ
1297,CEN,2025,COTHER_ELC,190.54250643570236,PJ
1298,MID_AT,2025,COTHER_ELC,418.8693668758063,PJ
1299,NE,2025,COTHER_ELC,283.46372142146987,PJ
1300,NW,2025,COTHER_ELC,115.3947850157914,PJ
1301,N_CEN,2025,COTHER_ELC,370.5178346995682,PJ
1302,SE,2025,COTHER_ELC,483.37913377712465,PJ
1303,SW,2025,COTHER_ELC,156.43943417814478,PJ
1304,TX,2025,COTHER_ELC,197.8964721285066,PJ
1305,CA,2026,COTHER_ELC,301.2208174995774,PJ
1306,CEN,2026,COTHER_ELC,193.20360579570743,PJ
1307,MID_AT,2026,COTHER_ELC,424.71615175120075,PJ
1308,NE,2026,COTHER_ELC,287.41446082314167,PJ
1309,NW,2026,COTHER_ELC,117.00683471465496,PJ
1310,N_CEN,2026,COTHER_ELC,375.6919185423534,PJ
1311,SE,2026,COTHER_ELC,490.1320264131376,PJ
1312,SW,2026,COTHER_ELC,158.6250115537696,PJ
1313,TX,2026,COTHER_ELC,200.66118527967183,PJ
1314,CA,2027,COTHER_ELC,305.5520052623854,PJ
1315,CEN,2027,COTHER_ELC,195.9808183302031,PJ
1316,MID_AT,2027,COTHER_ELC,430.81818218342494,PJ
1317,NE,2027,COTHER_ELC,291.537474819978,PJ
1318,NW,2027,COTHER_ELC,118.68928975817475,PJ
1319,N_CEN,2027,COTHER_ELC,381.0918225284696,PJ
1320,SE,2027,COTHER_ELC,497.17988405117933,PJ
1321,SW,2027,COTHER_ELC,160.90606867938092,PJ
1322,TX,2027,COTHER_ELC,203.54666850479407,PJ
1323,CA,2028,COTHER_ELC,309.99555394420264,PJ
1324,CEN,2028,COTHER_ELC,198.83002767716795,PJ
1325,MID_AT,2028,COTHER_ELC,437.07852181109814,PJ
1326,NE,2028,COTHER_ELC,295.7673872912998,PJ
1327,NW,2028,COTHER_ELC,120.41539483535925,PJ
1328,N_CEN,2028,COTHER_ELC,386.6317714118586,PJ
1329,SE,2028,COTHER_ELC,504.41061790480416,PJ
1330,SW,2028,COTHER_ELC,163.24632026062784,PJ
1331,TX,2028,COTHER_ELC,206.5070274757951,PJ
1332,CA,2029,COTHER_ELC,314.6283931256586,PJ
1333,CEN,2029,COTHER_ELC,201.80051603109814,PJ
1334,MID_AT,2029,COTHER_ELC,443.60550986067113,PJ
1335,NE,2029,COTHER_ELC,300.17731949366834,PJ
1336,NW,2029,COTHER_ELC,122.21503554974072,PJ
1337,N_CEN,2029,COTHER_ELC,392.40760536048737,PJ
1338,SE,2029,COTHER_ELC,511.94943928989625,PJ
1339,SW,2029,COTHER_ELC,165.68629441902138,PJ
1340,TX,2029,COTHER_ELC,209.59352543734693,PJ
1341,CA,2030,COTHER_ELC,319.38399911710786,PJ
1342,CEN,2030,COTHER_ELC,204.84965097407786,PJ
1343,MID_AT,2030,COTHER_ELC,450.3054039337578,PJ
1344,NE,2030,COTHER_ELC,304.703967342834,PJ
1345,NW,2030,COTHER_ELC,124.062368574237,PJ
1346,N_CEN,2030,COTHER_ELC,398.3363941230642,PJ
1347,SE,2030,COTHER_ELC,519.688074498365,PJ
1348,SW,2030,COTHER_ELC,168.19094392439064,PJ
1349,TX,2030,COTHER_ELC,212.761830780464,PJ
1350,CA,2031,COTHER_ELC,324.2388377910237,PJ
1351,CEN,2031,COTHER_ELC,207.96236295404123,PJ
1352,MID_AT,2031,COTHER_ELC,457.1450611445695,PJ
1353,NE,2031,COTHER_ELC,309.32496982423504,PJ
1354,NW,2031,COTHER_ELC,125.94825117056172,PJ
1355,N_CEN,2031,COTHER_ELC,404.3888301737583,PJ
1356,SE,2031,COTHER_ELC,527.5882222980298,PJ
1357,SW,2031,COTHER_ELC,170.7478693730331,PJ
1358,TX,2031,COTHER_ELC,215.99625866377215,PJ
1359,CA,2032,COTHER_ELC,329.3226059738177,PJ
1360,CEN,2032,COTHER_ELC,211.2217435400129,PJ
1361,MID_AT,2032,COTHER_ELC,464.30713379770975,PJ
1362,NE,2032,COTHER_ELC,314.1635990360982,PJ
1363,NW,2032,COTHER_ELC,127.92306844880619,PJ
1364,N_CEN,2032,COTHER_ELC,410.7265097105609,PJ
1365,SE,2032,COTHER_ELC,535.86097194458,PJ
1366,SW,2032,COTHER_ELC,173.42540052743902,PJ
1367,TX,2032,COTHER_ELC,219.383237559944,PJ
1368,CA,2033,COTHER_ELC,334.5207177098798,PJ
1369,CEN,2033,COTHER_ELC,214.55439118032882,PJ
1370,MID_AT,2033,COTHER_ELC,471.6302787164838,PJ
1371,NE,2033,COTHER_ELC,319.11098074233024,PJ
1372,NW,2033,COTHER_ELC,129.9423058801799,PJ
1373,N_CEN,2033,COTHER_ELC,417.20669589580064,PJ
1374,SE,2033,COTHER_ELC,544.3198278074092,PJ
1375,SW,2033,COTHER_ELC,176.1631700991476,PJ
1376,TX,2033,COTHER_ELC,222.84641088112778,PJ
1377,CA,2034,COTHER_ELC,339.90391215332244,PJ
1378,CEN,2034,COTHER_ELC,218.00562549306846,PJ
1379,MID_AT,2034,COTHER_ELC,479.2141137613223,PJ
1380,NE,2034,COTHER_ELC,324.23435084275116,PJ
1381,NW,2034,COTHER_ELC,132.0334439412314,PJ
1382,N_CEN,2034,COTHER_ELC,423.9175180045032,PJ
1383,SE,2034,COTHER_ELC,553.079923341408,PJ
1384,SW,2034,COTHER_ELC,178.99844343958955,PJ
1385,TX,2034,COTHER_ELC,226.43291442517886,PJ
1386,CA,2035,COTHER_ELC,345.44381334429204,PJ
1387,CEN,2035,COTHER_ELC,221.5572501311111,PJ
1388,MID_AT,2035,COTHER_ELC,487.01861942898444,PJ
1389,NE,2035,COTHER_ELC,329.5066494498349,PJ
1390,NW,2035,COTHER_ELC,134.1854595466388,PJ
1391,N_CEN,2035,COTHER_ELC,430.8235730435149,PJ
1392,SE,2035,COTHER_ELC,562.0950702651443,PJ
1393,SW,2035,COTHER_ELC,181.9162737947009,PJ
1394,TX,2035,COTHER_ELC,230.12384215718066,PJ
1395,CA,2036,COTHER_ELC,351.04230975881245,PJ
1396,CEN,2036,COTHER_ELC,225.14640164892612,PJ
1397,MID_AT,2036,COTHER_ELC,494.90558517017286,PJ
1398,NE,2036,COTHER_ELC,334.83456778422556,PJ
1399,NW,2036,COTHER_ELC,136.36023810138877,PJ
1400,N_CEN,2036,COTHER_ELC,437.80258585270826,PJ
1401,SE,2036,COTHER_ELC,571.205584631067,PJ
1402,SW,2036,COTHER_ELC,184.86497265184744,PJ
1403,TX,2036,COTHER_ELC,233.85381300925286,PJ
1404,CA,2037,COTHER_ELC,356.8869536662102,PJ
1405,CEN,2037,COTHER_ELC,228.8932484610483,PJ
1406,MID_AT,2037,COTHER_ELC,503.13917818872943,PJ
1407,NE,2037,COTHER_ELC,340.39642964589166,PJ
1408,NW,2037,COTHER_ELC,138.6306402850833,PJ
1409,N_CEN,2037,COTHER_ELC,445.0882703410586,PJ
1410,SE,2037,COTHER_ELC,580.7167265910958,PJ
1411,SW,2037,COTHER_ELC,187.94334860079414,PJ
1412,TX,2037,COTHER_ELC,237.74780799458776,PJ
1413,CA,2038,COTHER_ELC,362.7698808200876,PJ
1414,CEN,2038,COTHER_ELC,232.66463619153086,PJ
1415,MID_AT,2038,COTHER_ELC,511.4267229713962,PJ
1416,NE,2038,COTHER_ELC,345.9947363897321,PJ
1417,NW,2038,COTHER_ELC,140.91591451938345,PJ
1418,N_CEN,2038,COTHER_ELC,452.4216952919535,PJ
1419,SE,2038,COTHER_ELC,590.2901783285716,PJ
1420,SW,2038,COTHER_ELC,191.04189170042852,PJ
1421,TX,2038,COTHER_ELC,241.66731240551115,PJ
1422,CA,2039,COTHER_ELC,368.8350369387334,PJ
1423,CEN,2039,COTHER_ELC,236.55277780899317,PJ
1424,MID_AT,2039,COTHER_ELC,519.9709303974246,PJ
1425,NE,2039,COTHER_ELC,351.7662958056978,PJ
1426,NW,2039,COTHER_ELC,143.27198107443942,PJ
1427,N_CEN,2039,COTHER_ELC,459.98219102697436,PJ
1428,SE,2039,COTHER_ELC,600.1602231970868,PJ
1429,SW,2039,COTHER_ELC,194.23643692237704,PJ
1430,TX,2039,COTHER_ELC,245.70824873481357,PJ
1431,CA,2040,COTHER_ELC,375.0676818108899,PJ
1432,CEN,2040,COTHER_ELC,240.5482179228543,PJ
1433,MID_AT,2040,COTHER_ELC,528.7509982604155,PJ
1434,NE,2040,COTHER_ELC,357.6970430609265,PJ
1435,NW,2040,COTHER_ELC,145.6931134526955,PJ
1436,N_CEN,2040,COTHER_ELC,467.75135114031144,PJ
1437,SE,2040,COTHER_ELC,610.3028747500648,PJ
1438,SW,2040,COTHER_ELC,197.51921757099012,PJ
1439,TX,2040,COTHER_ELC,249.86079192428667,PJ
1440,CA,2041,COTHER_ELC,381.4901136906339,PJ
1441,CEN,2041,COTHER_ELC,244.6652491122395,PJ
1442,MID_AT,2041,COTHER_ELC,537.7983330339596,PJ
1443,NE,2041,COTHER_ELC,363.8081731479237,PJ
1444,NW,2041,COTHER_ELC,148.18797413742084,PJ
1445,N_CEN,2041,COTHER_ELC,475.7569689430191,PJ
1446,SE,2041,COTHER_ELC,620.7544201741422,PJ
1447,SW,2041,COTHER_ELC,200.90198115995898,PJ
1448,TX,2041,COTHER_ELC,254.13980043543188,PJ
1449,CA,2042,COTHER_ELC,388.0446039573111,PJ
1450,CEN,2042,COTHER_ELC,248.86688553422817,PJ
1451,MID_AT,2042,COTHER_ELC,547.031641390604,PJ
1452,NE,2042,COTHER_ELC,370.0448261931489,PJ
1453,NW,2042,COTHER_ELC,150.73413671863125,PJ
1454,N_CEN,2042,COTHER_ELC,483.92712198012674,PJ
1455,SE,2042,COTHER_ELC,631.4209046555508,PJ
1456,SW,2042,COTHER_ELC,204.35431506340132,PJ
1457,TX,2042,COTHER_ELC,258.50680639553786,PJ
1458,CA,2043,COTHER_ELC,394.8046123836044,PJ
1459,CEN,2043,COTHER_ELC,253.2001973808321,PJ
1460,MID_AT,2043,COTHER_ELC,556.5543934418164,PJ
1461,NE,2043,COTHER_ELC,376.4768500418619,PJ
1462,NW,2043,COTHER_ELC,153.36013908447572,PJ
1463,N_CEN,2043,COTHER_ELC,492.353356505932,PJ
1464,SE,2043,COTHER_ELC,642.4218916411435,PJ
1465,SW,2043,COTHER_ELC,207.91492076373353,PJ
1466,TX,2043,COTHER_ELC,263.0107622700059,PJ
1467,CA,2044,COTHER_ELC,401.67834560318397,PJ
1468,CEN,2044,COTHER_ELC,257.6063711128967,PJ
1469,MID_AT,2044,COTHER_ELC,566.2373118099097,PJ
1470,NE,2044,COTHER_ELC,383.0169874045382,PJ
1471,NW,2044,COTHER_ELC,156.0303211021973,PJ
1472,N_CEN,2044,COTHER_ELC,500.92129436469196,PJ
1473,SE,2044,COTHER_ELC,653.6079803251966,PJ
1474,SW,2044,COTHER_ELC,211.53543819854394,PJ
1475,TX,2044,COTHER_ELC,267.590499079652,PJ
1476,CA,2045,COTHER_ELC,408.62133157632985,PJ
1477,CEN,2045,COTHER_ELC,262.05692140167633,PJ
1478,MID_AT,2045,COTHER_ELC,576.0177837665057,PJ
1479,NE,2045,COTHER_ELC,389.6229850908784,PJ
1480,NW,2045,COTHER_ELC,158.72740623615178,PJ
1481,N_CEN,2045,COTHER_ELC,509.57554290985394,PJ
1482,SE,2045,COTHER_ELC,664.906786830084,PJ
1483,SW,2045,COTHER_ELC,215.19243834952127,PJ
1484,TX,2045,COTHER_ELC,272.21638231101963,PJ
1485,CA,2046,COTHER_ELC,415.82075261494685,PJ
1486,CEN,2046,COTHER_ELC,266.67176777963755,PJ
1487,MID_AT,2046,COTHER_ELC,586.1594170247614,PJ
1488,NE,2046,COTHER_ELC,396.47276557570854,PJ
1489,NW,2046,COTHER_ELC,161.5241111708439,PJ
1490,N_CEN,2046,COTHER_ELC,518.5493161675512,PJ
1491,SE,2046,COTHER_ELC,676.6229668617115,PJ
1492,SW,2046,COTHER_ELC,218.9845333596362,PJ
1493,TX,2046,COTHER_ELC,277.01314405568553,PJ
1494,CA,2047,COTHER_ELC,423.01075804556785,PJ
1495,CEN,2047,COTHER_ELC,271.2805680959426,PJ
1496,MID_AT,2047,COTHER_ELC,596.2877446355989,PJ
1497,NE,2047,COTHER_ELC,403.3135343013928,PJ
1498,NW,2047,COTHER_ELC,164.3171582225524,PJ
1499,N_CEN,2047,COTHER_ELC,527.5113140066778,PJ
1500,SE,2047,COTHER_ELC,688.3238259482339,PJ
1501,SW,2047,COTHER_ELC,222.77166742265615,PJ
1502,TX,2047,COTHER_ELC,281.80363007619536,PJ
1503,CA,2048,COTHER_ELC,430.428331749178,PJ
1504,CEN,2048,COTHER_ELC,276.0351533350993,PJ
1505,MID_AT,2048,COTHER_ELC,606.736516967694,PJ
1506,NE,2048,COTHER_ELC,410.37055725201776,PJ
1507,NW,2048,COTHER_ELC,167.19861094909095,PJ
1508,N_CEN,2048,COTHER_ELC,536.7568075565504,PJ
1509,SE,2048,COTHER_ELC,700.3950785454025,PJ
1510,SW,2048,COTHER_ELC,226.6786889687067,PJ
1511,TX,2048,COTHER_ELC,286.7457569141845,PJ
1512,CA,2049,COTHER_ELC,438.01512520435205,PJ
1513,CEN,2049,COTHER_ELC,280.89814943377365,PJ
1514,MID_AT,2049,COTHER_ELC,617.4235806711434,PJ
1515,NE,2049,COTHER_ELC,417.5883967771659,PJ
1516,NW,2049,COTHER_ELC,170.14580221621517,PJ
1517,N_CEN,2049,COTHER_ELC,546.2131216826197,PJ
1518,SE,2049,COTHER_ELC,712.7417555147977,PJ
1519,SW,2049,COTHER_ELC,230.67485932971846,PJ
1520,TX,2049,COTHER_ELC,291.80064481626033,PJ
1521,CA,2050,COTHER_ELC,445.8133852348742,PJ
1522,CEN,2050,COTHER_ELC,285.89661118511236,PJ
1523,MID_AT,2050,COTHER_ELC,628.4084016835942,PJ
1524,NE,2050,COTHER_ELC,425.0071730039798,PJ
1525,NW,2050,COTHER_ELC,173.17514369393098,PJ
1526,N_CEN,2050,COTHER_ELC,555.9328625155855,PJ
1527,SE,2050,COTHER_ELC,725.4326207309538,PJ
1528,SW,2050,COTHER_ELC,234.78243290008209,PJ
1529,TX,2050,COTHER_ELC,296.9964423892751,PJ
1530,CA,2017,COTHER_NGA,95.97679287687448,PJ
1531,CEN,2017,COTHER_NGA,63.64889229408976,PJ
1532,MID_AT,2017,COTHER_NGA,143.06260301159705,PJ
1533,NE,2017,COTHER_NGA,104.91019440548783,PJ
1534,NW,2017,COTHER_NGA,37.10507056187297,PJ
1535,N_CEN,2017,COTHER_NGA,124.19606041505793,PJ
1536,SE,2017,COTHER_NGA,153.81682523864185,PJ
1537,SW,2017,COTHER_NGA,49.54751401900562,PJ
1538,TX,2017,COTHER_NGA,62.7804360781626,PJ
1539,CA,2018,COTHER_NGA,94.3244717581164,PJ
1540,CEN,2018,COTHER_NGA,62.631791906548926,PJ
1541,MID_AT,2018,COTHER_NGA,140.7870494287736,PJ
1542,NE,2018,COTHER_NGA,103.42489116083381,PJ
1543,NW,2018,COTHER_NGA,36.461676559877425,PJ
1544,N_CEN,2018,COTHER_NGA,122.19385149303429,PJ
1545,SE,2018,COTHER_NGA,151.1052825997639,PJ
1546,SW,2018,COTHER_NGA,48.66857556255468,PJ
1547,TX,2018,COTHER_NGA,61.67159845104203,PJ
1548,CA,2019,COTHER_NGA,92.13622430167383,PJ
1549,CEN,2019,COTHER_NGA,61.27437976000305,PJ
1550,MID_AT,2019,COTHER_NGA,137.76279014514066,PJ
1551,NE,2019,COTHER_NGA,101.43738827796183,PJ
1552,NW,2019,COTHER_NGA,35.60990437161143,PJ
1553,N_CEN,2019,COTHER_NGA,119.52775727333743,PJ
1554,SE,2019,COTHER_NGA,147.51860471193498,PJ
1555,SW,2019,COTHER_NGA,47.50627613835053,PJ
1556,TX,2019,COTHER_NGA,60.204719229577435,PJ
1557,CA,2020,COTHER_NGA,90.09187966557332,PJ
1558,CEN,2020,COTHER_NGA,59.99077787239962,PJ
1559,MID_AT,2020,COTHER_NGA,134.92487681831315,PJ
1560,NE,2020,COTHER_NGA,99.57463439282105,PJ
1561,NW,2020,COTHER_NGA,34.813488089384954,PJ
1562,N_CEN,2020,COTHER_NGA,117.02710372126027,PJ
1563,SE,2020,COTHER_NGA,144.15961714306465,PJ
1564,SW,2020,COTHER_NGA,46.41670032649462,PJ
1565,TX,2020,COTHER_NGA,58.82770943430095,PJ
1566,CA,2021,COTHER_NGA,88.67302480831717,PJ
1567,CEN,2021,COTHER_NGA,59.10806434481108,PJ
1568,MID_AT,2021,COTHER_NGA,132.96857385328897,PJ
1569,NE,2021,COTHER_NGA,98.3075549231884,PJ
1570,NW,2021,COTHER_NGA,34.26005256659449,PJ
1571,N_CEN,2021,COTHER_NGA,115.30628783416911,PJ
1572,SE,2021,COTHER_NGA,141.81868623206913,PJ
1573,SW,2021,COTHER_NGA,45.65659205587222,PJ
1574,TX,2021,COTHER_NGA,57.867433513296646,PJ
1575,CA,2022,COTHER_NGA,88.40643560205939,PJ
1576,CEN,2022,COTHER_NGA,58.963595488717765,PJ
1577,MID_AT,2022,COTHER_NGA,132.635597655193,PJ
1578,NE,2022,COTHER_NGA,98.13645630243496,PJ
1579,NW,2022,COTHER_NGA,34.1542659033168,PJ
1580,N_CEN,2022,COTHER_NGA,115.02153659639873,PJ
1581,SE,2022,COTHER_NGA,141.35326192869772,PJ
1582,SW,2022,COTHER_NGA,45.50361574391826,PJ
1583,TX,2022,COTHER_NGA,57.675130937218675,PJ
1584,CA,2023,COTHER_NGA,88.341858175486,PJ
1585,CEN,2023,COTHER_NGA,58.948244190552316,PJ
1586,MID_AT,2023,COTHER_NGA,132.58550054929094,PJ
1587,NE,2023,COTHER_NGA,98.15560303458861,PJ
1588,NW,2023,COTHER_NGA,34.12695666157202,PJ
1589,N_CEN,2023,COTHER_NGA,114.9872243220943,PJ
1590,SE,2023,COTHER_NGA,141.2167876594937,PJ
1591,SW,2023,COTHER_NGA,45.45706284016297,PJ
1592,TX,2023,COTHER_NGA,57.61743382255636,PJ
1593,CA,2024,COTHER_NGA,88.24566829422746,PJ
1594,CEN,2024,COTHER_NGA,58.912503491815166,PJ
1595,MID_AT,2024,COTHER_NGA,132.48983318263865,PJ
1596,NE,2024,COTHER_NGA,98.14350024233923,PJ
1597,NW,2024,COTHER_NGA,34.08736691356671,PJ
1598,N_CEN,2024,COTHER_NGA,114.91275056830331,PJ
1599,SE,2024,COTHER_NGA,141.02899932031,PJ
1600,SW,2024,COTHER_NGA,45.39385752295524,PJ
1601,TX,2024,COTHER_NGA,57.53865504345805,PJ
1602,CA,2025,COTHER_NGA,88.10255888605563,PJ
1603,CEN,2025,COTHER_NGA,58.846456645231086,PJ
1604,MID_AT,2025,COTHER_NGA,132.32677980331792,PJ
1605,NE,2025,COTHER_NGA,98.08513679652556,PJ
1606,NW,2025,COTHER_NGA,34.02955408187383,PJ
1607,N_CEN,2025,COTHER_NGA,114.77879398724973,PJ
1608,SE,2025,COTHER_NGA,140.76490550075576,PJ
1609,SW,2025,COTHER_NGA,45.305957777706254,PJ
1610,TX,2025,COTHER_NGA,57.42863108899238,PJ
1611,CA,2026,COTHER_NGA,87.95696644431038,PJ
1612,CEN,2026,COTHER_NGA,58.77851638637348,PJ
1613,MID_AT,2026,COTHER_NGA,132.15890714416682,PJ
1614,NE,2026,COTHER_NGA,98.02267701735057,PJ
1615,NW,2026,COTHER_NGA,33.970784013883424,PJ
1616,N_CEN,2026,COTHER_NGA,114.64063706937631,PJ
1617,SE,2026,COTHER_NGA,140.49684637399216,PJ
1618,SW,2026,COTHER_NGA,45.216791495977866,PJ
1619,TX,2026,COTHER_NGA,57.31699789653186,PJ
1620,CA,2027,COTHER_NGA,87.59301836034378,PJ
1621,CEN,2027,COTHER_NGA,58.57073632252658,PJ
1622,MID_AT,2027,COTHER_NGA,131.68379788572605,PJ
1623,NE,2027,COTHER_NGA,97.7527990606544,PJ
1624,NW,2027,COTHER_NGA,33.82719416389562,PJ
1625,N_CEN,2027,COTHER_NGA,114.23064931766487,PJ
1626,SE,2027,COTHER_NGA,139.87334677950744,PJ
1627,SW,2027,COTHER_NGA,45.012630446518386,PJ
1628,TX,2027,COTHER_NGA,57.05991502075148,PJ
1629,CA,2028,COTHER_NGA,87.28980307557262,PJ
1630,CEN,2028,COTHER_NGA,58.40199163656438,PJ
1631,MID_AT,2028,COTHER_NGA,131.29538491389215,PJ
1632,NE,2028,COTHER_NGA,97.54199534285308,PJ
1633,NW,2028,COTHER_NGA,33.707197141650816,PJ
1634,N_CEN,2028,COTHER_NGA,113.89705213165769,PJ
1635,SE,2028,COTHER_NGA,139.34866155377364,PJ
1636,SW,2028,COTHER_NGA,44.84046104695859,PJ
1637,TX,2028,COTHER_NGA,56.8433167298621,PJ
1638,CA,2029,COTHER_NGA,87.07953278184284,PJ
1639,CEN,2029,COTHER_NGA,58.292862391768594,PJ
1640,MID_AT,2029,COTHER_NGA,131.03900448543598,PJ
1641,NE,2029,COTHER_NGA,97.42083691521242,PJ
1642,NW,2029,COTHER_NGA,33.62330584573213,PJ
1643,N_CEN,2029,COTHER_NGA,113.67982968242052,PJ
1644,SE,2029,COTHER_NGA,138.9752309442628,PJ
1645,SW,2029,COTHER_NGA,44.717248317454924,PJ
1646,TX,2029,COTHER_NGA,56.68866628297928,PJ
1647,CA,2030,COTHER_NGA,87.00221698653513,PJ
1648,CEN,2030,COTHER_NGA,58.26882245498388,PJ
1649,MID_AT,2030,COTHER_NGA,130.97006465647914,PJ
1650,NE,2030,COTHER_NGA,97.42633806151255,PJ
1651,NW,2030,COTHER_NGA,33.59106101822583,PJ
1652,N_CEN,2030,COTHER_NGA,113.62816787174513,PJ
1653,SE,2030,COTHER_NGA,138.81817290483167,PJ
1654,SW,2030,COTHER_NGA,44.664057975537176,PJ
1655,TX,2030,COTHER_NGA,56.62260055368366,PJ
1656,CA,2031,COTHER_NGA,86.96611101632442,PJ
1657,CEN,2031,COTHER_NGA,58.27119158633837,PJ
1658,MID_AT,2031,COTHER_NGA,130.95935004280545,PJ
1659,NE,2031,COTHER_NGA,97.47137143350551,PJ
1660,NW,2031,COTHER_NGA,33.57481841135504,PJ
1661,N_CEN,2031,COTHER_NGA,113.627959614208,PJ
1662,SE,2031,COTHER_NGA,138.72817881112323,PJ
1663,SW,2031,COTHER_NGA,44.63253851633991,PJ
1664,TX,2031,COTHER_NGA,56.58394575571583,PJ
1665,CA,2032,COTHER_NGA,86.9763292820769,PJ
1666,CEN,2032,COTHER_NGA,58.30324036510361,PJ
1667,MID_AT,2032,COTHER_NGA,131.01406293947946,PJ
1668,NE,2032,COTHER_NGA,97.56068545382183,PJ
1669,NW,2032,COTHER_NGA,33.57657146745659,PJ
1670,N_CEN,2032,COTHER_NGA,113.68559762327058,PJ
1671,SE,2032,COTHER_NGA,138.7135500137526,PJ
1672,SW,2032,COTHER_NGA,44.62542151737461,PJ
1673,TX,2032,COTHER_NGA,56.57616067182536,PJ
1674,CA,2033,COTHER_NGA,87.04221048759294,PJ
1675,CEN,2033,COTHER_NGA,58.3710777803598,PJ
1676,MID_AT,2033,COTHER_NGA,131.14783309071044,PJ
1677,NE,2033,COTHER_NGA,97.70376756568051,PJ
1678,NW,2033,COTHER_NGA,33.599946306823014,PJ
1679,N_CEN,2033,COTHER_NGA,113.81317569175698,PJ
1680,SE,2033,COTHER_NGA,138.78951736591418,PJ
1681,SW,2033,COTHER_NGA,44.64761676950192,PJ
1682,TX,2033,COTHER_NGA,56.60545367278435,PJ
1683,CA,2034,COTHER_NGA,87.0663236108408,PJ
1684,CEN,2034,COTHER_NGA,58.41226146162228,PJ
1685,MID_AT,2034,COTHER_NGA,131.2233563837703,PJ
1686,NE,2034,COTHER_NGA,97.80792452208716,PJ
1687,NW,2034,COTHER_NGA,33.60708741366568,PJ
1688,N_CEN,2034,COTHER_NGA,113.88916375043891,PJ
1689,SE,2034,COTHER_NGA,138.79746104166006,PJ
1690,SW,2034,COTHER_NGA,44.647764473922905,PJ
1691,TX,2034,COTHER_NGA,56.60685901291214,PJ
1692,CA,2035,COTHER_NGA,86.9493171956507,PJ
