,regions,periods,demand_comm,demand,demand_units
3819,NE,2033,RCD,19.934020330706744,GIGA_LB
3820,NW,2033,RCD,10.056276219556139,GIGA_LB
3821,N_CEN,2033,RCD,32.64271047108476,GIGA_LB
3822,SE,2033,RCD,54.63688711985187,GIGA_LB
3823,SW,2033,RCD,15.946254198270278,GIGA_LB
3824,TX,2033,RCD,19.831226961071916,GIGA_LB
3825,CA,2034,RCD,22.3138801473925,GIGA_LB
3826,CEN,2034,RCD,19.143992638710394,GIGA_LB
3827,MID_AT,2034,RCD,35.397188099692045,GIGA_LB
3828,NE,2034,RCD,20.043601265118312,GIGA_LB
3829,NW,2034,RCD,10.124768550013997,GIGA_LB
3830,N_CEN,2034,RCD,32.772909413568776,GIGA_LB
3831,SE,2034,RCD,54.93249259977045,GIGA_LB
3832,SW,2034,RCD,16.08124858524298,GIGA_LB
3833,TX,2034,RCD,19.921398917318292,GIGA_LB
3834,CA,2035,RCD,22.480453495781195,GIGA_LB
3835,CEN,2035,RCD,19.24515628888272,GIGA_LB
3836,MID_AT,2035,RCD,35.62249847262699,GIGA_LB
3837,NE,2035,RCD,20.179643153777153,GIGA_LB
3838,NW,2035,RCD,10.206606922008437,GIGA_LB
3839,N_CEN,2035,RCD,32.94689711834193,GIGA_LB
3840,SE,2035,RCD,55.30236395376894,GIGA_LB
3841,SW,2035,RCD,16.23746680888007,GIGA_LB
3842,TX,2035,RCD,20.039088447136177,GIGA_LB
3843,CA,2036,RCD,22.66664764784671,GIGA_LB
3844,CEN,2036,RCD,19.365319755850564,GIGA_LB
3845,MID_AT,2036,RCD,35.87966579770739,GIGA_LB
3846,NE,2036,RCD,20.332604331910467,GIGA_LB
3847,NW,2036,RCD,10.297618607586342,GIGA_LB
3848,N_CEN,2036,RCD,33.149486195728784,GIGA_LB
3849,SE,2036,RCD,55.72535316207455,GIGA_LB
3850,SW,2036,RCD,16.40938926710337,GIGA_LB
3851,TX,2036,RCD,20.177725966546635,GIGA_LB
3852,CA,2037,RCD,22.860660221016154,GIGA_LB
3853,CEN,2037,RCD,19.493026595855444,GIGA_LB
3854,MID_AT,2037,RCD,36.14963419433318,GIGA_LB
3855,NE,2037,RCD,20.492225643082083,GIGA_LB
3856,NW,2037,RCD,10.39231082505756,GIGA_LB
3857,N_CEN,2037,RCD,33.363404950227775,GIGA_LB
3858,SE,2037,RCD,56.17002986215606,GIGA_LB
3859,SW,2037,RCD,16.58771508859264,GIGA_LB
3860,TX,2037,RCD,20.324709808914346,GIGA_LB
3861,CA,2038,RCD,23.056809333037123,GIGA_LB
3862,CEN,2038,RCD,19.62234504356928,GIGA_LB
3863,MID_AT,2038,RCD,36.423094780438646,GIGA_LB
3864,NE,2038,RCD,20.653913937943017,GIGA_LB
3865,NW,2038,RCD,10.487927682170994,GIGA_LB
3866,N_CEN,2038,RCD,33.58082493047072,GIGA_LB
3867,SE,2038,RCD,56.61956487605566,GIGA_LB
3868,SW,2038,RCD,16.767321685422186,GIGA_LB
3869,TX,2038,RCD,20.47293949732695,GIGA_LB
3870,CA,2039,RCD,23.252316968629028,GIGA_LB
3871,CEN,2039,RCD,19.75048257358518,GIGA_LB
3872,MID_AT,2039,RCD,36.69565688333308,GIGA_LB
3873,NE,2039,RCD,20.81527972143234,GIGA_LB
3874,NW,2039,RCD,10.583164073875166,GIGA_LB
3875,N_CEN,2039,RCD,33.798084116598304,GIGA_LB
3876,SE,2039,RCD,57.06624779434962,GIGA_LB
3877,SW,2039,RCD,16.945949151503267,GIGA_LB
3878,TX,2039,RCD,20.619075096176697,GIGA_LB
3879,CA,2040,RCD,23.44615027075777,GIGA_LB
3880,CEN,2040,RCD,19.87672729746726,GIGA_LB
3881,MID_AT,2040,RCD,36.96576134537759,GIGA_LB
3882,NE,2040,RCD,20.97530820485423,GIGA_LB
3883,NW,2040,RCD,10.67757399385928,GIGA_LB
3884,N_CEN,2040,RCD,34.01350042037256,GIGA_LB
3885,SE,2040,RCD,57.5082964553355,GIGA_LB
3886,SW,2040,RCD,17.122984038878514,GIGA_LB
3887,TX,2040,RCD,20.762504941247936,GIGA_LB
3888,CA,2041,RCD,23.586344469813955,GIGA_LB
3889,CEN,2041,RCD,20.004814640301163,GIGA_LB
3890,MID_AT,2041,RCD,37.06644573034637,GIGA_LB
3891,NE,2041,RCD,20.977408367322845,GIGA_LB
3892,NW,2041,RCD,10.750879125679516,GIGA_LB
3893,N_CEN,2041,RCD,33.97629451978367,GIGA_LB
3894,SE,2041,RCD,57.83804575776225,GIGA_LB
3895,SW,2041,RCD,17.280055744028253,GIGA_LB
3896,TX,2041,RCD,20.983893586448737,GIGA_LB
3897,CA,2042,RCD,23.72423648986707,GIGA_LB
3898,CEN,2042,RCD,20.13188786379357,GIGA_LB
3899,MID_AT,2042,RCD,37.163910752376964,GIGA_LB
3900,NE,2042,RCD,20.977148248818136,GIGA_LB
3901,NW,2042,RCD,10.82335390468295,GIGA_LB
3902,N_CEN,2042,RCD,33.934867469959244,GIGA_LB
3903,SE,2042,RCD,58.164465003709935,GIGA_LB
3904,SW,2042,RCD,17.436706876215457,GIGA_LB
3905,TX,2042,RCD,21.20507215289846,GIGA_LB
3906,CA,2043,RCD,23.859790284288234,GIGA_LB
3907,CEN,2043,RCD,20.258126201842,GIGA_LB
3908,MID_AT,2043,RCD,37.258512900716184,GIGA_LB
3909,NE,2043,RCD,20.974739388744876,GIGA_LB
3910,NW,2043,RCD,10.895011817755321,GIGA_LB
3911,N_CEN,2043,RCD,33.88956912079122,GIGA_LB
3912,SE,2043,RCD,58.48807965874408,GIGA_LB
3913,SW,2043,RCD,17.5930839811593,GIGA_LB
3914,TX,2043,RCD,21.42621312296126,GIGA_LB
3915,CA,2044,RCD,23.992740470090745,GIGA_LB
3916,CEN,2044,RCD,20.383754909687514,GIGA_LB
3917,MID_AT,2044,RCD,37.35068791459351,GIGA_LB
3918,NE,2044,RCD,20.97043577442982,GIGA_LB
3919,NW,2044,RCD,10.965798108417863,GIGA_LB
3920,N_CEN,2044,RCD,33.84081630688804,GIGA_LB
3921,SE,2044,RCD,58.80954642721098,GIGA_LB
3922,SW,2044,RCD,17.749375383628195,GIGA_LB
3923,TX,2044,RCD,21.64754106857882,GIGA_LB
3924,CA,2045,RCD,24.123781331874127,GIGA_LB
3925,CEN,2045,RCD,20.508992713667055,GIGA_LB
3926,MID_AT,2045,RCD,37.440853380493465,GIGA_LB
3927,NE,2045,RCD,20.964478675195135,GIGA_LB
3928,NW,2045,RCD,11.035973211363054,GIGA_LB
3929,N_CEN,2045,RCD,33.78900347349586,GIGA_LB
3930,SE,2045,RCD,59.12950134591822,GIGA_LB
3931,SW,2045,RCD,17.905765841028035,GIGA_LB
3932,TX,2045,RCD,21.86927758414595,GIGA_LB
3933,CA,2046,RCD,24.252439066595997,GIGA_LB
3934,CEN,2046,RCD,20.63406072425846,GIGA_LB
3935,MID_AT,2046,RCD,37.52942517072725,GIGA_LB
3936,NE,2046,RCD,20.957105936481117,GIGA_LB
3937,NW,2046,RCD,11.105413880840901,GIGA_LB
3938,N_CEN,2046,RCD,33.73451767149642,GIGA_LB
3939,SE,2046,RCD,59.44858553179192,GIGA_LB
3940,SW,2046,RCD,18.06244424341565,GIGA_LB
3941,TX,2046,RCD,22.091650662284646,GIGA_LB
3942,CA,2047,RCD,24.379712148171624,GIGA_LB
3943,CEN,2047,RCD,20.759076574287512,GIGA_LB
3944,MID_AT,2047,RCD,37.61662560494454,GIGA_LB
3945,NE,2047,RCD,20.94844512693742,GIGA_LB
3946,NW,2047,RCD,11.174466015710667,GIGA_LB
3947,N_CEN,2047,RCD,33.67756682049019,GIGA_LB
3948,SE,2047,RCD,59.76714038349475,GIGA_LB
3949,SW,2047,RCD,18.21951072042081,GIGA_LB
3950,TX,2047,RCD,22.314780914629623,GIGA_LB
3951,CA,2048,RCD,24.505509553811343,GIGA_LB
3952,CEN,2048,RCD,20.884223469519117,GIGA_LB
3953,MID_AT,2048,RCD,37.70279216360197,GIGA_LB
3954,NE,2048,RCD,20.938686445666676,GIGA_LB
3955,NW,2048,RCD,11.24312715266643,GIGA_LB
3956,N_CEN,2048,RCD,33.618458390406396,GIGA_LB
3957,SE,2048,RCD,60.0856949913299,GIGA_LB
3958,SW,2048,RCD,18.377124197457913,GIGA_LB
3959,TX,2048,RCD,22.538861779100458,GIGA_LB
3960,CA,2049,RCD,24.629491113793776,GIGA_LB
3961,CEN,2049,RCD,21.009700332115578,GIGA_LB
3962,MID_AT,2049,RCD,37.78828561606196,GIGA_LB
3963,NE,2049,RCD,20.92803093589195,GIGA_LB
3964,NW,2049,RCD,11.311315529290267,GIGA_LB
3965,N_CEN,2049,RCD,33.55751568801371,GIGA_LB
3966,SE,2049,RCD,60.40482216761695,GIGA_LB
3967,SW,2049,RCD,18.53545915326005,GIGA_LB
3968,TX,2049,RCD,22.764106874076123,GIGA_LB
3969,CA,2050,RCD,24.75231892429114,GIGA_LB
3970,CEN,2050,RCD,21.1356731509412,GIGA_LB
3971,MID_AT,2050,RCD,37.8734023962691,GIGA_LB
3972,NE,2050,RCD,20.916641890071734,GIGA_LB
3973,NW,2050,RCD,11.379274483792384,GIGA_LB
3974,N_CEN,2050,RCD,33.494999886029134,GIGA_LB
3975,SE,2050,RCD,60.72499851042646,GIGA_LB
3976,SW,2050,RCD,18.694662745667152,GIGA_LB
3977,TX,2050,RCD,22.99069740621161,GIGA_LB
4284,CA,2017,RCK,21.01504867914135,PJ
4285,CEN,2017,RCK,13.942482994687092,PJ
4286,MID_AT,2017,RCK,30.464568366153554,PJ
4287,NE,2017,RCK,20.610643528711254,PJ
4288,NW,2017,RCK,8.775531725795398,PJ
4289,N_CEN,2017,RCK,27.20859736398832,PJ
4290,SE,2017,RCK,33.72820574528784,PJ
4291,SW,2017,RCK,10.752144192760223,PJ
4292,TX,2017,RCK,14.720215601121666,PJ
4293,CA,2018,RCK,21.265837870976632,PJ
4294,CEN,2018,RCK,14.070506828467211,PJ
4295,MID_AT,2018,RCK,30.750952369818943,PJ
4296,NE,2018,RCK,20.82667599856858,PJ
4297,NW,2018,RCK,8.881671391299491,PJ
4298,N_CEN,2018,RCK,27.437016351074462,PJ
4299,SE,2018,RCK,34.06660451539563,PJ
4300,SW,2018,RCK,10.888634268897011,PJ
4301,TX,2018,RCK,14.874749532741712,PJ
4302,CA,2019,RCK,21.525024039403778,PJ
4303,CEN,2019,RCK,14.205104569545039,PJ
4304,MID_AT,2019,RCK,31.048605456040146,PJ
4305,NE,2019,RCK,21.047977953899935,PJ
4306,NW,2019,RCK,8.991635086943054,PJ
4307,N_CEN,2019,RCK,27.676873516172897,PJ
4308,SE,2019,RCK,34.42206733718937,PJ
4309,SW,2019,RCK,11.031256613833486,PJ
4310,TX,2019,RCK,15.035812874588002,PJ
4311,CA,2020,RCK,21.790459643365807,PJ
4312,CEN,2020,RCK,14.34316359278492,PJ
4313,MID_AT,2020,RCK,31.354698342092902,PJ
4314,NE,2020,RCK,21.27508119528687,PJ
4315,NW,2020,RCK,9.104216616473105,PJ
4316,N_CEN,2020,RCK,27.922391380922175,PJ
4317,SE,2020,RCK,34.787401462101776,PJ
4318,SW,2020,RCK,11.177123678687204,PJ
4319,TX,2020,RCK,15.200398553690585,PJ
4320,CA,2021,RCK,22.057376706092064,PJ
4321,CEN,2021,RCK,14.4802342957301,PJ
4322,MID_AT,2021,RCK,31.663820272493098,PJ
4323,NE,2021,RCK,21.505502193722144,PJ
4324,NW,2021,RCK,9.217364587254234,PJ
4325,N_CEN,2021,RCK,28.170082667434155,PJ
4326,SE,2021,RCK,35.15244731387253,PJ
4327,SW,2021,RCK,11.323446996047345,PJ
4328,TX,2021,RCK,15.36231334534976,PJ
4329,CA,2022,RCK,22.31753157041152,PJ
4330,CEN,2022,RCK,14.613551685469883,PJ
4331,MID_AT,2022,RCK,31.963022997424737,PJ
4332,NE,2022,RCK,21.728227836514396,PJ
4333,NW,2022,RCK,9.327980304317972,PJ
4334,N_CEN,2022,RCK,28.408845166393906,PJ
4335,SE,2022,RCK,35.50871455230005,PJ
4336,SW,2022,RCK,11.467995844386051,PJ
4337,TX,2022,RCK,15.520426700298009,PJ
4338,CA,2023,RCK,22.575022139386913,PJ
4339,CEN,2023,RCK,14.74640891825798,PJ
4340,MID_AT,2023,RCK,32.25778561298608,PJ
4341,NE,2023,RCK,21.946854559489967,PJ
4342,NW,2023,RCK,9.437793343775374,PJ
4343,N_CEN,2023,RCK,28.642674571705054,PJ
4344,SE,2023,RCK,35.86367682310269,PJ
4345,SW,2023,RCK,11.612973019762128,PJ
4346,TX,2023,RCK,15.678971751837294,PJ
4347,CA,2024,RCK,22.83233951158934,PJ
4348,CEN,2024,RCK,14.881569156514757,PJ
4349,MID_AT,2024,RCK,32.550948052578455,PJ
4350,NE,2024,RCK,22.16235084259397,PJ
4351,NW,2024,RCK,9.547984991389502,PJ
4352,N_CEN,2024,RCK,28.873547828215564,PJ
4353,SE,2024,RCK,36.223433640827835,PJ
4354,SW,2024,RCK,11.760468461342024,PJ
4355,TX,2024,RCK,15.841959117582562,PJ
4356,CA,2025,RCK,23.091796832817682,PJ
4357,CEN,2025,RCK,15.019378910682278,PJ
4358,MID_AT,2025,RCK,32.84617216337074,PJ
4359,NE,2025,RCK,22.378547606433234,PJ
4360,NW,2025,RCK,9.65932186581198,PJ
4361,N_CEN,2025,RCK,29.10455203425338,PJ
4362,SE,2025,RCK,36.588937229410945,PJ
4363,SW,2025,RCK,11.910513425274507,PJ
4364,TX,2025,RCK,16.00915349693432,PJ
4365,CA,2026,RCK,23.354231011893038,PJ
4366,CEN,2026,RCK,15.15989431865972,PJ
4367,MID_AT,2026,RCK,33.14521632546462,PJ
4368,NE,2026,RCK,22.59682764800657,PJ
4369,NW,2026,RCK,9.772093066012273,PJ
4370,N_CEN,2026,RCK,29.33925891203012,PJ
4371,SE,2026,RCK,36.960302653251425,PJ
4372,SW,2026,RCK,12.06318704479626,PJ
4373,TX,2026,RCK,16.1796255598301,PJ
4374,CA,2027,RCK,23.616444580140932,PJ
4375,CEN,2027,RCK,15.299345234568369,PJ
4376,MID_AT,2027,RCK,33.44429407062517,PJ
4377,NE,2027,RCK,22.81567935317612,PJ
4378,NW,2027,RCK,9.884763409048857,PJ
4379,N_CEN,2027,RCK,29.574967979068674,PJ
4380,SE,2027,RCK,37.32962452200138,PJ
4381,SW,2027,RCK,12.215697300138569,PJ
4382,TX,2027,RCK,16.34789086128177,PJ
4383,CA,2028,RCK,23.875325020259346,PJ
4384,CEN,2028,RCK,15.43558549385831,PJ
4385,MID_AT,2028,RCK,33.73906742617597,PJ
4386,NE,2028,RCK,23.032067610844784,PJ
4387,NW,2028,RCK,9.996023346312114,PJ
4388,N_CEN,2028,RCK,29.807484135314073,PJ
4389,SE,2028,RCK,37.69218049137664,PJ
4390,SW,2028,RCK,12.366394968885343,PJ
4391,TX,2028,RCK,16.511555779678645,PJ
4392,CA,2029,RCK,24.12935589115657,PJ
4393,CEN,2029,RCK,15.566719048963007,PJ
4394,MID_AT,2029,RCK,34.02726856768545,PJ
4395,NE,2029,RCK,23.245388135101383,PJ
4396,NW,2029,RCK,10.105045966056922,PJ
4397,N_CEN,2029,RCK,30.03411400076646,PJ
4398,SE,2029,RCK,38.04345687760267,PJ
4399,SW,2029,RCK,12.513384546673063,PJ
4400,TX,2029,RCK,16.668364309955262,PJ
4401,CA,2030,RCK,24.384825206787482,PJ
4402,CEN,2030,RCK,15.696484595158237,PJ
4403,MID_AT,2030,RCK,34.31781519689861,PJ
4404,NE,2030,RCK,23.46198768990157,PJ
4405,NW,2030,RCK,10.214351970483197,PJ
4406,N_CEN,2030,RCK,30.26314413193737,PJ
4407,SE,2030,RCK,38.39265323839578,PJ
4408,SW,2030,RCK,12.659275832818375,PJ
4409,TX,2030,RCK,16.821952671453552,PJ
4410,CA,2031,RCK,24.642599699256042,PJ
4411,CEN,2031,RCK,15.825922137610752,PJ
4412,MID_AT,2031,RCK,34.61196436717343,PJ
4413,NE,2031,RCK,23.68238483364076,PJ
4414,NW,2031,RCK,10.324382394535968,PJ
4415,N_CEN,2031,RCK,30.495988706952428,PJ
4416,SE,2031,RCK,38.74188210119063,PJ
4417,SW,2031,RCK,12.804969579193148,PJ
4418,TX,2031,RCK,16.973668031106296,PJ
4419,CA,2032,RCK,24.896985833452234,PJ
4420,CEN,2032,RCK,15.952152011291085,PJ
4421,MID_AT,2032,RCK,34.90172462267233,PJ
4422,NE,2032,RCK,23.90046315747341,PJ
4423,NW,2032,RCK,10.432907191050907,PJ
4424,N_CEN,2032,RCK,30.72543017315269,PJ
4425,SE,2032,RCK,39.08388201767391,PJ
4426,SW,2032,RCK,12.94840532560431,PJ
4427,TX,2032,RCK,17.120904216755253,PJ
4428,CA,2033,RCK,25.145592648568034,PJ
4429,CEN,2033,RCK,16.073993905217616,PJ
4430,MID_AT,2033,RCK,35.18350457227407,PJ
4431,NE,2033,RCK,24.113438381380785,PJ
4432,NW,2033,RCK,10.538961547154793,PJ
4433,N_CEN,2033,RCK,30.947771305845375,PJ
4434,SE,2033,RCK,39.415797594923056,PJ
4435,SW,2033,RCK,13.088554075799594,PJ
4436,TX,2033,RCK,17.26280898433118,PJ
4437,CA,2034,RCK,25.393071189789485,PJ
4438,CEN,2034,RCK,16.195370277120297,PJ
4439,MID_AT,2034,RCK,35.463560630832816,PJ
4440,NE,2034,RCK,24.324832178608816,PJ
4441,NW,2034,RCK,10.644608930751675,PJ
4442,N_CEN,2034,RCK,31.16900145189816,PJ
4443,SE,2034,RCK,39.746494357656886,PJ
4444,SW,2034,RCK,13.228496561543635,PJ
4445,TX,2034,RCK,17.40404909243364,PJ
4446,CA,2035,RCK,25.6406118340981,PJ
4447,CEN,2035,RCK,16.317830795895286,PJ
4448,MID_AT,2035,RCK,35.74327602396091,PJ
4449,NE,2035,RCK,24.534911310215325,PJ
4450,NW,2035,RCK,10.750483546069136,PJ
4451,N_CEN,2035,RCK,31.390047497290002,PJ
4452,SE,2035,RCK,40.0793241995974,PJ
4453,SW,2035,RCK,13.36963454693776,PJ
4454,TX,2035,RCK,17.547055267116875,PJ
4455,CA,2036,RCK,25.888189873625944,PJ
4456,CEN,2036,RCK,16.442394811472006,PJ
4457,MID_AT,2036,RCK,36.022488714026004,PJ
4458,NE,2036,RCK,24.74291158878446,PJ
4459,NW,2036,RCK,10.856747288619939,PJ
4460,N_CEN,2036,RCK,31.610329501101766,PJ
4461,SE,2036,RCK,40.41630950843803,PJ
4462,SW,2036,RCK,13.51295097022899,PJ
4463,TX,2036,RCK,17.693661774630023,PJ
4464,CA,2037,RCK,26.13492309375907,PJ
4465,CEN,2037,RCK,16.567033932360502,PJ
4466,MID_AT,2037,RCK,36.30023000959347,PJ
4467,NE,2037,RCK,24.94936998840031,PJ
4468,NW,2037,RCK,10.962788679372355,PJ
4469,N_CEN,2037,RCK,31.828872545372608,PJ
4470,SE,2037,RCK,40.753304478114785,PJ
4471,SW,2037,RCK,13.656589181261332,PJ
4472,TX,2037,RCK,17.84086424474496,PJ
4473,CA,2038,RCK,26.381615247984634,PJ
4474,CEN,2038,RCK,16.691394961449223,PJ
4475,MID_AT,2038,RCK,36.57791283779967,PJ
4476,NE,2038,RCK,25.15591426381141,PJ
4477,NW,2038,RCK,11.068789073663503,PJ
4478,N_CEN,2038,RCK,32.04756232300599,PJ
4479,SE,2038,RCK,41.08986958646129,PJ
4480,SW,2038,RCK,13.800068513685261,PJ
4481,TX,2038,RCK,17.987402624503837,PJ
4482,CA,2039,RCK,26.627355600601927,PJ
4483,CEN,2039,RCK,16.814657165375564,PJ
4484,MID_AT,2039,RCK,36.85440941579265,PJ
4485,NE,2039,RCK,25.36173301395492,PJ
4486,NW,2039,RCK,11.174338451688794,PJ
4487,N_CEN,2039,RCK,32.26577601944702,PJ
4488,SE,2039,RCK,41.42420979481804,PJ
4489,SW,2039,RCK,13.942751231507772,PJ
4490,TX,2039,RCK,18.132064122074258,PJ
4491,CA,2040,RCK,26.871285968723996,PJ
4492,CEN,2040,RCK,16.936464769191314,PJ
4493,MID_AT,2040,RCK,37.128443900654354,PJ
4494,NE,2040,RCK,25.565776437856343,PJ
4495,NW,2040,RCK,11.279100223694467,PJ
4496,N_CEN,2040,RCK,32.48226047517373,PJ
4497,SE,2040,RCK,41.7555256227117,PJ
4498,SW,2040,RCK,14.084324125680004,PJ
4499,TX,2040,RCK,18.274599774327466,PJ
4500,CA,2041,RCK,27.03196046626508,PJ
4501,CEN,2041,RCK,17.04803356215297,PJ
4502,MID_AT,2041,RCK,37.196734443901306,PJ
4503,NE,2041,RCK,25.56726750504553,PJ
4504,NW,2041,RCK,11.35432343499524,PJ
4505,N_CEN,2041,RCK,32.4425050590559,PJ
4506,SE,2041,RCK,41.99934027917922,PJ
4507,SW,2041,RCK,14.213521746917655,PJ
4508,TX,2041,RCK,18.469460119796047,PJ
4509,CA,2042,RCK,27.18999647050726,PJ
4510,CEN,2042,RCK,17.158761796495515,PJ
4511,MID_AT,2042,RCK,37.26147309490416,PJ
4512,NE,2042,RCK,25.565871379189335,PJ
4513,NW,2042,RCK,11.428618529111748,PJ
4514,N_CEN,2042,RCK,32.39867756690504,PJ
4515,SE,2042,RCK,42.24077962383127,PJ
4516,SW,2042,RCK,14.342373430442558,PJ
4517,TX,2042,RCK,18.664135559583567,PJ
4518,CA,2043,RCK,27.345352668943818,PJ
4519,CEN,2043,RCK,17.268801784291202,PJ
4520,MID_AT,2043,RCK,37.323023437530814,PJ
4521,NE,2043,RCK,25.561846075968358,PJ
4522,NW,2043,RCK,11.501992761549001,PJ
4523,N_CEN,2043,RCK,32.3511128096626,PJ
4524,SE,2043,RCK,42.48022444734996,PJ
4525,SW,2043,RCK,14.4709997158414,PJ
4526,TX,2043,RCK,18.85877790804009,PJ
4527,CA,2044,RCK,27.497724910059674,PJ
4528,CEN,2044,RCK,17.378345162645054,PJ
4529,MID_AT,2044,RCK,37.38182714787038,PJ
4530,NE,2044,RCK,25.55550129863044,PJ
4531,NW,2044,RCK,11.574372836883878,PJ
4532,N_CEN,2044,RCK,32.300209373328634,PJ
4533,SE,2044,RCK,42.71815103085999,PJ
4534,SW,2044,RCK,14.599555507602405,PJ
4535,TX,2044,RCK,19.05358482736319,PJ
4536,CA,2045,RCK,27.647908903163266,PJ
4537,CEN,2045,RCK,17.48757811208352,PJ
4538,MID_AT,2045,RCK,37.43830623023654,PJ
4539,NE,2045,RCK,25.54713120273354,PJ
4540,NW,2045,RCK,11.64604689528368,PJ
4541,N_CEN,2045,RCK,32.24634427832967,PJ
4542,SE,2045,RCK,42.95502084194466,PJ
4543,SW,2045,RCK,14.728192775918593,PJ
4544,TX,2045,RCK,19.248751358993637,PJ
4545,CA,2046,RCK,27.79536162959705,PJ
4546,CEN,2046,RCK,17.596688952955372,PJ
4547,MID_AT,2046,RCK,37.4928795003602,PJ
4548,NE,2046,RCK,25.537025722564646,PJ
4549,NW,2046,RCK,11.716863115147666,PJ
4550,N_CEN,2046,RCK,32.18988729375564,PJ
4551,SE,2046,RCK,43.1912992329136,PJ
4552,SW,2046,RCK,14.857066890249978,PJ
4553,TX,2046,RCK,19.444478175920082,PJ
4554,CA,2047,RCK,27.941227425544167,PJ
4555,CEN,2047,RCK,17.70577785450784,PJ
4556,MID_AT,2047,RCK,37.54577110367096,PJ
4557,NE,2047,RCK,25.52534037291886,PJ
4558,NW,2047,RCK,11.787212322160427,PJ
4559,N_CEN,2047,RCK,32.13103708806694,PJ
4560,SE,2047,RCK,43.427233972530495,PJ
4561,SW,2047,RCK,14.986260211133567,PJ
4562,TX,2047,RCK,19.640871437267286,PJ
4563,CA,2048,RCK,28.085401971131926,PJ
4564,CEN,2048,RCK,17.81500097915153,PJ
4565,MID_AT,2048,RCK,37.59731923383367,PJ
4566,NE,2048,RCK,25.51230695341295,PJ
4567,NW,2048,RCK,11.857082798702526,PJ
4568,N_CEN,2048,RCK,32.07008719025752,PJ
4569,SE,2048,RCK,43.6632093252268,PJ
4570,SW,2048,RCK,15.11590346093896,PJ
4571,TX,2048,RCK,19.838101401902,PJ
4572,CA,2049,RCK,28.22749540287502,PJ
4573,CEN,2049,RCK,17.924527985206264,PJ
4574,MID_AT,2049,RCK,37.64788405690988,PJ
4575,NE,2049,RCK,25.49817043341332,PJ
4576,NW,2049,RCK,11.926371073154243,PJ
4577,N_CEN,2049,RCK,32.00734607010226,PJ
4578,SE,2049,RCK,43.89964149007913,PJ
4579,SW,2049,RCK,15.246140155248739,PJ
4580,TX,2049,RCK,20.036356090989795,PJ
4581,CA,2050,RCK,28.36826653940157,PJ
4582,CEN,2050,RCK,18.034500524503873,PJ
4583,MID_AT,2050,RCK,37.69776038332913,PJ
4584,NE,2050,RCK,25.4831297475815,PJ
4585,NW,2050,RCK,11.995347795964593,PJ
4586,N_CEN,2050,RCK,31.943062766315947,PJ
4587,SE,2050,RCK,44.13687690648083,PJ
4588,SW,2050,RCK,15.377091337142216,PJ
4589,TX,2050,RCK,20.235794997766476,PJ
4590,CA,2017,RDW,2.1928655027209745,GIGA_CYCLE
4591,CEN,2017,RDW,1.645701988257426,GIGA_CYCLE
4592,MID_AT,2017,RDW,3.3837852059839206,GIGA_CYCLE
4593,NE,2017,RDW,2.1686146500497703,GIGA_CYCLE
4594,NW,2017,RDW,0.9987288984448968,GIGA_CYCLE
4595,N_CEN,2017,RDW,2.901206170861446,GIGA_CYCLE
4596,SE,2017,RDW,4.578128342688095,GIGA_CYCLE
4597,SW,2017,RDW,1.6019336863407534,GIGA_CYCLE
4598,TX,2017,RDW,1.5731137979790797,GIGA_CYCLE
4599,CA,2018,RDW,2.219838311368365,GIGA_CYCLE
4600,CEN,2018,RDW,1.6621920992722679,GIGA_CYCLE
4601,MID_AT,2018,RDW,3.419208617368017,GIGA_CYCLE
4602,NE,2018,RDW,2.1918812097877765,GIGA_CYCLE
4603,NW,2018,RDW,1.011693404210376,GIGA_CYCLE
4604,N_CEN,2018,RDW,2.9276748907894175,GIGA_CYCLE
4605,SE,2018,RDW,4.631945246154008,GIGA_CYCLE
4606,SW,2018,RDW,1.6255683533628458,GIGA_CYCLE
4607,TX,2018,RDW,1.5912074360389012,GIGA_CYCLE
4608,CA,2019,RDW,2.2476443785073648,GIGA_CYCLE
4609,CEN,2019,RDW,1.6793614473764915,GIGA_CYCLE
4610,MID_AT,2019,RDW,3.455895537596118,GIGA_CYCLE
4611,NE,2019,RDW,2.2158694761032485,GIGA_CYCLE
4612,NW,2019,RDW,1.0250610733501448,GIGA_CYCLE
4613,N_CEN,2019,RDW,2.955251852458718,GIGA_CYCLE
4614,SE,2019,RDW,4.687582148342666,GIGA_CYCLE
4615,SW,2019,RDW,1.6499485149902648,GIGA_CYCLE
4616,TX,2019,RDW,1.6099246727456222,GIGA_CYCLE
4617,CA,2020,RDW,2.2759276137321613,GIGA_CYCLE
4618,CEN,2020,RDW,1.6968500827918924,GIGA_CYCLE
4619,MID_AT,2020,RDW,3.493180428776575,GIGA_CYCLE
4620,NE,2020,RDW,2.240204077159534,GIGA_CYCLE
4621,NW,2020,RDW,1.0386494464041458,GIGA_CYCLE
4622,N_CEN,2020,RDW,2.983199924499043,GIGA_CYCLE
4623,SE,2020,RDW,4.744122104170195,GIGA_CYCLE
4624,SW,2020,RDW,1.6746967993524935,GIGA_CYCLE
4625,TX,2020,RDW,1.6290078157287378,GIGA_CYCLE
4626,CA,2021,RDW,2.30426346546153,GIGA_CYCLE
4627,CEN,2021,RDW,1.7141781781808951,GIGA_CYCLE
4628,MID_AT,2021,RDW,3.5305147565606676,GIGA_CYCLE
4629,NE,2021,RDW,2.264644950287051,GIGA_CYCLE
